date,signal_id,model_id,direction,version,test_year,raw_value,pred_score,pred_probability_episode_match,probability_status,filter_status,threshold,threshold_probability,candidate_present,source_candidate_episode_id,raw_triggered,triggered,universe_size,valid_count,target_operational_match,target_operational_strict_match,target_legacy_window_20d_match,target_legacy_strict_match,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2019-01-02,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-03,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-04,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,14.98841097384159,14.98841097384159,0.1498841097384159,calibrated,selected,18.019503681957165,0.18019503681957164,True,ma20_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000050,True,False,1,1,True,True,True,True,,,,inactive,False,False,False,False,,2
2019-01-07,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-08,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-09,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-10,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-11,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-14,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-15,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-16,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-17,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-18,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-21,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-22,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-23,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-24,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-25,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-28,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-29,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-30,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-01-31,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-01,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-11,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-12,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-13,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-14,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-15,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-18,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-19,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-20,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-21,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-22,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-25,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-26,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-27,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-02-28,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-01,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-04,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-05,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-06,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-07,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-08,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-11,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-12,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-13,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-14,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-15,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-18,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-19,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-20,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-21,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-22,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-25,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-26,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-27,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-28,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-03-29,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-01,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-02,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-03,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-04,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-08,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-09,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-10,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-11,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-12,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-15,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-16,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-17,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-18,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-19,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-22,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-23,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-24,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-25,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-26,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-29,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-04-30,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-06,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-07,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-08,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-09,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-10,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-13,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,17.248409946233117,17.248409946233117,0.17248409946233118,calibrated,selected,18.019503681957165,0.18019503681957164,True,ma20_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000051,True,False,1,1,False,False,False,False,,,,inactive,False,False,False,False,,2
2019-05-14,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-15,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,17.03891039813931,17.03891039813931,0.17038910398139312,calibrated,selected,18.019503681957165,0.18019503681957164,True,ma20_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000052,True,False,1,1,False,False,False,False,,,,inactive,False,False,False,False,,2
2019-05-16,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-17,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-20,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-21,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,16.749134926346056,16.749134926346056,0.16749134926346054,calibrated,selected,18.019503681957165,0.18019503681957164,True,ma20_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000053,True,False,1,1,False,False,True,False,,,,inactive,False,False,False,False,,2
2019-05-22,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-23,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-24,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-27,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-28,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-29,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-30,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-05-31,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-03,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-04,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-05,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-06,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-10,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-11,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-12,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-13,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
2019-06-14,ma20_episode_ml_l2_logistic,l2_logistic,bottom,all_a_ma20_episode_match_walk_forward_v1,2019,0.0,,,calibrated,selected,18.019503681957165,0.18019503681957164,False,,False,False,1,1,,,,,,,,inactive,False,False,False,False,,2
