index_id,index_name,signal_id,sample_definition,control_definition,horizon_days,trigger_n,control_n,trigger_median_max_down,control_median_max_down,difference_median_max_down,trigger_median_max_up,control_median_max_up,difference_median_max_up,trigger_median_return,control_median_return,difference_median_return,trigger_mean_return,control_mean_return,difference_mean_return,trigger_negative_return_rate,control_negative_return_rate,difference_negative_return_rate
csi500,中证500,four_industry_top1_breadth_gt_50_exit,first exit day after 全市场宽度>50% filter,filtered inactive days excluding exits after 全市场宽度>50% filter,60,68,829,-0.06795896426619871,-0.0725318887268453,0.004572924460646582,0.044849270680189346,0.0441440415756975,0.0007052291044918474,-0.008844316406515899,-0.0034229202800175,-0.005421396126498399,0.011580967508684358,0.016776731245768048,-0.00519576373708369,0.5441176470588235,0.5186972255729795,0.025420421485844003
csi500,中证500,target_bank_top1,bank Top1 days,bank not-Top1 days,5,264,864,-0.011353427748820099,-0.010293783821439851,-0.001059643927380248,0.010055796865799101,0.0099375520124228,0.0001182448533763019,-0.00168786291798705,0.0014593159595812002,-0.0031471788775682503,-0.0009290458023425756,0.0015099379439846754,-0.002438983746327251,0.5075757575757576,0.47337962962962965,0.03419612794612792
csi500,中证500,target_bank_top1,bank Top1 days,bank not-Top1 days,10,263,860,-0.0219159753813219,-0.017422687336870198,-0.004493288044451701,0.0152413226326841,0.0159600534374506,-0.000718730804766499,-0.0043313746802546,-0.0001662360114479677,-0.004165138668806632,-0.0017198323034275063,0.0027514895833637507,-0.004471321886791257,0.532319391634981,0.5023255813953489,0.0299938102396321
csi500,中证500,target_bank_top1,bank Top1 days,bank not-Top1 days,20,253,860,-0.0447285980466429,-0.028684905542150453,-0.016043692504492446,0.0200337547827365,0.023632021209806398,-0.003598266427069896,-0.0155601153834715,-0.0039395546025707,-0.011620560780900801,-7.166074985009458e-06,0.004107913464229967,-0.004115079539214977,0.5810276679841897,0.522093023255814,0.05893464472837573
csi500,中证500,target_bank_top1,bank Top1 days,bank not-Top1 days,60,242,831,-0.07491367897673935,-0.07047666531634,-0.00443701366039935,0.06702362329888284,0.0392819028405186,0.02774172045836424,0.0227558890002117,-0.0134703077560843,0.036226196756296,0.03711999052287364,0.00824922734870638,0.028870763174167258,0.384297520661157,0.5679903730445247,-0.1836928523833677
csi500,中证500,target_coal_top1,coal Top1 days,coal not-Top1 days,5,154,974,-0.01330850614664015,-0.0103600205034925,-0.0029484856431476487,0.00672775370578375,0.01026129485677955,-0.0035335411509958004,-0.00303800476561855,0.00179789703709005,-0.004835901802708599,0.001078998326435322,0.0009169944040177419,0.00016200392241758012,0.551948051948052,0.4702258726899384,0.08172217925811359
csi500,中证500,target_coal_top1,coal Top1 days,coal not-Top1 days,10,154,969,-0.0209141192179379,-0.0185106868063495,-0.0024034324115883993,0.010909641165731749,0.0167800882373081,-0.00587044707157635,-0.007968732555185501,0.0004331218097746,-0.0084018543649601,-0.004541892692973224,0.0026970243762737536,-0.007238917069246977,0.5974025974025974,0.4953560371517028,0.10204656025089459
csi500,中证500,target_coal_top1,coal Top1 days,coal not-Top1 days,20,154,959,-0.048849520736917354,-0.0296218021686297,-0.019227718568287654,0.0154169764528752,0.0240865724091499,-0.008669595956274699,-0.022108323809515752,-0.0042425183856383,-0.017865805423877452,-0.008878991355622161,0.005107776049043147,-0.013986767404665309,0.6103896103896104,0.5234619395203337,0.08692767086927666
csi500,中证500,target_coal_top1,coal Top1 days,coal not-Top1 days,60,148,925,-0.0950760351687598,-0.069173806658968,-0.025902228509791805,0.028220084119603597,0.0447034550160172,-0.0164833708964136,-0.0290148042266315,0.0001407223075013,-0.0291555265341328,-0.01345392521142176,0.019274947637406316,-0.032728872848828076,0.7094594594594594,0.4972972972972973,0.2121621621621621
csi500,中证500,target_nonferrous_top1,nonferrous Top1 days,nonferrous not-Top1 days,5,50,1078,-0.0045410023601085495,-0.01080097148233755,0.006259969122229,0.015681308195205253,0.009679888849968,0.006001419345237253,0.0093714261843256,0.00106450190242875,0.00830692428189685,0.0022484341250686526,0.0008783827324034201,0.0013700513926652325,0.4,0.48515769944341375,-0.08515769944341373
csi500,中证500,target_nonferrous_top1,nonferrous Top1 days,nonferrous not-Top1 days,10,48,1075,-0.0143938739113692,-0.0190613670674056,0.004667493156036401,0.03211897548133275,0.0155308681109855,0.01658810737034725,0.01091233403671025,-0.001201648844744,0.01211398288145425,0.015161608152161122,0.001103449260081542,0.01405815889207958,0.4166666666666667,0.5134883720930232,-0.09682170542635654
csi500,中证500,target_nonferrous_top1,nonferrous Top1 days,nonferrous not-Top1 days,20,48,1065,-0.019041662539823548,-0.0319116939364774,0.012870031396653853,0.07856351712502505,0.0215404786871922,0.057023038437832844,0.055054830995762,-0.0081136942359205,0.0631685252316825,0.048318958258096734,0.0011377301088055605,0.047181228149291175,0.20833333333333334,0.5502347417840375,-0.34190140845070416
csi500,中证500,target_nonferrous_top1,nonferrous Top1 days,nonferrous not-Top1 days,60,48,1025,-0.052464509777261456,-0.0718513676906674,0.01938685791340594,0.0983969130836415,0.0418273297707174,0.056569583312924096,0.00042488625687509994,-0.0049753187499362,0.0054002050068113,-0.001550291760990598,0.015524448427158995,-0.017074740188149595,0.5,0.5278048780487805,-0.027804878048780513
csi500,中证500,target_steel_top1,steel Top1 days,steel not-Top1 days,5,38,1090,-0.0117037911308902,-0.0106495668517964,-0.0010542242790937996,0.01188219318812385,0.00993613258248955,0.0019460606056343008,-0.00188449665697955,0.0013066965827463499,-0.0031911932397259,0.006349751474590387,0.0007504841612384265,0.0055992673133519605,0.5263157894736842,0.4798165137614679,0.04649927571221629
csi500,中证500,target_steel_top1,steel Top1 days,steel not-Top1 days,10,37,1086,-0.0153363776742052,-0.01905803872841305,0.003721661054207851,0.0126590093141942,0.0160407618716528,-0.0033817525574585984,0.0069816956908606,-0.00115018872938815,0.00813188442024875,0.013260408413057995,0.0013106169747773891,0.011949791438280606,0.40540540540540543,0.5128913443830571,-0.10748593897765163
csi500,中证500,target_steel_top1,steel Top1 days,steel not-Top1 days,20,37,1076,-0.0208362767537292,-0.031744353843035145,0.010908077089305943,0.0475906239933299,0.02269970136436255,0.024890922628967353,0.0108742834882298,-0.0072255064914165,0.0180997899796463,0.036345865150375835,0.002031780252511765,0.03431408489786407,0.35135135135135137,0.54182156133829,-0.1904702099869386
csi500,中证500,target_steel_top1,steel Top1 days,steel not-Top1 days,60,37,1036,-0.0337294829845848,-0.0719592556495358,0.038229772664951,0.1037338466151989,0.04232247061700495,0.06141137599819395,-0.0020045463183592,-0.00473083361326375,0.00272628729490455,0.038596562275133486,0.013909336707654905,0.02468722556747858,0.5675675675675675,0.525096525096525,0.0424710424710425
csi1000,中证1000,four_industry_top1,all active days,all inactive days,5,468,660,-0.01345605420905895,-0.0115614585841229,-0.0018945956249360497,0.01053098022535565,0.0109685825030062,-0.0004376022776505506,-0.0005842275702242501,0.00176032782268585,-0.0023445553929101,-0.0009631535198561687,0.0016705385900891879,-0.0026336921099453566,0.5085470085470085,0.47424242424242424,0.034304584304584274
csi1000,中证1000,four_industry_top1,all active days,all inactive days,10,464,659,-0.024143730405526947,-0.0194612127218667,-0.004682517683660247,0.0181375550368881,0.0189709734651086,-0.0008334184282204997,-0.0057329157011499,0.0005418429161263,-0.0062747586172762,-0.0027563693871972992,0.0036222822833006877,-0.006378651670497987,0.5387931034482759,0.4946889226100152,0.04410418083826073
csi1000,中证1000,four_industry_top1,all active days,all inactive days,20,454,659,-0.045522029547104145,-0.0303887797540691,-0.015133249793035045,0.021339436320942998,0.0274262947464272,-0.006086858425484204,-0.01290148497969125,-0.0003793550629697,-0.01252212991672155,-0.002559363342110326,0.004375002505871566,-0.006934365847981893,0.5704845814977973,0.503793626707132,0.06669095479066534
csi1000,中证1000,four_industry_top1,all active days,all inactive days,60,437,636,-0.0843889076641613,-0.076228865416309,-0.0081600422478523,0.0612151166662966,0.0472307298373394,0.013984386828957203,0.0065825581641858,-0.01396171619478585,0.02054427435897165,0.015464501451891636,0.008250050841664832,0.007214450610226804,0.482837528604119,0.5518867924528302,-0.06904926384871124
csi1000,中证1000,four_industry_top1_onset,first active day of each episode,all inactive days,5,106,660,-0.0076052311086515,-0.0115614585841229,0.0039562274754714,0.01271996214323285,0.0109685825030062,0.0017513796402266503,0.00150625454670435,0.00176032782268585,-0.00025407327598149987,0.002836336534998586,0.0016705385900891879,0.001165797944909398,0.46226415094339623,0.47424242424242424,-0.011978273299028008
csi1000,中证1000,four_industry_top1_onset,first active day of each episode,all inactive days,10,105,659,-0.0190442798599624,-0.0194612127218667,0.00041693286190429973,0.021649397382224,0.0189709734651086,0.0026784239171154,0.0016635891835772,0.0005418429161263,0.0011217462674508998,0.002293396726362295,0.0036222822833006877,-0.0013288855569383927,0.49523809523809526,0.4946889226100152,0.0005491726280800746
csi1000,中证1000,four_industry_top1_onset,first active day of each episode,all inactive days,20,105,659,-0.0367069052729435,-0.0303887797540691,-0.006318125518874399,0.025390622123989,0.0274262947464272,-0.0020356726224382005,-0.0077334948912758,-0.0003793550629697,-0.0073541398283061,-0.004121533665890147,0.004375002505871566,-0.008496536171761713,0.5238095238095238,0.503793626707132,0.020015897102391822
csi1000,中证1000,four_industry_top1_onset,first active day of each episode,all inactive days,60,103,636,-0.0794914008693126,-0.076228865416309,-0.003262535453003604,0.0454292409854004,0.0472307298373394,-0.0018014888519389954,-0.0089706147762883,-0.01396171619478585,0.00499110141849755,0.002022696816855441,0.008250050841664832,-0.006227354024809391,0.5339805825242718,0.5518867924528302,-0.017906209928558403
csi1000,中证1000,four_industry_top1_continuation,active days after episode onset,all inactive days,5,362,660,-0.0143518213818039,-0.0115614585841229,-0.0027903627976810005,0.00993572851308085,0.0109685825030062,-0.0010328539899253503,-0.0025699504932891496,0.00176032782268585,-0.0043302783159749995,-0.0020757113812224777,0.0016705385900891879,-0.0037462499713116658,0.5220994475138122,0.47424242424242424,0.047857023271387966
