region_id,lobe_id,index_id,index_name,event_type,scale,lobe_number,lobe_start,lobe_end,lobe_start_position,lobe_end_position,representative_date,representative_position,representative_price,relative_anchor_price,core_days,gap_from_previous_lobe,small_pivot_count,small_pivot_dates,label_version
csi300_medium_bottom_20070706,csi300_medium_bottom_20070706_lobe_01,csi300,沪深300,bottom,medium,1,2007-07-05,2007-07-06,603,604,2007-07-06,604,3475.27,0.0,2,,1,2007-07-06,top_bottom_regions_v1
csi300_medium_top_20071017,csi300_medium_top_20071017_lobe_01,csi300,沪深300,top,medium,1,2007-10-10,2007-10-18,667,673,2007-10-17,672,5891.72,0.0,7,,1,2007-10-17,top_bottom_regions_v1
csi300_medium_bottom_20071128,csi300_medium_bottom_20071128_lobe_01,csi300,沪深300,bottom,medium,1,2007-11-23,2007-11-23,699,699,2007-11-23,699,4711.79,0.019976144656034922,1,,1,2007-11-23,top_bottom_regions_v1
csi300_medium_bottom_20071128,csi300_medium_bottom_20071128_lobe_02,csi300,沪深300,bottom,medium,2,2007-11-27,2007-11-29,701,703,2007-11-28,702,4619.51,0.0,3,1,1,2007-11-28,top_bottom_regions_v1
csi300_medium_bottom_20071128,csi300_medium_bottom_20071128_lobe_03,csi300,沪深300,bottom,medium,3,2007-12-03,2007-12-03,705,705,2007-12-03,705,4689.52,0.01515528703260749,1,1,0,,top_bottom_regions_v1
csi300_medium_top_20080114,csi300_medium_top_20080114_lobe_01,csi300,沪深300,top,medium,1,2008-01-08,2008-01-08,729,729,2008-01-08,729,5630.62,-0.021938814504978366,1,,0,,top_bottom_regions_v1
csi300_medium_top_20080114,csi300_medium_top_20080114_lobe_02,csi300,沪深300,top,medium,2,2008-01-10,2008-01-16,731,735,2008-01-14,733,5756.92,0.0,5,1,1,2008-01-14,top_bottom_regions_v1
csi300_medium_bottom_20080201,csi300_medium_bottom_20080201_lobe_01,csi300,沪深300,bottom,medium,1,2008-02-01,2008-02-01,747,747,2008-02-01,747,4414.12,0.0,1,,1,2008-02-01,top_bottom_regions_v1
csi300_medium_top_20080220,csi300_medium_top_20080220_lobe_01,csi300,沪深300,top,medium,1,2008-02-19,2008-02-20,754,755,2008-02-20,755,5062.26,0.0,2,,1,2008-02-20,top_bottom_regions_v1
csi300_medium_bottom_20080226,csi300_medium_bottom_20080226_lobe_01,csi300,沪深300,bottom,medium,1,2008-02-26,2008-02-26,759,759,2008-02-26,759,4394.59,0.0,1,,1,2008-02-26,top_bottom_regions_v1
csi300_medium_top_20080304,csi300_medium_top_20080304_lobe_01,csi300,沪深300,top,medium,1,2008-03-03,2008-03-04,763,764,2008-03-04,764,4836.66,0.0,2,,1,2008-03-04,top_bottom_regions_v1
csi300_medium_top_20080304,csi300_medium_top_20080304_lobe_02,csi300,沪深300,top,medium,2,2008-03-06,2008-03-06,766,766,2008-03-06,766,4746.58,-0.018624422638763072,1,1,1,2008-03-06,top_bottom_regions_v1
csi300_medium_bottom_20080320,csi300_medium_bottom_20080320_lobe_01,csi300,沪深300,bottom,medium,1,2008-03-18,2008-03-18,774,774,2008-03-18,774,3700.35,0.011566303266230094,1,,1,2008-03-18,top_bottom_regions_v1
csi300_medium_bottom_20080320,csi300_medium_bottom_20080320_lobe_02,csi300,沪深300,bottom,medium,2,2008-03-20,2008-03-20,776,776,2008-03-20,776,3658.04,0.0,1,1,0,,top_bottom_regions_v1
csi300_medium_top_20080324,csi300_medium_top_20080324_lobe_01,csi300,沪深300,top,medium,1,2008-03-24,2008-03-24,778,778,2008-03-24,778,4103.57,0.0,1,,1,2008-03-24,top_bottom_regions_v1
csi300_medium_bottom_20080403,csi300_medium_bottom_20080403_lobe_01,csi300,沪深300,bottom,medium,1,2008-04-02,2008-04-03,785,786,2008-04-03,786,3457.62,0.0,2,,1,2008-04-03,top_bottom_regions_v1
csi300_medium_top_20080408,csi300_medium_top_20080408_lobe_01,csi300,沪深300,top,medium,1,2008-04-08,2008-04-09,788,789,2008-04-08,788,3935.33,0.0,2,,1,2008-04-08,top_bottom_regions_v1
csi300_medium_bottom_20080422,csi300_medium_bottom_20080422_lobe_01,csi300,沪深300,bottom,medium,1,2008-04-22,2008-04-22,798,798,2008-04-22,798,3122.39,0.0,1,,1,2008-04-22,top_bottom_regions_v1
csi300_medium_top_20080506,csi300_medium_top_20080506_lobe_01,csi300,沪深300,top,medium,1,2008-05-05,2008-05-07,805,807,2008-05-06,806,4075.57,0.0,3,,1,2008-05-06,top_bottom_regions_v1
csi300_medium_top_20080506,csi300_medium_top_20080506_lobe_02,csi300,沪深300,top,medium,2,2008-05-15,2008-05-15,813,813,2008-05-15,813,4038.85,-0.009009782680704848,1,5,1,2008-05-15,top_bottom_regions_v1
csi300_medium_bottom_20080620,csi300_medium_bottom_20080620_lobe_01,csi300,沪深300,bottom,medium,1,2008-06-20,2008-06-20,838,838,2008-06-20,838,2691.87,0.0,1,,1,2008-06-20,top_bottom_regions_v1
csi300_medium_top_20080626,csi300_medium_top_20080626_lobe_01,csi300,沪深300,top,medium,1,2008-06-25,2008-06-26,841,842,2008-06-26,842,3010.28,0.0,2,,1,2008-06-26,top_bottom_regions_v1
csi300_medium_bottom_20080703,csi300_medium_bottom_20080703_lobe_01,csi300,沪深300,bottom,medium,1,2008-07-02,2008-07-03,846,847,2008-07-03,847,2617.26,0.0,2,,1,2008-07-03,top_bottom_regions_v1
csi300_medium_top_20080710,csi300_medium_top_20080710_lobe_01,csi300,沪深300,top,medium,1,2008-07-09,2008-07-15,851,855,2008-07-10,852,3056.91,0.0,5,,1,2008-07-10,top_bottom_regions_v1
csi300_medium_bottom_20080718,csi300_medium_bottom_20080718_lobe_01,csi300,沪深300,bottom,medium,1,2008-07-16,2008-07-18,856,858,2008-07-18,858,2690.07,0.0,3,,1,2008-07-18,top_bottom_regions_v1
csi300_medium_top_20080728,csi300_medium_top_20080728_lobe_01,csi300,沪深300,top,medium,1,2008-07-24,2008-07-28,862,864,2008-07-28,864,2997.6,0.0,3,,1,2008-07-28,top_bottom_regions_v1
csi300_medium_top_20080728,csi300_medium_top_20080728_lobe_02,csi300,沪深300,top,medium,2,2008-07-30,2008-07-30,866,866,2008-07-30,866,2949.94,-0.015899386175607155,1,1,0,,top_bottom_regions_v1
csi300_medium_bottom_20080819,csi300_medium_bottom_20080819_lobe_01,csi300,沪深300,bottom,medium,1,2008-08-18,2008-08-20,879,881,2008-08-19,880,2273.89,0.0,3,,1,2008-08-19,top_bottom_regions_v1
csi300_medium_top_20080821,csi300_medium_top_20080821_lobe_01,csi300,沪深300,top,medium,1,2008-08-21,2008-08-21,882,882,2008-08-21,882,2535.86,0.0,1,,1,2008-08-21,top_bottom_regions_v1
csi300_medium_bottom_20080918,csi300_medium_bottom_20080918_lobe_01,csi300,沪深300,bottom,medium,1,2008-09-18,2008-09-18,901,901,2008-09-18,901,1804.77,0.0,1,,1,2008-09-18,top_bottom_regions_v1
csi300_medium_top_20080922,csi300_medium_top_20080922_lobe_01,csi300,沪深300,top,medium,1,2008-09-22,2008-09-22,903,903,2008-09-22,903,2258.42,0.0,1,,1,2008-09-22,top_bottom_regions_v1
csi300_medium_bottom_20080924,csi300_medium_bottom_20080924_lobe_01,csi300,沪深300,bottom,medium,1,2008-09-24,2008-09-24,905,905,2008-09-24,905,2050.97,0.0,1,,1,2008-09-24,top_bottom_regions_v1
csi300_medium_top_20080926,csi300_medium_top_20080926_lobe_01,csi300,沪深300,top,medium,1,2008-09-26,2008-10-06,907,908,2008-09-26,907,2257.16,0.0,2,,1,2008-09-26,top_bottom_regions_v1
csi300_medium_bottom_20081013,csi300_medium_bottom_20081013_lobe_01,csi300,沪深300,bottom,medium,1,2008-10-10,2008-10-13,912,913,2008-10-13,913,1841.53,0.0,2,,1,2008-10-13,top_bottom_regions_v1
csi300_medium_top_20081014,csi300_medium_top_20081014_lobe_01,csi300,沪深300,top,medium,1,2008-10-14,2008-10-14,914,914,2008-10-14,914,2060.49,0.0,1,,1,2008-10-14,top_bottom_regions_v1
csi300_medium_bottom_20081104,csi300_medium_bottom_20081104_lobe_01,csi300,沪深300,bottom,medium,1,2008-10-28,2008-10-28,924,924,2008-10-28,924,1607.67,0.0005850391789534726,1,,1,2008-10-28,top_bottom_regions_v1
csi300_medium_bottom_20081104,csi300_medium_bottom_20081104_lobe_02,csi300,沪深300,bottom,medium,2,2008-11-04,2008-11-07,929,932,2008-11-04,929,1606.73,0.0,4,4,2,2008-11-04|2008-11-07,top_bottom_regions_v1
csi300_medium_top_20081118,csi300_medium_top_20081118_lobe_01,csi300,沪深300,top,medium,1,2008-11-17,2008-11-20,938,941,2008-11-18,939,1994.82,0.0,4,,2,2008-11-18|2008-11-20,top_bottom_regions_v1
csi300_medium_bottom_20081125,csi300_medium_bottom_20081125_lobe_01,csi300,沪深300,bottom,medium,1,2008-11-21,2008-11-26,942,945,2008-11-25,944,1801.56,0.0,4,,2,2008-11-21|2008-11-25,top_bottom_regions_v1
csi300_medium_bottom_20081125,csi300_medium_bottom_20081125_lobe_02,csi300,沪深300,bottom,medium,2,2008-11-28,2008-12-02,947,949,2008-12-01,948,1799.84,-0.0009547281245143591,3,1,1,2008-12-01,top_bottom_regions_v1
csi300_medium_top_20081209,csi300_medium_top_20081209_lobe_01,csi300,沪深300,top,medium,1,2008-12-08,2008-12-11,953,956,2008-12-09,954,2107.6,0.0,4,,1,2008-12-09,top_bottom_regions_v1
csi300_medium_top_20081209,csi300_medium_top_20081209_lobe_02,csi300,沪深300,top,medium,2,2008-12-19,2008-12-19,962,962,2008-12-19,962,2075.38,-0.015287530840766617,1,5,1,2008-12-19,top_bottom_regions_v1
csi300_medium_bottom_20081231,csi300_medium_bottom_20081231_lobe_01,csi300,沪深300,bottom,medium,1,2008-12-25,2009-01-05,966,971,2008-12-31,970,1813.73,0.0,6,,1,2008-12-31,top_bottom_regions_v1
csi300_medium_top_20090217,csi300_medium_top_20090217_lobe_01,csi300,沪深300,top,medium,1,2009-02-16,2009-02-17,996,997,2009-02-17,997,2470.62,0.0,2,,1,2009-02-17,top_bottom_regions_v1
csi300_medium_top_20090217,csi300_medium_top_20090217_lobe_02,csi300,沪深300,top,medium,2,2009-02-23,2009-02-23,1001,1001,2009-02-23,1001,2419.53,-0.020679019841173374,1,3,1,2009-02-23,top_bottom_regions_v1
csi300_medium_bottom_20090303,csi300_medium_bottom_20090303_lobe_01,csi300,沪深300,bottom,medium,1,2009-02-27,2009-03-03,1005,1007,2009-03-03,1007,2100.64,0.0,3,,1,2009-03-03,top_bottom_regions_v1
csi300_medium_top_20090804,csi300_medium_top_20090804_lobe_01,csi300,沪深300,top,medium,1,2009-07-27,2009-07-29,1107,1109,2009-07-29,1109,3765.59,-0.00985259238613112,3,,1,2009-07-29,top_bottom_regions_v1
csi300_medium_top_20090804,csi300_medium_top_20090804_lobe_02,csi300,沪深300,top,medium,2,2009-07-31,2009-08-06,1111,1115,2009-08-04,1113,3803.06,0.0,5,1,1,2009-08-04,top_bottom_regions_v1
csi300_medium_bottom_20090901,csi300_medium_bottom_20090901_lobe_01,csi300,沪深300,bottom,medium,1,2009-08-31,2009-09-02,1132,1134,2009-09-01,1133,2795.49,0.0,3,,1,2009-09-01,top_bottom_regions_v1
csi300_medium_top_20090918,csi300_medium_top_20090918_lobe_01,csi300,沪深300,top,medium,1,2009-09-14,2009-09-18,1142,1146,2009-09-18,1146,3330.43,0.0,5,,1,2009-09-18,top_bottom_regions_v1
csi300_medium_bottom_20090929,csi300_medium_bottom_20090929_lobe_01,csi300,沪深300,bottom,medium,1,2009-09-24,2009-09-24,1150,1150,2009-09-24,1150,2989.24,0.022336376041834027,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20090929,csi300_medium_bottom_20090929_lobe_02,csi300,沪深300,bottom,medium,2,2009-09-28,2009-09-30,1152,1154,2009-09-29,1153,2923.93,0.0,3,1,1,2009-09-29,top_bottom_regions_v1
csi300_medium_top_20091124,csi300_medium_top_20091124_lobe_01,csi300,沪深300,top,medium,1,2009-11-16,2009-11-26,1181,1189,2009-11-24,1187,3698.13,0.0,9,,1,2009-11-24,top_bottom_regions_v1
csi300_medium_top_20091124,csi300_medium_top_20091124_lobe_02,csi300,沪深300,top,medium,2,2009-12-04,2009-12-08,1195,1197,2009-12-07,1196,3672.8,-0.006849407673607977,3,5,1,2009-12-07,top_bottom_regions_v1
csi300_medium_bottom_20091223,csi300_medium_bottom_20091223_lobe_01,csi300,沪深300,bottom,medium,1,2009-12-21,2009-12-24,1206,1209,2009-12-23,1208,3296.29,0.0,4,,1,2009-12-23,top_bottom_regions_v1
csi300_medium_top_20100104,csi300_medium_top_20100104_lobe_01,csi300,沪深300,top,medium,1,2009-12-30,2010-01-07,1213,1218,2010-01-04,1215,3597.75,0.0,6,,1,2010-01-04,top_bottom_regions_v1
csi300_medium_top_20100104,csi300_medium_top_20100104_lobe_02,csi300,沪深300,top,medium,2,2010-01-11,2010-01-12,1220,1221,2010-01-11,1220,3594.53,-0.0008950038218330514,2,1,1,2010-01-11,top_bottom_regions_v1
csi300_medium_top_20100104,csi300_medium_top_20100104_lobe_03,csi300,沪深300,top,medium,3,2010-01-19,2010-01-19,1226,1226,2010-01-19,1226,3528.39,-0.019278715864081808,1,4,0,,top_bottom_regions_v1
csi300_medium_bottom_20100203,csi300_medium_bottom_20100203_lobe_01,csi300,沪深300,bottom,medium,1,2010-02-01,2010-02-03,1235,1237,2010-02-03,1237,3094.57,0.0,3,,1,2010-02-03,top_bottom_regions_v1
csi300_medium_bottom_20100203,csi300_medium_bottom_20100203_lobe_02,csi300,沪深300,bottom,medium,2,2010-02-05,2010-02-09,1239,1241,2010-02-05,1239,3129.92,0.011423234892085077,3,1,0,,top_bottom_regions_v1
csi300_medium_bottom_20100203,csi300_medium_bottom_20100203_lobe_03,csi300,沪深300,bottom,medium,3,2010-02-23,2010-02-23,1246,1246,2010-02-23,1246,3152.93,0.018858839838814312,1,4,0,,top_bottom_regions_v1
csi300_medium_top_20100406,csi300_medium_top_20100406_lobe_01,csi300,沪深300,top,medium,1,2010-03-29,2010-04-16,1270,1283,2010-04-06,1275,3436.29,0.0,14,,1,2010-04-06,top_bottom_regions_v1
csi300_medium_bottom_20100521,csi300_medium_bottom_20100521_lobe_01,csi300,沪深300,bottom,medium,1,2010-05-18,2010-05-18,1304,1304,2010-05-18,1304,2686.97,0.014870071007704988,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20100521,csi300_medium_bottom_20100521_lobe_02,csi300,沪深300,bottom,medium,2,2010-05-21,2010-05-21,1307,1307,2010-05-21,1307,2647.6,0.0,1,2,1,2010-05-21,top_bottom_regions_v1
csi300_medium_top_20100528,csi300_medium_top_20100528_lobe_01,csi300,沪深300,top,medium,1,2010-05-26,2010-05-31,1310,1313,2010-05-28,1312,2893.69,0.0,4,,1,2010-05-28,top_bottom_regions_v1
csi300_medium_bottom_20100702,csi300_medium_bottom_20100702_lobe_01,csi300,沪深300,bottom,medium,1,2010-07-02,2010-07-06,1334,1336,2010-07-02,1334,2462.2,0.0,3,,1,2010-07-02,top_bottom_regions_v1
csi300_medium_top_20101111,csi300_medium_top_20101111_lobe_01,csi300,沪深300,top,medium,1,2010-10-25,2010-10-27,1407,1409,2010-10-26,1408,3499.82,-0.016349118462952283,3,,0,,top_bottom_regions_v1
csi300_medium_top_20101111,csi300_medium_top_20101111_lobe_02,csi300,沪深300,top,medium,2,2010-11-02,2010-11-02,1413,1413,2010-11-02,1413,3522.18,-0.010064671345338172,1,3,0,,top_bottom_regions_v1
csi300_medium_top_20101111,csi300_medium_top_20101111_lobe_03,csi300,沪深300,top,medium,3,2010-11-04,2010-11-12,1415,1421,2010-11-11,1420,3557.99,0.0,7,1,1,2010-11-11,top_bottom_regions_v1
csi300_medium_bottom_20110125,csi300_medium_bottom_20110125_lobe_01,csi300,沪深300,bottom,medium,1,2011-01-17,2011-01-27,1466,1474,2011-01-25,1472,2919.16,0.0,9,,1,2011-01-25,top_bottom_regions_v1
csi300_medium_top_20110411,csi300_medium_top_20110411_lobe_01,csi300,沪深300,top,medium,1,2011-03-28,2011-03-29,1511,1512,2011-03-28,1511,3328.07,-0.015518276719922675,2,,0,,top_bottom_regions_v1
csi300_medium_top_20110411,csi300_medium_top_20110411_lobe_02,csi300,沪深300,top,medium,2,2011-04-06,2011-04-22,1516,1528,2011-04-11,1519,3380.53,0.0,13,3,1,2011-04-11,top_bottom_regions_v1
csi300_medium_bottom_20110620,csi300_medium_bottom_20110620_lobe_01,csi300,沪深300,bottom,medium,1,2011-06-02,2011-06-02,1556,1556,2011-06-02,1556,2923.02,0.021174464874004872,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20110620,csi300_medium_bottom_20110620_lobe_02,csi300,沪深300,bottom,medium,2,2011-06-10,2011-06-13,1561,1562,2011-06-13,1562,2921.75,0.020730782801904768,2,4,0,,top_bottom_regions_v1
csi300_medium_bottom_20110620,csi300_medium_bottom_20110620_lobe_03,csi300,沪深300,bottom,medium,3,2011-06-16,2011-06-23,1565,1570,2011-06-20,1567,2862.41,0.0,6,2,1,2011-06-20,top_bottom_regions_v1
csi300_medium_top_20110707,csi300_medium_top_20110707_lobe_01,csi300,沪深300,top,medium,1,2011-07-01,2011-07-22,1576,1591,2011-07-07,1580,3140.1,0.0,16,,1,2011-07-07,top_bottom_regions_v1
csi300_medium_bottom_20111020,csi300_medium_bottom_20111020_lobe_01,csi300,沪深300,bottom,medium,1,2011-10-10,2011-10-12,1641,1643,2011-10-12,1643,2523.34,0.009138208911053658,3,,1,2011-10-12,top_bottom_regions_v1
csi300_medium_bottom_20111020,csi300_medium_bottom_20111020_lobe_02,csi300,沪深300,bottom,medium,2,2011-10-20,2011-10-24,1649,1651,2011-10-20,1649,2500.49,0.0,3,5,1,2011-10-20,top_bottom_regions_v1
csi300_medium_top_20111104,csi300_medium_top_20111104_lobe_01,csi300,沪深300,top,medium,1,2011-10-28,2011-10-28,1655,1655,2011-10-28,1655,2729.14,-0.018997192657054796,1,,0,,top_bottom_regions_v1
csi300_medium_top_20111104,csi300_medium_top_20111104_lobe_02,csi300,沪深300,top,medium,2,2011-11-01,2011-11-10,1657,1664,2011-11-04,1660,2781.99,0.0,8,1,1,2011-11-04,top_bottom_regions_v1
csi300_medium_top_20111104,csi300_medium_top_20111104_lobe_03,csi300,沪深300,top,medium,3,2011-11-14,2011-11-16,1666,1668,2011-11-15,1667,2754.0,-0.010061143282326657,3,1,0,,top_bottom_regions_v1
csi300_medium_bottom_20120106,csi300_medium_bottom_20120106_lobe_01,csi300,沪深300,bottom,medium,1,2011-12-22,2011-12-22,1694,1694,2011-12-22,1694,2294.61,0.01775948407013317,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20120106,csi300_medium_bottom_20120106_lobe_02,csi300,沪深300,bottom,medium,2,2011-12-27,2011-12-29,1697,1699,2011-12-28,1698,2267.11,0.00556203621976703,3,2,0,,top_bottom_regions_v1
csi300_medium_bottom_20120106,csi300_medium_bottom_20120106_lobe_03,csi300,沪深300,bottom,medium,3,2012-01-04,2012-01-09,1701,1704,2012-01-06,1703,2254.57,0.0,4,1,1,2012-01-06,top_bottom_regions_v1
csi300_medium_top_20120314,csi300_medium_top_20120314_lobe_01,csi300,沪深300,top,medium,1,2012-02-24,2012-03-06,1733,1740,2012-03-05,1739,2694.61,-0.004117157904462654,8,,0,,top_bottom_regions_v1
csi300_medium_top_20120314,csi300_medium_top_20120314_lobe_02,csi300,沪深300,top,medium,2,2012-03-08,2012-03-14,1742,1746,2012-03-14,1746,2705.75,0.0,5,1,1,2012-03-14,top_bottom_regions_v1
csi300_medium_bottom_20120329,csi300_medium_bottom_20120329_lobe_01,csi300,沪深300,bottom,medium,1,2012-03-28,2012-04-05,1756,1759,2012-03-29,1757,2429.73,0.0,4,,1,2012-03-29,top_bottom_regions_v1
csi300_medium_bottom_20120329,csi300_medium_bottom_20120329_lobe_02,csi300,沪深300,bottom,medium,2,2012-04-10,2012-04-10,1762,1762,2012-04-10,1762,2459.35,0.012190654928736944,1,2,0,,top_bottom_regions_v1
csi300_medium_top_20120508,csi300_medium_top_20120508_lobe_01,csi300,沪深300,top,medium,1,2012-05-02,2012-05-11,1776,1783,2012-05-08,1780,2717.82,0.0,8,,1,2012-05-08,top_bottom_regions_v1
csi300_medium_bottom_20121204,csi300_medium_bottom_20121204_lobe_01,csi300,沪深300,bottom,medium,1,2012-11-28,2012-12-05,1920,1925,2012-12-04,1924,2102.14,0.0,6,,1,2012-12-04,top_bottom_regions_v1
csi300_medium_top_20130208,csi300_medium_top_20130208_lobe_01,csi300,沪深300,top,medium,1,2013-02-01,2013-02-19,1964,1971,2013-02-08,1969,2791.3,0.0,8,,1,2013-02-08,top_bottom_regions_v1
csi300_medium_bottom_20130416,csi300_medium_bottom_20130416_lobe_01,csi300,沪深300,bottom,medium,1,2013-04-08,2013-04-08,2003,2003,2013-04-08,2003,2429.5,0.005329758091880521,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20130416,csi300_medium_bottom_20130416_lobe_02,csi300,沪深300,bottom,medium,2,2013-04-10,2013-04-10,2005,2005,2013-04-10,2005,2466.19,0.020512120234045916,1,1,0,,top_bottom_regions_v1
csi300_medium_bottom_20130416,csi300_medium_bottom_20130416_lobe_03,csi300,沪深300,bottom,medium,3,2013-04-12,2013-04-19,2007,2012,2013-04-16,2009,2416.62,0.0,6,1,1,2013-04-16,top_bottom_regions_v1
csi300_medium_bottom_20130416,csi300_medium_bottom_20130416_lobe_04,csi300,沪深300,bottom,medium,4,2013-04-23,2013-05-03,2014,2019,2013-05-02,2018,2423.08,0.002673155067822064,6,1,1,2013-05-02,top_bottom_regions_v1
csi300_medium_top_20130529,csi300_medium_top_20130529_lobe_01,csi300,沪深300,top,medium,1,2013-05-20,2013-06-03,2030,2040,2013-05-29,2037,2661.23,0.0,11,,1,2013-05-29,top_bottom_regions_v1
csi300_medium_bottom_20130625,csi300_medium_bottom_20130625_lobe_01,csi300,沪深300,bottom,medium,1,2013-06-25,2013-06-25,2053,2053,2013-06-25,2053,2023.17,0.0,1,,1,2013-06-25,top_bottom_regions_v1
csi300_medium_top_20130912,csi300_medium_top_20130912_lobe_01,csi300,沪深300,top,medium,1,2013-09-10,2013-09-17,2108,2113,2013-09-12,2110,2527.38,0.0,6,,1,2013-09-12,top_bottom_regions_v1
csi300_medium_top_20130912,csi300_medium_top_20130912_lobe_02,csi300,沪深300,top,medium,2,2013-09-23,2013-09-24,2115,2116,2013-09-23,2115,2473.16,-0.0214530462376058,2,1,0,,top_bottom_regions_v1
csi300_medium_top_20130912,csi300_medium_top_20130912_lobe_03,csi300,沪深300,top,medium,3,2013-10-11,2013-10-15,2124,2126,2013-10-14,2125,2483.13,-0.017508249649834995,3,7,0,,top_bottom_regions_v1
csi300_medium_bottom_20131114,csi300_medium_bottom_20131114_lobe_01,csi300,沪深300,bottom,medium,1,2013-10-29,2013-10-29,2136,2136,2013-10-29,2136,2327.9,0.021452297269428433,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20131114,csi300_medium_bottom_20131114_lobe_02,csi300,沪深300,bottom,medium,2,2013-11-07,2013-11-15,2143,2149,2013-11-14,2148,2279.01,0.0,7,6,1,2013-11-14,top_bottom_regions_v1
csi300_medium_top_20131204,csi300_medium_top_20131204_lobe_01,csi300,沪深300,top,medium,1,2013-11-28,2013-12-11,2158,2167,2013-12-04,2162,2486.64,0.0,10,,1,2013-12-04,top_bottom_regions_v1
csi300_medium_bottom_20140321,csi300_medium_bottom_20140321_lobe_01,csi300,沪深300,bottom,medium,1,2014-03-10,2014-03-17,2224,2229,2014-03-11,2225,2088.73,0.00527972431849677,6,,0,,top_bottom_regions_v1
csi300_medium_bottom_20140321,csi300_medium_bottom_20140321_lobe_02,csi300,沪深300,bottom,medium,2,2014-03-19,2014-03-21,2231,2233,2014-03-21,2233,2077.76,0.0,3,1,1,2014-03-21,top_bottom_regions_v1
csi300_medium_top_20141209,csi300_medium_top_20141209_lobe_01,csi300,沪深300,top,medium,1,2014-12-09,2014-12-09,2410,2410,2014-12-09,2410,3387.83,0.0,1,,1,2014-12-09,top_bottom_regions_v1
csi300_medium_bottom_20141210,csi300_medium_bottom_20141210_lobe_01,csi300,沪深300,bottom,medium,1,2014-12-10,2014-12-10,2411,2411,2014-12-10,2411,3058.19,0.0,1,,1,2014-12-10,top_bottom_regions_v1
csi300_medium_top_20150109,csi300_medium_top_20150109_lobe_01,csi300,沪深300,top,medium,1,2015-01-05,2015-01-09,2427,2431,2015-01-09,2431,3689.75,0.0,5,,1,2015-01-09,top_bottom_regions_v1
csi300_medium_bottom_20150120,csi300_medium_bottom_20150120_lobe_01,csi300,沪深300,bottom,medium,1,2015-01-19,2015-01-20,2437,2438,2015-01-20,2438,3325.68,0.0,2,,1,2015-01-20,top_bottom_regions_v1
csi300_medium_top_20150123,csi300_medium_top_20150123_lobe_01,csi300,沪深300,top,medium,1,2015-01-22,2015-01-28,2440,2444,2015-01-23,2441,3627.81,0.0,5,,1,2015-01-23,top_bottom_regions_v1
csi300_medium_bottom_20150206,csi300_medium_bottom_20150206_lobe_01,csi300,沪深300,bottom,medium,1,2015-02-02,2015-02-02,2447,2447,2015-02-02,2447,3347.09,0.018612691079846533,1,,0,,top_bottom_regions_v1
csi300_medium_bottom_20150206,csi300_medium_bottom_20150206_lobe_02,csi300,沪深300,bottom,medium,2,2015-02-06,2015-02-10,2451,2453,2015-02-06,2451,3285.93,0.0,3,3,1,2015-02-06,top_bottom_regions_v1
csi300_medium_top_20150527,csi300_medium_top_20150527_lobe_01,csi300,沪深300,top,medium,1,2015-05-26,2015-05-28,2521,2523,2015-05-27,2522,5226.84,0.0,3,,1,2015-05-27,top_bottom_regions_v1
csi300_medium_bottom_20150529,csi300_medium_bottom_20150529_lobe_01,csi300,沪深300,bottom,medium,1,2015-05-29,2015-05-29,2524,2524,2015-05-29,2524,4665.52,0.0,1,,1,2015-05-29,top_bottom_regions_v1
csi300_medium_top_20150609,csi300_medium_top_20150609_lobe_01,csi300,沪深300,top,medium,1,2015-06-05,2015-06-15,2529,2535,2015-06-09,2531,5380.43,0.0,7,,1,2015-06-09,top_bottom_regions_v1
csi300_medium_bottom_20150623,csi300_medium_bottom_20150623_lobe_01,csi300,沪深300,bottom,medium,1,2015-06-23,2015-06-23,2540,2540,2015-06-23,2540,4455.33,0.0,1,,1,2015-06-23,top_bottom_regions_v1
csi300_medium_top_20150625,csi300_medium_top_20150625_lobe_01,csi300,沪深300,top,medium,1,2015-06-25,2015-06-25,2542,2542,2015-06-25,2542,4919.26,0.0,1,,1,2015-06-25,top_bottom_regions_v1
csi300_medium_bottom_20150629,csi300_medium_bottom_20150629_lobe_01,csi300,沪深300,bottom,medium,1,2015-06-29,2015-06-30,2544,2545,2015-06-29,2544,4000.93,0.0,2,,1,2015-06-29,top_bottom_regions_v1
csi300_medium_top_20150701,csi300_medium_top_20150701_lobe_01,csi300,沪深300,top,medium,1,2015-07-01,2015-07-01,2546,2546,2015-07-01,2546,4526.13,0.0,1,,1,2015-07-01,top_bottom_regions_v1
csi300_medium_bottom_20150703,csi300_medium_bottom_20150703_lobe_01,csi300,沪深300,bottom,medium,1,2015-07-03,2015-07-03,2548,2548,2015-07-03,2548,3785.9,0.0,1,,1,2015-07-03,top_bottom_regions_v1
csi300_medium_top_20150706,csi300_medium_top_20150706_lobe_01,csi300,沪深300,top,medium,1,2015-07-06,2015-07-06,2549,2549,2015-07-06,2549,4218.27,0.0,1,,1,2015-07-06,top_bottom_regions_v1
