region_id,lobe_id,index_id,index_name,event_type,scale,lobe_number,lobe_start,lobe_end,lobe_start_position,lobe_end_position,representative_date,representative_position,representative_price,relative_anchor_price,core_days,gap_from_previous_lobe,small_pivot_count,small_pivot_dates,label_version
csi1000_medium_bottom_20120330,csi1000_medium_bottom_20120330_lobe_01,csi1000,中证1000,bottom,medium,1,2012-03-29,2012-04-05,1757,1759,2012-03-30,1758,3528.67,0.0,3,,1,2012-03-30,top_bottom_regions_v1
csi1000_medium_bottom_20120330,csi1000_medium_bottom_20120330_lobe_02,csi1000,中证1000,bottom,medium,2,2012-04-10,2012-04-10,1762,1762,2012-04-10,1762,3576.44,0.013537678502098416,1,2,0,,top_bottom_regions_v1
csi1000_medium_top_20120508,csi1000_medium_top_20120508_lobe_01,csi1000,中证1000,top,medium,1,2012-04-20,2012-05-18,1770,1788,2012-05-08,1780,3972.92,0.0,19,,1,2012-05-08,top_bottom_regions_v1
csi1000_medium_top_20120508,csi1000_medium_top_20120508_lobe_02,csi1000,中证1000,top,medium,2,2012-05-23,2012-05-24,1791,1792,2012-05-23,1791,3859.53,-0.028540720678996823,2,2,0,,top_bottom_regions_v1
csi1000_medium_top_20120508,csi1000_medium_top_20120508_lobe_03,csi1000,中证1000,top,medium,3,2012-05-29,2012-06-01,1795,1798,2012-05-31,1797,3921.23,-0.013010581637687202,4,2,1,2012-05-31,top_bottom_regions_v1
csi1000_medium_bottom_20121204,csi1000_medium_bottom_20121204_lobe_01,csi1000,中证1000,bottom,medium,1,2012-11-30,2012-12-05,1922,1925,2012-12-04,1924,2798.27,0.0,4,,1,2012-12-04,top_bottom_regions_v1
csi1000_medium_top_20130531,csi1000_medium_top_20130531_lobe_01,csi1000,中证1000,top,medium,1,2013-05-21,2013-06-04,2031,2041,2013-05-31,2039,4256.53,0.0,11,,1,2013-05-31,top_bottom_regions_v1
csi1000_medium_bottom_20130625,csi1000_medium_bottom_20130625_lobe_01,csi1000,中证1000,bottom,medium,1,2013-06-25,2013-06-25,2053,2053,2013-06-25,2053,3330.6,0.0,1,,1,2013-06-25,top_bottom_regions_v1
csi1000_medium_top_20140219,csi1000_medium_top_20140219_lobe_01,csi1000,中证1000,top,medium,1,2014-02-12,2014-02-25,2206,2215,2014-02-19,2211,5149.06,0.0,10,,1,2014-02-19,top_bottom_regions_v1
csi1000_medium_top_20140219,csi1000_medium_top_20140219_lobe_02,csi1000,中证1000,top,medium,2,2014-03-05,2014-03-05,2221,2221,2014-03-05,2221,4998.38,-0.0292635937433241,1,5,0,,top_bottom_regions_v1
csi1000_medium_bottom_20140429,csi1000_medium_bottom_20140429_lobe_01,csi1000,中证1000,bottom,medium,1,2014-04-28,2014-05-05,2258,2261,2014-04-29,2259,4411.41,0.0,4,,1,2014-04-29,top_bottom_regions_v1
csi1000_medium_bottom_20140429,csi1000_medium_bottom_20140429_lobe_02,csi1000,中证1000,bottom,medium,2,2014-05-07,2014-05-12,2263,2266,2014-05-09,2265,4449.78,0.008697899311104651,4,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20140429,csi1000_medium_bottom_20140429_lobe_03,csi1000,中证1000,bottom,medium,3,2014-05-15,2014-05-23,2269,2275,2014-05-16,2270,4417.22,0.0013170392232870753,7,2,0,,top_bottom_regions_v1
csi1000_medium_top_20150612,csi1000_medium_top_20150612_lobe_01,csi1000,中证1000,top,medium,1,2015-06-05,2015-06-05,2529,2529,2015-06-05,2529,14656.25,-0.02851501083091834,1,,0,,top_bottom_regions_v1
csi1000_medium_top_20150612,csi1000_medium_top_20150612_lobe_02,csi1000,中证1000,top,medium,2,2015-06-11,2015-06-15,2533,2535,2015-06-12,2534,15086.44,0.0,3,3,1,2015-06-12,top_bottom_regions_v1
csi1000_medium_bottom_20150630,csi1000_medium_bottom_20150630_lobe_01,csi1000,中证1000,bottom,medium,1,2015-06-30,2015-06-30,2545,2545,2015-06-30,2545,10110.66,0.0,1,,1,2015-06-30,top_bottom_regions_v1
csi1000_medium_top_20150701,csi1000_medium_top_20150701_lobe_01,csi1000,中证1000,top,medium,1,2015-07-01,2015-07-01,2546,2546,2015-07-01,2546,11641.03,0.0,1,,1,2015-07-01,top_bottom_regions_v1
csi1000_medium_bottom_20150709,csi1000_medium_bottom_20150709_lobe_01,csi1000,中证1000,bottom,medium,1,2015-07-08,2015-07-09,2551,2552,2015-07-09,2552,7951.43,0.0,2,,1,2015-07-09,top_bottom_regions_v1
csi1000_medium_top_20150724,csi1000_medium_top_20150724_lobe_01,csi1000,中证1000,top,medium,1,2015-07-23,2015-07-27,2562,2564,2015-07-24,2563,10782.59,0.0,3,,1,2015-07-24,top_bottom_regions_v1
csi1000_medium_bottom_20150803,csi1000_medium_bottom_20150803_lobe_01,csi1000,中证1000,bottom,medium,1,2015-08-03,2015-08-04,2569,2570,2015-08-03,2569,8656.51,0.0,2,,1,2015-08-03,top_bottom_regions_v1
csi1000_medium_top_20150818,csi1000_medium_top_20150818_lobe_01,csi1000,中证1000,top,medium,1,2015-08-11,2015-08-11,2575,2575,2015-08-11,2575,10300.82,-0.0285324651808484,1,,0,,top_bottom_regions_v1
csi1000_medium_top_20150818,csi1000_medium_top_20150818_lobe_02,csi1000,中证1000,top,medium,2,2015-08-13,2015-08-18,2577,2580,2015-08-18,2580,10603.36,0.0,4,1,1,2015-08-18,top_bottom_regions_v1
csi1000_medium_bottom_20150827,csi1000_medium_bottom_20150827_lobe_01,csi1000,中证1000,bottom,medium,1,2015-08-26,2015-08-27,2586,2587,2015-08-27,2587,7370.21,0.0,2,,1,2015-08-27,top_bottom_regions_v1
csi1000_medium_top_20150828,csi1000_medium_top_20150828_lobe_01,csi1000,中证1000,top,medium,1,2015-08-28,2015-08-31,2588,2589,2015-08-28,2588,8271.6,0.0,2,,1,2015-08-28,top_bottom_regions_v1
csi1000_medium_bottom_20150902,csi1000_medium_bottom_20150902_lobe_01,csi1000,中证1000,bottom,medium,1,2015-09-02,2015-09-08,2591,2593,2015-09-02,2591,7057.55,0.0,3,,1,2015-09-02,top_bottom_regions_v1
csi1000_medium_top_20150914,csi1000_medium_top_20150914_lobe_01,csi1000,中证1000,top,medium,1,2015-09-10,2015-09-14,2595,2597,2015-09-14,2597,8022.06,0.0,3,,1,2015-09-14,top_bottom_regions_v1
csi1000_medium_bottom_20150915,csi1000_medium_bottom_20150915_lobe_01,csi1000,中证1000,bottom,medium,1,2015-09-15,2015-09-16,2598,2599,2015-09-15,2598,7008.99,0.0,2,,1,2015-09-15,top_bottom_regions_v1
csi1000_medium_top_20151126,csi1000_medium_top_20151126_lobe_01,csi1000,中证1000,top,medium,1,2015-11-20,2015-11-27,2641,2646,2015-11-26,2645,10772.62,0.0,6,,1,2015-11-26,top_bottom_regions_v1
csi1000_medium_bottom_20151130,csi1000_medium_bottom_20151130_lobe_01,csi1000,中证1000,bottom,medium,1,2015-11-30,2015-11-30,2647,2647,2015-11-30,2647,9406.72,0.0,1,,1,2015-11-30,top_bottom_regions_v1
csi1000_medium_bottom_20151130,csi1000_medium_bottom_20151130_lobe_02,csi1000,中证1000,bottom,medium,2,2015-12-02,2015-12-02,2649,2649,2015-12-02,2649,9506.1,0.01056478772622138,1,1,0,,top_bottom_regions_v1
csi1000_medium_top_20151228,csi1000_medium_top_20151228_lobe_01,csi1000,中证1000,top,medium,1,2015-12-17,2016-01-04,2660,2671,2015-12-28,2667,10859.83,0.0,12,,1,2015-12-28,top_bottom_regions_v1
csi1000_medium_bottom_20160114,csi1000_medium_bottom_20160114_lobe_01,csi1000,中证1000,bottom,medium,1,2016-01-14,2016-01-14,2679,2679,2016-01-14,2679,7534.04,0.0,1,,1,2016-01-14,top_bottom_regions_v1
csi1000_medium_bottom_20160114,csi1000_medium_bottom_20160114_lobe_02,csi1000,中证1000,bottom,medium,2,2016-01-18,2016-01-18,2681,2681,2016-01-18,2681,7685.47,0.02009944199924618,1,1,1,2016-01-18,top_bottom_regions_v1
csi1000_medium_top_20160120,csi1000_medium_top_20160120_lobe_01,csi1000,中证1000,top,medium,1,2016-01-19,2016-01-21,2682,2684,2016-01-20,2683,8468.79,0.0,3,,1,2016-01-20,top_bottom_regions_v1
csi1000_medium_top_20160120,csi1000_medium_top_20160120_lobe_02,csi1000,中证1000,top,medium,2,2016-01-25,2016-01-25,2686,2686,2016-01-25,2686,8256.16,-0.0251074828871658,1,1,1,2016-01-25,top_bottom_regions_v1
csi1000_medium_bottom_20160129,csi1000_medium_bottom_20160129_lobe_01,csi1000,中证1000,bottom,medium,1,2016-01-27,2016-02-01,2688,2691,2016-01-29,2690,7037.83,0.0,4,,1,2016-01-29,top_bottom_regions_v1
csi1000_medium_top_20160223,csi1000_medium_top_20160223_lobe_01,csi1000,中证1000,top,medium,1,2016-02-17,2016-02-25,2698,2704,2016-02-23,2702,8437.16,0.0,7,,1,2016-02-23,top_bottom_regions_v1
csi1000_medium_bottom_20160301,csi1000_medium_bottom_20160301_lobe_01,csi1000,中证1000,bottom,medium,1,2016-02-29,2016-03-01,2706,2707,2016-03-01,2707,7038.61,0.0,2,,1,2016-03-01,top_bottom_regions_v1
csi1000_medium_bottom_20160301,csi1000_medium_bottom_20160301_lobe_02,csi1000,中证1000,bottom,medium,2,2016-03-11,2016-03-11,2715,2715,2016-03-11,2715,7239.56,0.028549671028796908,1,7,1,2016-03-11,top_bottom_regions_v1
csi1000_medium_top_20160415,csi1000_medium_top_20160415_lobe_01,csi1000,中证1000,top,medium,1,2016-04-05,2016-04-07,2731,2733,2016-04-07,2733,8733.5,-0.014945843733539688,3,,0,,top_bottom_regions_v1
csi1000_medium_top_20160415,csi1000_medium_top_20160415_lobe_02,csi1000,中证1000,top,medium,2,2016-04-11,2016-04-20,2735,2742,2016-04-15,2739,8866.01,0.0,8,1,1,2016-04-15,top_bottom_regions_v1
csi1000_medium_bottom_20160512,csi1000_medium_bottom_20160512_lobe_01,csi1000,中证1000,bottom,medium,1,2016-05-12,2016-05-16,2757,2759,2016-05-12,2757,7570.92,0.0,3,,1,2016-05-12,top_bottom_regions_v1
csi1000_medium_bottom_20160512,csi1000_medium_bottom_20160512_lobe_02,csi1000,中证1000,bottom,medium,2,2016-05-18,2016-05-20,2761,2763,2016-05-18,2761,7614.2,0.005716610398736277,3,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20160512,csi1000_medium_bottom_20160512_lobe_03,csi1000,中证1000,bottom,medium,3,2016-05-26,2016-05-26,2767,2767,2016-05-26,2767,7703.52,0.017514383985037574,1,3,0,,top_bottom_regions_v1
csi1000_medium_bottom_20160512,csi1000_medium_bottom_20160512_lobe_04,csi1000,中证1000,bottom,medium,4,2016-05-30,2016-05-30,2769,2769,2016-05-30,2769,7787.46,0.028601543801810125,1,1,0,,top_bottom_regions_v1
csi1000_medium_top_20161123,csi1000_medium_top_20161123_lobe_01,csi1000,中证1000,top,medium,1,2016-10-26,2016-10-28,2867,2869,2016-10-26,2867,9042.36,-0.023204715912098384,3,,0,,top_bottom_regions_v1
csi1000_medium_top_20161123,csi1000_medium_top_20161123_lobe_02,csi1000,中证1000,top,medium,2,2016-11-01,2016-12-02,2871,2894,2016-11-23,2887,9257.17,0.0,24,1,1,2016-11-23,top_bottom_regions_v1
csi1000_medium_bottom_20170116,csi1000_medium_bottom_20170116_lobe_01,csi1000,中证1000,bottom,medium,1,2017-01-16,2017-01-17,2924,2925,2017-01-16,2924,7715.43,0.0,2,,1,2017-01-16,top_bottom_regions_v1
csi1000_medium_bottom_20170116,csi1000_medium_bottom_20170116_lobe_02,csi1000,中证1000,bottom,medium,2,2017-01-19,2017-01-20,2927,2928,2017-01-19,2927,7927.71,0.027513696579451796,2,1,0,,top_bottom_regions_v1
csi1000_medium_top_20170317,csi1000_medium_top_20170317_lobe_01,csi1000,中证1000,top,medium,1,2017-02-21,2017-03-30,2945,2972,2017-03-17,2963,8704.85,0.0,28,,1,2017-03-17,top_bottom_regions_v1
csi1000_medium_top_20170317,csi1000_medium_top_20170317_lobe_02,csi1000,中证1000,top,medium,2,2017-04-05,2017-04-14,2974,2981,2017-04-07,2976,8567.8,-0.015744096681735043,8,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20170602,csi1000_medium_bottom_20170602_lobe_01,csi1000,中证1000,bottom,medium,1,2017-05-23,2017-05-25,3007,3009,2017-05-24,3008,6996.64,0.009919283132599821,3,,0,,top_bottom_regions_v1
csi1000_medium_bottom_20170602,csi1000_medium_bottom_20170602_lobe_02,csi1000,中证1000,bottom,medium,2,2017-06-01,2017-06-05,3012,3014,2017-06-02,3013,6927.92,0.0,3,2,1,2017-06-02,top_bottom_regions_v1
csi1000_medium_top_20171011,csi1000_medium_top_20171011_lobe_01,csi1000,中证1000,top,medium,1,2017-09-06,2017-09-25,3081,3094,2017-09-21,3092,7981.78,-0.0020267592232547926,14,,0,,top_bottom_regions_v1
csi1000_medium_top_20171011,csi1000_medium_top_20171011_lobe_02,csi1000,中证1000,top,medium,2,2017-09-27,2017-10-18,3096,3106,2017-10-11,3101,7997.99,0.0,11,1,1,2017-10-11,top_bottom_regions_v1
csi1000_medium_top_20171011,csi1000_medium_top_20171011_lobe_03,csi1000,中证1000,top,medium,3,2017-10-23,2017-10-27,3109,3113,2017-10-26,3112,7836.7,-0.020166316787092797,5,2,0,,top_bottom_regions_v1
csi1000_medium_bottom_20180209,csi1000_medium_bottom_20180209_lobe_01,csi1000,中证1000,bottom,medium,1,2018-02-06,2018-02-12,3184,3188,2018-02-09,3187,5983.77,0.0,5,,1,2018-02-09,top_bottom_regions_v1
csi1000_medium_top_20180313,csi1000_medium_top_20180313_lobe_01,csi1000,中证1000,top,medium,1,2018-03-09,2018-03-22,3202,3211,2018-03-13,3204,6963.85,0.0,10,,1,2018-03-13,top_bottom_regions_v1
csi1000_medium_top_20180313,csi1000_medium_top_20180313_lobe_02,csi1000,中证1000,top,medium,2,2018-03-30,2018-04-04,3217,3220,2018-04-02,3218,6875.64,-0.012666843771764191,4,5,1,2018-04-02,top_bottom_regions_v1
csi1000_medium_top_20180313,csi1000_medium_top_20180313_lobe_03,csi1000,中证1000,top,medium,3,2018-04-11,2018-04-12,3223,3224,2018-04-11,3223,6778.18,-0.026661975774894597,2,2,0,,top_bottom_regions_v1
csi1000_medium_bottom_20181019,csi1000_medium_bottom_20181019_lobe_01,csi1000,中证1000,bottom,medium,1,2018-10-18,2018-10-19,3350,3351,2018-10-19,3351,4066.27,0.0,2,,1,2018-10-19,top_bottom_regions_v1
csi1000_medium_top_20181116,csi1000_medium_top_20181116_lobe_01,csi1000,中证1000,top,medium,1,2018-11-13,2018-11-23,3368,3376,2018-11-16,3371,4946.79,0.0,9,,1,2018-11-16,top_bottom_regions_v1
csi1000_medium_top_20181116,csi1000_medium_top_20181116_lobe_02,csi1000,中证1000,top,medium,2,2018-12-03,2018-12-06,3382,3385,2018-12-05,3384,4846.75,-0.0202232154589137,4,5,1,2018-12-05,top_bottom_regions_v1
csi1000_medium_bottom_20190104,csi1000_medium_bottom_20190104_lobe_01,csi1000,中证1000,bottom,medium,1,2018-12-25,2018-12-25,3398,3398,2018-12-25,3398,4403.06,0.017735586513280444,1,,0,,top_bottom_regions_v1
csi1000_medium_bottom_20190104,csi1000_medium_bottom_20190104_lobe_02,csi1000,中证1000,bottom,medium,2,2018-12-27,2019-01-04,3400,3404,2019-01-04,3404,4326.33,0.0,5,1,1,2019-01-04,top_bottom_regions_v1
csi1000_medium_top_20190408,csi1000_medium_top_20190408_lobe_01,csi1000,中证1000,top,medium,1,2019-04-01,2019-04-11,3460,3467,2019-04-08,3464,6322.48,0.0,8,,1,2019-04-08,top_bottom_regions_v1
csi1000_medium_top_20190408,csi1000_medium_top_20190408_lobe_02,csi1000,中证1000,top,medium,2,2019-04-15,2019-04-25,3469,3477,2019-04-22,3474,6274.46,-0.00759512090192449,9,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20190806,csi1000_medium_bottom_20190806_lobe_01,csi1000,中证1000,bottom,medium,1,2019-08-06,2019-08-13,3546,3551,2019-08-06,3546,4781.88,0.0,6,,1,2019-08-06,top_bottom_regions_v1
csi1000_medium_bottom_20190806,csi1000_medium_bottom_20190806_lobe_02,csi1000,中证1000,bottom,medium,2,2019-08-15,2019-08-15,3553,3553,2019-08-15,3553,4829.41,0.00993960534350502,1,1,0,,top_bottom_regions_v1
csi1000_medium_top_20200120,csi1000_medium_top_20200120_lobe_01,csi1000,中证1000,top,medium,1,2020-01-06,2020-01-22,3648,3660,2020-01-20,3658,5954.89,0.0,13,,1,2020-01-20,top_bottom_regions_v1
csi1000_medium_bottom_20200204,csi1000_medium_bottom_20200204_lobe_01,csi1000,中证1000,bottom,medium,1,2020-02-04,2020-02-04,3663,3663,2020-02-04,3663,4923.19,0.0,1,,1,2020-02-04,top_bottom_regions_v1
csi1000_medium_top_20200225,csi1000_medium_top_20200225_lobe_01,csi1000,中证1000,top,medium,1,2020-02-21,2020-02-27,3676,3680,2020-02-25,3678,6420.35,0.0,5,,1,2020-02-25,top_bottom_regions_v1
csi1000_medium_top_20200225,csi1000_medium_top_20200225_lobe_02,csi1000,中证1000,top,medium,2,2020-03-03,2020-03-09,3683,3687,2020-03-06,3686,6344.08,-0.011879414673654942,5,2,1,2020-03-06,top_bottom_regions_v1
csi1000_medium_bottom_20200324,csi1000_medium_bottom_20200324_lobe_01,csi1000,中证1000,bottom,medium,1,2020-03-17,2020-03-17,3693,3693,2020-03-17,3693,5436.6,0.017247895936322477,1,,1,2020-03-17,top_bottom_regions_v1
csi1000_medium_bottom_20200324,csi1000_medium_bottom_20200324_lobe_02,csi1000,中证1000,bottom,medium,2,2020-03-19,2020-03-19,3695,3695,2020-03-19,3695,5453.04,0.020324001481919485,1,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20200324,csi1000_medium_bottom_20200324_lobe_03,csi1000,中证1000,bottom,medium,3,2020-03-23,2020-03-24,3697,3698,2020-03-24,3698,5344.42,0.0,2,1,1,2020-03-24,top_bottom_regions_v1
csi1000_medium_bottom_20200324,csi1000_medium_bottom_20200324_lobe_04,csi1000,中证1000,bottom,medium,4,2020-03-30,2020-04-03,3702,3706,2020-03-30,3702,5362.8,0.0034391009688610197,5,3,0,,top_bottom_regions_v1
csi1000_medium_top_20200806,csi1000_medium_top_20200806_lobe_01,csi1000,中证1000,top,medium,1,2020-08-03,2020-08-11,3786,3792,2020-08-06,3789,7457.16,0.0,7,,1,2020-08-06,top_bottom_regions_v1
csi1000_medium_top_20200806,csi1000_medium_top_20200806_lobe_02,csi1000,中证1000,top,medium,2,2020-08-17,2020-08-25,3796,3802,2020-08-18,3797,7422.14,-0.0046961577866103665,7,3,1,2020-08-18,top_bottom_regions_v1
csi1000_medium_top_20200806,csi1000_medium_top_20200806_lobe_03,csi1000,中证1000,top,medium,3,2020-08-31,2020-09-03,3806,3809,2020-08-31,3806,7308.6,-0.019921793283233735,4,3,0,,top_bottom_regions_v1
csi1000_medium_bottom_20210208,csi1000_medium_bottom_20210208_lobe_01,csi1000,中证1000,bottom,medium,1,2021-02-04,2021-02-09,3912,3915,2021-02-08,3914,6000.96,0.0,4,,1,2021-02-08,top_bottom_regions_v1
csi1000_medium_top_20211130,csi1000_medium_top_20211130_lobe_01,csi1000,中证1000,top,medium,1,2021-11-22,2021-12-24,4102,4126,2021-11-30,4108,8082.9,0.0,25,,1,2021-11-30,top_bottom_regions_v1
csi1000_medium_top_20211130,csi1000_medium_top_20211130_lobe_02,csi1000,中证1000,top,medium,2,2021-12-28,2021-12-28,4128,4128,2021-12-28,4128,7863.53,-0.027140011629489424,1,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20220427,csi1000_medium_bottom_20220427_lobe_01,csi1000,中证1000,bottom,medium,1,2022-04-26,2022-04-27,4205,4206,2022-04-27,4206,5164.75,0.0,2,,1,2022-04-27,top_bottom_regions_v1
csi1000_medium_top_20220819,csi1000_medium_top_20220819_lobe_01,csi1000,中证1000,top,medium,1,2022-07-28,2022-08-01,4268,4270,2022-07-28,4268,7196.73,-0.0234744013688426,3,,0,,top_bottom_regions_v1
csi1000_medium_top_20220819,csi1000_medium_top_20220819_lobe_02,csi1000,中证1000,top,medium,2,2022-08-08,2022-08-24,4275,4287,2022-08-19,4284,7369.73,0.0,13,4,1,2022-08-19,top_bottom_regions_v1
csi1000_medium_bottom_20221012,csi1000_medium_bottom_20221012_lobe_01,csi1000,中证1000,bottom,medium,1,2022-10-10,2022-10-12,4314,4316,2022-10-12,4316,5918.02,0.0,3,,1,2022-10-12,top_bottom_regions_v1
csi1000_medium_top_20230216,csi1000_medium_top_20230216_lobe_01,csi1000,中证1000,top,medium,1,2023-02-01,2023-03-09,4390,4416,2023-02-16,4401,7098.92,0.0,27,,1,2023-02-16,top_bottom_regions_v1
csi1000_medium_bottom_20240205,csi1000_medium_bottom_20240205_lobe_01,csi1000,中证1000,bottom,medium,1,2024-02-05,2024-02-06,4640,4641,2024-02-05,4640,4177.94,0.0,2,,1,2024-02-05,top_bottom_regions_v1
csi1000_medium_top_20240321,csi1000_medium_top_20240321_lobe_01,csi1000,中证1000,top,medium,1,2024-03-12,2024-03-25,4660,4669,2024-03-21,4667,5690.45,0.0,10,,1,2024-03-21,top_bottom_regions_v1
csi1000_medium_top_20240321,csi1000_medium_top_20240321_lobe_02,csi1000,中证1000,top,medium,2,2024-04-01,2024-04-03,4674,4676,2024-04-01,4674,5559.87,-0.022947218585524842,3,4,0,,top_bottom_regions_v1
csi1000_medium_bottom_20240918,csi1000_medium_bottom_20240918_lobe_01,csi1000,中证1000,bottom,medium,1,2024-08-23,2024-08-23,4772,4772,2024-08-23,4772,4462.76,0.02776236064124027,1,,0,,top_bottom_regions_v1
csi1000_medium_bottom_20240918,csi1000_medium_bottom_20240918_lobe_02,csi1000,中证1000,bottom,medium,2,2024-08-27,2024-08-29,4774,4776,2024-08-28,4775,4437.52,0.021949652365961247,3,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20240918,csi1000_medium_bottom_20240918_lobe_03,csi1000,中证1000,bottom,medium,3,2024-09-09,2024-09-24,4783,4792,2024-09-18,4788,4342.21,0.0,10,6,1,2024-09-18,top_bottom_regions_v1
csi1000_medium_top_20241008,csi1000_medium_top_20241008_lobe_01,csi1000,中证1000,top,medium,1,2024-10-08,2024-10-08,4797,4797,2024-10-08,4797,6437.11,0.0,1,,1,2024-10-08,top_bottom_regions_v1
csi1000_medium_bottom_20241014,csi1000_medium_bottom_20241014_lobe_01,csi1000,中证1000,bottom,medium,1,2024-10-11,2024-10-18,4800,4805,2024-10-14,4801,5346.42,0.0,6,,1,2024-10-14,top_bottom_regions_v1
csi1000_medium_top_20241112,csi1000_medium_top_20241112_lobe_01,csi1000,中证1000,top,medium,1,2024-11-08,2024-11-14,4820,4824,2024-11-12,4822,6616.16,0.0,5,,1,2024-11-12,top_bottom_regions_v1
csi1000_medium_bottom_20250113,csi1000_medium_bottom_20250113_lobe_01,csi1000,中证1000,bottom,medium,1,2025-01-03,2025-01-08,4859,4862,2025-01-08,4862,5501.49,0.008058620139953954,4,,0,,top_bottom_regions_v1
csi1000_medium_bottom_20250113,csi1000_medium_bottom_20250113_lobe_02,csi1000,中证1000,bottom,medium,2,2025-01-10,2025-01-14,4864,4866,2025-01-13,4865,5457.51,0.0,3,1,1,2025-01-13,top_bottom_regions_v1
csi1000_medium_top_20250318,csi1000_medium_top_20250318_lobe_01,csi1000,中证1000,top,medium,1,2025-02-21,2025-02-28,4888,4893,2025-02-27,4892,6550.1,-0.013963864961778372,6,,0,,top_bottom_regions_v1
csi1000_medium_top_20250318,csi1000_medium_top_20250318_lobe_02,csi1000,中证1000,top,medium,2,2025-03-06,2025-03-21,4897,4908,2025-03-18,4905,6642.86,0.0,12,3,1,2025-03-18,top_bottom_regions_v1
csi1000_medium_bottom_20250409,csi1000_medium_bottom_20250409_lobe_01,csi1000,中证1000,bottom,medium,1,2025-04-09,2025-04-09,4920,4920,2025-04-09,4920,5224.97,0.0,1,,1,2025-04-09,top_bottom_regions_v1
csi1000_medium_top_20260227,csi1000_medium_top_20260227_lobe_01,csi1000,中证1000,top,medium,1,2026-01-22,2026-01-30,5114,5120,2026-01-26,5116,8530.42,-0.0036069288542627254,7,,1,2026-01-26,top_bottom_regions_v1
csi1000_medium_top_20260227,csi1000_medium_top_20260227_lobe_02,csi1000,中证1000,top,medium,2,2026-02-12,2026-03-03,5129,5136,2026-02-27,5134,8561.3,0.0,8,8,1,2026-02-27,top_bottom_regions_v1
csi1000_medium_top_20260227,csi1000_medium_top_20260227_lobe_03,csi1000,中证1000,top,medium,3,2026-03-10,2026-03-11,5141,5142,2026-03-11,5142,8394.12,-0.01952740822071397,2,4,0,,top_bottom_regions_v1
csi1000_medium_bottom_20260323,csi1000_medium_bottom_20260323_lobe_01,csi1000,中证1000,bottom,medium,1,2026-03-23,2026-03-24,5150,5151,2026-03-23,5150,7357.7,0.0,2,,1,2026-03-23,top_bottom_regions_v1
csi1000_medium_bottom_20260323,csi1000_medium_bottom_20260323_lobe_02,csi1000,中证1000,bottom,medium,2,2026-03-27,2026-03-27,5154,5154,2026-03-27,5154,7526.59,0.022954184052081494,1,2,0,,top_bottom_regions_v1
csi1000_medium_bottom_20260323,csi1000_medium_bottom_20260323_lobe_03,csi1000,中证1000,bottom,medium,3,2026-04-03,2026-04-07,5159,5160,2026-04-03,5159,7521.94,0.02232219307664085,2,4,0,,top_bottom_regions_v1
csi1000_medium_top_20260514,csi1000_medium_top_20260514_lobe_01,csi1000,中证1000,top,medium,1,2026-05-08,2026-05-21,5180,5189,2026-05-14,5184,8991.85,0.0,10,,1,2026-05-14,top_bottom_regions_v1
csi1000_medium_top_20260514,csi1000_medium_top_20260514_lobe_02,csi1000,中证1000,top,medium,2,2026-05-25,2026-05-27,5191,5193,2026-05-25,5191,8802.95,-0.021007912720963917,3,1,0,,top_bottom_regions_v1
csi1000_medium_bottom_20260721,csi1000_medium_bottom_20260721_lobe_01,csi1000,中证1000,bottom,medium,1,2026-07-20,2026-07-21,5230,5231,2026-07-21,5231,6714.19,0.0,2,,1,2026-07-21,top_bottom_regions_v1
csi1000_medium_bottom_20260721,csi1000_medium_bottom_20260721_lobe_02,csi1000,中证1000,bottom,medium,2,2026-07-29,2026-07-30,5237,5238,2026-07-30,5238,6841.75,0.018998568703000762,2,5,1,2026-07-30,top_bottom_regions_v1
cni2000_medium_bottom_20100203,cni2000_medium_bottom_20100203_lobe_01,cni2000,国证2000,bottom,medium,1,2010-01-27,2010-01-28,17,18,2010-01-27,17,3180.13,0.015279653414296934,2,,0,,top_bottom_regions_v1
cni2000_medium_bottom_20100203,cni2000_medium_bottom_20100203_lobe_02,cni2000,国证2000,bottom,medium,2,2010-02-01,2010-02-01,20,20,2010-02-01,20,3220.87,0.02828619499596141,1,1,0,,top_bottom_regions_v1
cni2000_medium_bottom_20100203,cni2000_medium_bottom_20100203_lobe_03,cni2000,国证2000,bottom,medium,3,2010-02-03,2010-02-03,22,22,2010-02-03,22,3132.27,0.0,1,1,1,2010-02-03,top_bottom_regions_v1
cni2000_medium_top_20100413,cni2000_medium_top_20100413_lobe_01,cni2000,国证2000,top,medium,1,2010-04-08,2010-04-16,62,68,2010-04-13,65,3960.01,0.0,7,,1,2010-04-13,top_bottom_regions_v1
cni2000_medium_top_20100413,cni2000_medium_top_20100413_lobe_02,cni2000,国证2000,top,medium,2,2010-04-21,2010-04-26,71,74,2010-04-22,72,3906.48,-0.013517642632215665,4,2,1,2010-04-22,top_bottom_regions_v1
