signal_id,direction,version,event_kind,episode_id,event_date,index_id,index_name,horizon,event_date_available,available_future_bars,complete_window,window_end_date,close,terminal_return,max_up,max_down
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,all_a,全A,5,True,5,True,2012-05-11,3015.8798828125,-0.02106177230486672,0.004333749640979212,-0.021101600544772614
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,all_a,全A,10,True,10,True,2012-05-18,3015.8798828125,-0.04159646804463746,0.004333749640979212,-0.04407666644755737
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,all_a,全A,20,True,20,True,2012-06-01,3015.8798828125,-0.019911205691487854,0.004333749640979212,-0.05860644550444405
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,cni2000,国证2000,5,True,5,True,2012-05-11,3156.96,-0.00643023668339171,0.015819015761998845,-0.00643023668339171
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,cni2000,国证2000,10,True,10,True,2012-05-18,3156.96,-0.024973392124068794,0.015819015761998845,-0.02742511783487911
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,cni2000,国证2000,20,True,20,True,2012-06-01,3156.96,-0.005185368202321183,0.015819015761998845,-0.057710582332370364
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,csi1000,中证1000,5,True,5,True,2012-05-11,3924.26,-0.009617099784418048,0.012399790024106405,-0.009617099784418048
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,csi1000,中证1000,10,True,10,True,2012-05-18,3924.26,-0.028986356663421864,0.012399790024106405,-0.03175630564743426
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,csi1000,中证1000,20,True,20,True,2012-06-01,3924.26,-0.008164596637327937,0.012399790024106405,-0.058566455841356224
all_a_ma20_breadth_price_divergence_top,top,breadth_price_divergence_v1_20120104_20260814,capped_confirmation,all_a_ma20_breadth_price_divergence_top::top::breadth_price_divergence_v1_20120104_20260814::000001,2012-05-04,csi300,沪深300,5,True,5,True,2012-05-11,2715.88,-0.02907344948966817,0.0007143172746955084,-0.029220731401976563
