above_count_ma120,above_count_ma20,above_count_ma60,base_valid_count,breadth_ma120,breadth_ma20,breadth_ma60,date,industry_code,industry_name,universe_count,valid_count_ma120,valid_count_ma20,valid_count_ma60,rank_eligible_ma20,rank_ma20,is_top1_ma20,target_id,is_target_industry
62,31,55,71,0.8732394366,0.4366197183,0.7746478873,2013-03-11,801010,农林牧渔I,73,71,71,71,True,16,False,,False
21,7,14,46,0.4565217391,0.152173913,0.3043478261,2013-03-11,801020,采掘I,53,46,46,46,True,21,False,,False
191,129,194,214,0.8925233645,0.6028037383,0.9065420561,2013-03-11,801030,化工I,218,214,214,214,True,12,False,,False
22,6,13,33,0.6666666667,0.1818181818,0.3939393939,2013-03-11,801040,钢铁I,34,33,33,33,True,20,False,steel,True
40,22,38,73,0.5479452055,0.301369863,0.5205479452,2013-03-11,801050,有色金属I,76,73,73,73,True,19,False,nonferrous,True
87,35,62,110,0.7909090909,0.3181818182,0.5636363636,2013-03-11,801060,建筑建材I,112,110,110,110,True,18,False,,False
291,211,281,320,0.909375,0.659375,0.878125,2013-03-11,801070,机械设备I,327,320,320,320,True,8,False,,False
117,102,121,125,0.936,0.816,0.968,2013-03-11,801080,电子I,125,125,125,125,True,2,False,,False
112,55,104,117,0.9572649573,0.4700854701,0.8888888889,2013-03-11,801090,交运设备I,120,117,117,117,True,14,False,,False
79,74,84,85,0.9294117647,0.8705882353,0.9882352941,2013-03-11,801100,信息设备I,85,85,85,85,True,1,True,,False
47,31,44,47,1,0.6595744681,0.9361702128,2013-03-11,801110,家用电器I,48,47,47,47,True,7,False,,False
43,34,45,56,0.7678571429,0.6071428571,0.8035714286,2013-03-11,801120,食品饮料I,56,56,56,56,True,11,False,,False
61,46,62,73,0.8356164384,0.6301369863,0.8493150685,2013-03-11,801130,纺织服装I,74,73,73,73,True,9,False,,False
67,46,64,75,0.8933333333,0.6133333333,0.8533333333,2013-03-11,801140,轻工制造I,77,75,75,75,True,10,False,,False
161,128,161,167,0.9640718563,0.7664670659,0.9640718563,2013-03-11,801150,医药生物I,168,167,167,167,True,3,False,,False
79,56,78,81,0.975308642,0.6913580247,0.962962963,2013-03-11,801160,公用事业I,83,81,81,81,True,5,False,,False
76,39,64,84,0.9047619048,0.4642857143,0.7619047619,2013-03-11,801170,交通运输I,85,84,84,84,True,15,False,,False
73,20,43,136,0.5367647059,0.1470588235,0.3161764706,2013-03-11,801180,房地产I,142,136,136,136,True,22,False,,False
47,4,34,50,0.94,0.08,0.68,2013-03-11,801190,金融服务I,51,50,50,50,True,23,False,,False
60,36,60,87,0.6896551724,0.4137931034,0.6896551724,2013-03-11,801200,商业贸易I,88,87,87,87,True,17,False,,False
21,15,22,26,0.8076923077,0.5769230769,0.8461538462,2013-03-11,801210,休闲服务I,26,26,26,26,True,13,False,,False
122,95,125,130,0.9384615385,0.7307692308,0.9615384615,2013-03-11,801220,信息服务I,137,130,130,130,True,4,False,,False
30,22,29,32,0.9375,0.6875,0.90625,2013-03-11,801230,综合I,32,32,32,32,True,6,False,,False
52,14,41,71,0.7323943662,0.1971830986,0.5774647887,2013-03-12,801010,农林牧渔I,73,71,71,71,True,15,False,,False
14,5,9,46,0.3043478261,0.1086956522,0.1956521739,2013-03-12,801020,采掘I,53,46,46,46,True,22,False,,False
165,54,154,214,0.7710280374,0.2523364486,0.7196261682,2013-03-12,801030,化工I,218,214,214,214,True,12,False,,False
13,3,6,33,0.3939393939,0.09090909091,0.1818181818,2013-03-12,801040,钢铁I,34,33,33,33,True,23,False,steel,True
30,9,27,72,0.4166666667,0.125,0.375,2013-03-12,801050,有色金属I,76,72,72,72,True,19,False,nonferrous,True
78,17,48,110,0.7090909091,0.1545454545,0.4363636364,2013-03-12,801060,建筑建材I,112,110,110,110,True,17,False,,False
271,82,243,321,0.8442367601,0.2554517134,0.7570093458,2013-03-12,801070,机械设备I,327,321,321,321,True,11,False,,False
103,46,103,125,0.824,0.368,0.824,2013-03-12,801080,电子I,125,125,125,125,True,2,False,,False
108,25,83,117,0.9230769231,0.2136752137,0.7094017094,2013-03-12,801090,交运设备I,120,117,117,117,True,14,False,,False
72,29,75,85,0.8470588235,0.3411764706,0.8823529412,2013-03-12,801100,信息设备I,85,85,85,85,True,6,False,,False
45,14,40,47,0.9574468085,0.2978723404,0.8510638298,2013-03-12,801110,家用电器I,48,47,47,47,True,8,False,,False
35,20,38,56,0.625,0.3571428571,0.6785714286,2013-03-12,801120,食品饮料I,56,56,56,56,True,3,False,,False
53,25,49,73,0.7260273973,0.3424657534,0.6712328767,2013-03-12,801130,纺织服装I,74,73,73,73,True,4,False,,False
56,26,54,76,0.7368421053,0.3421052632,0.7105263158,2013-03-12,801140,轻工制造I,77,76,76,76,True,5,False,,False
149,56,150,166,0.8975903614,0.3373493976,0.9036144578,2013-03-12,801150,医药生物I,168,166,166,166,True,7,False,,False
77,34,73,81,0.950617284,0.4197530864,0.9012345679,2013-03-12,801160,公用事业I,83,81,81,81,True,1,True,,False
71,12,47,84,0.8452380952,0.1428571429,0.5595238095,2013-03-12,801170,交通运输I,85,84,84,84,True,18,False,,False
58,16,29,135,0.4296296296,0.1185185185,0.2148148148,2013-03-12,801180,房地产I,142,135,135,135,True,20,False,,False
45,6,25,51,0.8823529412,0.1176470588,0.4901960784,2013-03-12,801190,金融服务I,51,51,51,51,True,21,False,,False
46,16,35,87,0.5287356322,0.183908046,0.4022988506,2013-03-12,801200,商业贸易I,88,87,87,87,True,16,False,,False
19,7,19,26,0.7307692308,0.2692307692,0.7307692308,2013-03-12,801210,休闲服务I,26,26,26,26,True,9,False,,False
106,35,102,130,0.8153846154,0.2692307692,0.7846153846,2013-03-12,801220,信息服务I,137,130,130,130,True,9,False,,False
28,8,28,32,0.875,0.25,0.875,2013-03-12,801230,综合I,32,32,32,32,True,13,False,,False
41,7,36,71,0.5774647887,0.0985915493,0.5070422535,2013-03-13,801010,农林牧渔I,73,71,71,71,True,22,False,,False
13,6,9,46,0.2826086957,0.1304347826,0.1956521739,2013-03-13,801020,采掘I,53,46,46,46,True,17,False,,False
154,49,133,213,0.7230046948,0.2300469484,0.6244131455,2013-03-13,801030,化工I,218,213,213,213,True,9,False,,False
13,5,6,33,0.3939393939,0.1515151515,0.1818181818,2013-03-13,801040,钢铁I,34,33,33,33,True,16,False,steel,True
31,9,26,72,0.4305555556,0.125,0.3611111111,2013-03-13,801050,有色金属I,76,72,72,72,True,20,False,nonferrous,True
64,12,41,110,0.5818181818,0.1090909091,0.3727272727,2013-03-13,801060,建筑建材I,112,110,110,110,True,21,False,,False
259,72,219,321,0.8068535826,0.2242990654,0.6822429907,2013-03-13,801070,机械设备I,327,321,321,321,True,10,False,,False
99,42,93,125,0.792,0.336,0.744,2013-03-13,801080,电子I,125,125,125,125,True,2,False,,False
97,19,73,117,0.8290598291,0.1623931624,0.6239316239,2013-03-13,801090,交运设备I,120,117,117,117,True,14,False,,False
69,25,66,85,0.8117647059,0.2941176471,0.7764705882,2013-03-13,801100,信息设备I,85,85,85,85,True,4,False,,False
40,9,30,47,0.8510638298,0.1914893617,0.6382978723,2013-03-13,801110,家用电器I,48,47,47,47,True,13,False,,False
35,20,36,56,0.625,0.3571428571,0.6428571429,2013-03-13,801120,食品饮料I,56,56,56,56,True,1,True,,False
48,19,44,73,0.6575342466,0.2602739726,0.602739726,2013-03-13,801130,纺织服装I,74,73,73,73,True,7,False,,False
53,23,46,76,0.6973684211,0.3026315789,0.6052631579,2013-03-13,801140,轻工制造I,77,76,76,76,True,3,False,,False
144,41,142,166,0.8674698795,0.2469879518,0.8554216867,2013-03-13,801150,医药生物I,168,166,166,166,True,8,False,,False
73,22,63,81,0.9012345679,0.2716049383,0.7777777778,2013-03-13,801160,公用事业I,83,81,81,81,True,6,False,,False
64,11,37,85,0.7529411765,0.1294117647,0.4352941176,2013-03-13,801170,交通运输I,85,85,85,85,True,18,False,,False
56,17,27,135,0.4148148148,0.1259259259,0.2,2013-03-13,801180,房地产I,142,135,135,135,True,19,False,,False
43,5,20,51,0.8431372549,0.09803921569,0.3921568627,2013-03-13,801190,金融服务I,51,51,51,51,True,23,False,,False
40,14,32,87,0.4597701149,0.1609195402,0.367816092,2013-03-13,801200,商业贸易I,88,87,87,87,True,15,False,,False
14,5,12,26,0.5384615385,0.1923076923,0.4615384615,2013-03-13,801210,休闲服务I,26,26,26,26,True,12,False,,False
95,25,86,129,0.7364341085,0.1937984496,0.6666666667,2013-03-13,801220,信息服务I,137,129,129,129,True,11,False,,False
28,9,26,32,0.875,0.28125,0.8125,2013-03-13,801230,综合I,32,32,32,32,True,5,False,,False
38,7,30,71,0.5352112676,0.0985915493,0.4225352113,2013-03-14,801010,农林牧渔I,73,71,71,71,True,21,False,,False
18,8,10,46,0.3913043478,0.1739130435,0.2173913043,2013-03-14,801020,采掘I,53,46,46,46,True,14,False,,False
154,52,134,214,0.7196261682,0.2429906542,0.6261682243,2013-03-14,801030,化工I,218,214,214,214,True,9,False,,False
13,2,6,33,0.3939393939,0.06060606061,0.1818181818,2013-03-14,801040,钢铁I,34,33,33,33,True,22,False,steel,True
27,10,20,71,0.3802816901,0.1408450704,0.2816901408,2013-03-14,801050,有色金属I,76,71,71,71,True,18,False,nonferrous,True
67,17,42,110,0.6090909091,0.1545454545,0.3818181818,2013-03-14,801060,建筑建材I,112,110,110,110,True,15,False,,False
258,71,212,321,0.8037383178,0.2211838006,0.6604361371,2013-03-14,801070,机械设备I,327,321,321,321,True,13,False,,False
100,42,91,125,0.8,0.336,0.728,2013-03-14,801080,电子I,125,125,125,125,True,2,False,,False
98,17,74,117,0.8376068376,0.1452991453,0.6324786325,2013-03-14,801090,交运设备I,120,117,117,117,True,17,False,,False
72,25,68,85,0.8470588235,0.2941176471,0.8,2013-03-14,801100,信息设备I,85,85,85,85,True,6,False,,False
41,11,30,47,0.8723404255,0.2340425532,0.6382978723,2013-03-14,801110,家用电器I,48,47,47,47,True,11,False,,False
34,18,35,56,0.6071428571,0.3214285714,0.625,2013-03-14,801120,食品饮料I,56,56,56,56,True,3,False,,False
49,21,39,73,0.6712328767,0.2876712329,0.5342465753,2013-03-14,801130,纺织服装I,74,73,73,73,True,7,False,,False
54,20,45,76,0.7105263158,0.2631578947,0.5921052632,2013-03-14,801140,轻工制造I,77,76,76,76,True,8,False,,False
146,53,142,165,0.8848484848,0.3212121212,0.8606060606,2013-03-14,801150,医药生物I,168,165,165,165,True,4,False,,False
74,25,60,81,0.9135802469,0.3086419753,0.7407407407,2013-03-14,801160,公用事业I,83,81,81,81,True,5,False,,False
66,9,34,85,0.7764705882,0.1058823529,0.4,2013-03-14,801170,交通运输I,85,85,85,85,True,20,False,,False
54,19,27,136,0.3970588235,0.1397058824,0.1985294118,2013-03-14,801180,房地产I,142,136,136,136,True,19,False,,False
43,3,19,51,0.8431372549,0.05882352941,0.3725490196,2013-03-14,801190,金融服务I,51,51,51,51,True,23,False,,False
46,20,35,87,0.5287356322,0.2298850575,0.4022988506,2013-03-14,801200,商业贸易I,88,87,87,87,True,12,False,,False
16,4,14,26,0.6153846154,0.1538461538,0.5384615385,2013-03-14,801210,休闲服务I,26,26,26,26,True,16,False,,False
92,31,84,130,0.7076923077,0.2384615385,0.6461538462,2013-03-14,801220,信息服务I,137,130,130,130,True,10,False,,False
27,11,25,32,0.84375,0.34375,0.78125,2013-03-14,801230,综合I,32,32,32,32,True,1,True,,False
36,6,27,71,0.5070422535,0.08450704225,0.3802816901,2013-03-15,801010,农林牧渔I,73,71,71,71,True,22,False,,False
14,6,9,46,0.3043478261,0.1304347826,0.1956521739,2013-03-15,801020,采掘I,53,46,46,46,True,19,False,,False
153,49,128,214,0.714953271,0.2289719626,0.5981308411,2013-03-15,801030,化工I,218,214,214,214,True,14,False,,False
13,1,6,33,0.3939393939,0.0303030303,0.1818181818,2013-03-15,801040,钢铁I,34,33,33,33,True,23,False,steel,True
28,9,19,70,0.4,0.1285714286,0.2714285714,2013-03-15,801050,有色金属I,76,70,70,70,True,20,False,nonferrous,True
65,13,43,110,0.5909090909,0.1181818182,0.3909090909,2013-03-15,801060,建筑建材I,112,110,110,110,True,21,False,,False
257,77,202,321,0.800623053,0.2398753894,0.6292834891,2013-03-15,801070,机械设备I,327,321,321,321,True,12,False,,False
97,40,90,124,0.7822580645,0.3225806452,0.7258064516,2013-03-15,801080,电子I,125,124,124,124,True,5,False,,False
97,22,75,117,0.8290598291,0.188034188,0.641025641,2013-03-15,801090,交运设备I,120,117,117,117,True,16,False,,False
72,34,67,85,0.8470588235,0.4,0.7882352941,2013-03-15,801100,信息设备I,85,85,85,85,True,1,True,,False
40,11,31,47,0.8510638298,0.2340425532,0.6595744681,2013-03-15,801110,家用电器I,48,47,47,47,True,13,False,,False
33,14,31,56,0.5892857143,0.25,0.5535714286,2013-03-15,801120,食品饮料I,56,56,56,56,True,10,False,,False
48,19,39,73,0.6575342466,0.2602739726,0.5342465753,2013-03-15,801130,纺织服装I,74,73,73,73,True,9,False,,False
53,23,45,76,0.6973684211,0.3026315789,0.5921052632,2013-03-15,801140,轻工制造I,77,76,76,76,True,7,False,,False
147,60,143,165,0.8909090909,0.3636363636,0.8666666667,2013-03-15,801150,医药生物I,168,165,165,165,True,3,False,,False
72,29,60,81,0.8888888889,0.3580246914,0.7407407407,2013-03-15,801160,公用事业I,83,81,81,81,True,4,False,,False
67,16,35,85,0.7882352941,0.1882352941,0.4117647059,2013-03-15,801170,交通运输I,85,85,85,85,True,15,False,,False
49,20,26,136,0.3602941176,0.1470588235,0.1911764706,2013-03-15,801180,房地产I,142,136,136,136,True,17,False,,False
42,7,21,51,0.8235294118,0.137254902,0.4117647059,2013-03-15,801190,金融服务I,51,51,51,51,True,18,False,,False
41,21,32,86,0.476744186,0.2441860465,0.3720930233,2013-03-15,801200,商业贸易I,88,86,86,86,True,11,False,,False
17,8,15,26,0.6538461538,0.3076923077,0.5769230769,2013-03-15,801210,休闲服务I,26,26,26,26,True,6,False,,False
92,34,79,130,0.7076923077,0.2615384615,0.6076923077,2013-03-15,801220,信息服务I,137,130,130,130,True,8,False,,False
27,12,26,32,0.84375,0.375,0.8125,2013-03-15,801230,综合I,32,32,32,32,True,2,False,,False
28,3,18,71,0.3943661972,0.04225352113,0.2535211268,2013-03-18,801010,农林牧渔I,73,71,71,71,True,22,False,,False
10,8,10,47,0.2127659574,0.170212766,0.2127659574,2013-03-18,801020,采掘I,53,47,47,47,True,12,False,,False
134,35,100,213,0.6291079812,0.1643192488,0.4694835681,2013-03-18,801030,化工I,218,213,213,213,True,14,False,,False
9,0,3,33,0.2727272727,0,0.09090909091,2013-03-18,801040,钢铁I,34,33,33,33,True,23,False,steel,True
19,5,9,71,0.2676056338,0.07042253521,0.1267605634,2013-03-18,801050,有色金属I,76,71,71,71,True,21,False,nonferrous,True
49,10,29,109,0.4495412844,0.09174311927,0.2660550459,2013-03-18,801060,建筑建材I,112,109,109,109,True,20,False,,False
223,60,164,320,0.696875,0.1875,0.5125,2013-03-18,801070,机械设备I,327,320,320,320,True,11,False,,False
84,33,76,125,0.672,0.264,0.608,2013-03-18,801080,电子I,125,125,125,125,True,7,False,,False
84,18,56,117,0.7179487179,0.1538461538,0.4786324786,2013-03-18,801090,交运设备I,120,117,117,117,True,15,False,,False
66,33,57,83,0.7951807229,0.3975903614,0.686746988,2013-03-18,801100,信息设备I,85,83,83,83,True,1,True,,False
37,8,24,47,0.7872340426,0.170212766,0.5106382979,2013-03-18,801110,家用电器I,48,47,47,47,True,12,False,,False
31,13,27,56,0.5535714286,0.2321428571,0.4821428571,2013-03-18,801120,食品饮料I,56,56,56,56,True,9,False,,False
42,14,25,72,0.5833333333,0.1944444444,0.3472222222,2013-03-18,801130,纺织服装I,74,72,72,72,True,10,False,,False
47,21,36,76,0.6184210526,0.2763157895,0.4736842105,2013-03-18,801140,轻工制造I,77,76,76,76,True,5,False,,False
146,59,139,166,0.8795180723,0.3554216867,0.8373493976,2013-03-18,801150,医药生物I,168,166,166,166,True,2,False,,False
70,28,57,82,0.8536585366,0.3414634146,0.6951219512,2013-03-18,801160,公用事业I,83,82,82,82,True,3,False,,False
54,9,22,85,0.6352941176,0.1058823529,0.2588235294,2013-03-18,801170,交通运输I,85,85,85,85,True,19,False,,False
45,17,24,135,0.3333333333,0.1259259259,0.1777777778,2013-03-18,801180,房地产I,142,135,135,135,True,17,False,,False
41,6,17,51,0.8039215686,0.1176470588,0.3333333333,2013-03-18,801190,金融服务I,51,51,51,51,True,18,False,,False
35,13,25,87,0.4022988506,0.1494252874,0.2873563218,2013-03-18,801200,商业贸易I,88,87,87,87,True,16,False,,False
17,7,12,26,0.6538461538,0.2692307692,0.4615384615,2013-03-18,801210,休闲服务I,26,26,26,26,True,6,False,,False
88,31,71,130,0.6769230769,0.2384615385,0.5461538462,2013-03-18,801220,信息服务I,137,130,130,130,True,8,False,,False
25,9,24,32,0.78125,0.28125,0.75,2013-03-18,801230,综合I,32,32,32,32,True,4,False,,False
31,6,20,71,0.4366197183,0.08450704225,0.2816901408,2013-03-19,801010,农林牧渔I,73,71,71,71,True,22,False,,False
13,9,10,47,0.2765957447,0.1914893617,0.2127659574,2013-03-19,801020,采掘I,53,47,47,47,True,14,False,,False
143,34,104,213,0.6713615023,0.1596244131,0.4882629108,2013-03-19,801030,化工I,218,213,213,213,True,17,False,,False
9,2,3,33,0.2727272727,0.06060606061,0.09090909091,2013-03-19,801040,钢铁I,34,33,33,33,True,23,False,steel,True
20,9,11,72,0.2777777778,0.125,0.1527777778,2013-03-19,801050,有色金属I,76,72,72,72,True,20,False,nonferrous,True
53,10,30,109,0.4862385321,0.09174311927,0.2752293578,2013-03-19,801060,建筑建材I,112,109,109,109,True,21,False,,False
218,64,152,321,0.6791277259,0.199376947,0.4735202492,2013-03-19,801070,机械设备I,327,321,321,321,True,13,False,,False
87,28,71,125,0.696,0.224,0.568,2013-03-19,801080,电子I,125,125,125,125,True,8,False,,False
89,20,61,118,0.7542372881,0.1694915254,0.5169491525,2013-03-19,801090,交运设备I,120,118,118,118,True,16,False,,False
64,27,55,83,0.7710843373,0.3253012048,0.6626506024,2013-03-19,801100,信息设备I,85,83,83,83,True,2,False,,False
39,10,23,47,0.829787234,0.2127659574,0.4893617021,2013-03-19,801110,家用电器I,48,47,47,47,True,11,False,,False
30,14,26,56,0.5357142857,0.25,0.4642857143,2013-03-19,801120,食品饮料I,56,56,56,56,True,6,False,,False
41,15,27,72,0.5694444444,0.2083333333,0.375,2013-03-19,801130,纺织服装I,74,72,72,72,True,12,False,,False
48,22,37,76,0.6315789474,0.2894736842,0.4868421053,2013-03-19,801140,轻工制造I,77,76,76,76,True,3,False,,False
141,41,122,167,0.8443113772,0.245508982,0.7305389222,2013-03-19,801150,医药生物I,168,167,167,167,True,7,False,,False
71,32,58,82,0.8658536585,0.3902439024,0.7073170732,2013-03-19,801160,公用事业I,83,82,82,82,True,1,True,,False
52,12,21,85,0.6117647059,0.1411764706,0.2470588235,2013-03-19,801170,交通运输I,85,85,85,85,True,19,False,,False
58,21,29,137,0.4233576642,0.1532846715,0.2116788321,2013-03-19,801180,房地产I,142,137,137,137,True,18,False,,False
41,9,17,51,0.8039215686,0.1764705882,0.3333333333,2013-03-19,801190,金融服务I,51,51,51,51,True,15,False,,False
36,19,26,87,0.4137931034,0.2183908046,0.2988505747,2013-03-19,801200,商业贸易I,88,87,87,87,True,9,False,,False
18,7,12,26,0.6923076923,0.2692307692,0.4615384615,2013-03-19,801210,休闲服务I,26,26,26,26,True,5,False,,False
90,28,69,130,0.6923076923,0.2153846154,0.5307692308,2013-03-19,801220,信息服务I,137,130,130,130,True,10,False,,False
26,9,22,32,0.8125,0.28125,0.6875,2013-03-19,801230,综合I,32,32,32,32,True,4,False,,False
39,14,27,71,0.5492957746,0.1971830986,0.3802816901,2013-03-20,801010,农林牧渔I,73,71,71,71,True,21,False,,False
17,14,11,46,0.3695652174,0.3043478261,0.2391304348,2013-03-20,801020,采掘I,53,46,46,46,True,18,False,,False
160,70,133,212,0.7547169811,0.3301886792,0.6273584906,2013-03-20,801030,化工I,218,212,212,212,True,17,False,,False
14,5,4,33,0.4242424242,0.1515151515,0.1212121212,2013-03-20,801040,钢铁I,34,33,33,33,True,23,False,steel,True
26,13,18,73,0.3561643836,0.1780821918,0.2465753425,2013-03-20,801050,有色金属I,76,73,73,73,True,22,False,nonferrous,True
74,31,44,110,0.6727272727,0.2818181818,0.4,2013-03-20,801060,建筑建材I,112,110,110,110,True,20,False,,False
259,113,199,322,0.8043478261,0.350931677,0.6180124224,2013-03-20,801070,机械设备I,327,322,322,322,True,14,False,,False
97,52,90,124,0.7822580645,0.4193548387,0.7258064516,2013-03-20,801080,电子I,125,124,124,124,True,9,False,,False
104,43,78,118,0.8813559322,0.3644067797,0.6610169492,2013-03-20,801090,交运设备I,120,118,118,118,True,12,False,,False
68,43,60,83,0.8192771084,0.5180722892,0.7228915663,2013-03-20,801100,信息设备I,85,83,83,83,True,5,False,,False
44,24,32,47,0.9361702128,0.5106382979,0.6808510638,2013-03-20,801110,家用电器I,48,47,47,47,True,6,False,,False
35,20,31,56,0.625,0.3571428571,0.5535714286,2013-03-20,801120,食品饮料I,56,56,56,56,True,13,False,,False
49,25,39,73,0.6712328767,0.3424657534,0.5342465753,2013-03-20,801130,纺织服装I,74,73,73,73,True,16,False,,False
54,32,46,76,0.7105263158,0.4210526316,0.6052631579,2013-03-20,801140,轻工制造I,77,76,76,76,True,8,False,,False
153,72,145,167,0.9161676647,0.4311377246,0.8682634731,2013-03-20,801150,医药生物I,168,167,167,167,True,7,False,,False
76,47,69,82,0.9268292683,0.5731707317,0.8414634146,2013-03-20,801160,公用事业I,83,82,82,82,True,3,False,,False
72,31,38,85,0.8470588235,0.3647058824,0.4470588235,2013-03-20,801170,交通运输I,85,85,85,85,True,11,False,,False
72,48,35,137,0.5255474453,0.3503649635,0.2554744526,2013-03-20,801180,房地产I,142,137,137,137,True,15,False,,False
47,33,33,51,0.9215686275,0.6470588235,0.6470588235,2013-03-20,801190,金融服务I,51,51,51,51,True,2,False,,False
52,26,35,86,0.6046511628,0.3023255814,0.4069767442,2013-03-20,801200,商业贸易I,88,86,86,86,True,19,False,,False
20,19,20,26,0.7692307692,0.7307692308,0.7692307692,2013-03-20,801210,休闲服务I,26,26,26,26,True,1,True,,False
103,49,89,131,0.786259542,0.3740458015,0.679389313,2013-03-20,801220,信息服务I,137,131,131,131,True,10,False,,False
28,17,26,32,0.875,0.53125,0.8125,2013-03-20,801230,综合I,32,32,32,32,True,4,False,,False
47,19,32,71,0.661971831,0.2676056338,0.4507042254,2013-03-21,801010,农林牧渔I,73,71,71,71,True,22,False,,False
19,19,10,46,0.4130434783,0.4130434783,0.2173913043,2013-03-21,801020,采掘I,53,46,46,46,True,15,False,,False
171,97,146,213,0.8028169014,0.455399061,0.6854460094,2013-03-21,801030,化工I,218,213,213,213,True,13,False,,False
14,9,8,33,0.4242424242,0.2727272727,0.2424242424,2013-03-21,801040,钢铁I,34,33,33,33,True,21,False,steel,True
27,16,20,73,0.3698630137,0.2191780822,0.2739726027,2013-03-21,801050,有色金属I,76,73,73,73,True,23,False,nonferrous,True
74,38,48,110,0.6727272727,0.3454545455,0.4363636364,2013-03-21,801060,建筑建材I,112,110,110,110,True,18,False,,False
270,146,221,322,0.8385093168,0.4534161491,0.6863354037,2013-03-21,801070,机械设备I,327,322,322,322,True,14,False,,False
107,71,95,125,0.856,0.568,0.76,2013-03-21,801080,电子I,125,125,125,125,True,7,False,,False
104,58,80,118,0.8813559322,0.4915254237,0.6779661017,2013-03-21,801090,交运设备I,120,118,118,118,True,11,False,,False
72,54,67,83,0.8674698795,0.6506024096,0.8072289157,2013-03-21,801100,信息设备I,85,83,83,83,True,3,False,,False
46,29,35,47,0.9787234043,0.6170212766,0.7446808511,2013-03-21,801110,家用电器I,48,47,47,47,True,5,False,,False
35,27,33,56,0.625,0.4821428571,0.5892857143,2013-03-21,801120,食品饮料I,56,56,56,56,True,12,False,,False
52,29,40,73,0.7123287671,0.397260274,0.5479452055,2013-03-21,801130,纺织服装I,74,73,73,73,True,17,False,,False
59,41,52,77,0.7662337662,0.5324675325,0.6753246753,2013-03-21,801140,轻工制造I,77,77,77,77,True,8,False,,False
153,100,148,166,0.921686747,0.6024096386,0.8915662651,2013-03-21,801150,医药生物I,168,166,166,166,True,6,False,,False
76,65,72,82,0.9268292683,0.7926829268,0.8780487805,2013-03-21,801160,公用事业I,83,82,82,82,True,1,True,,False
72,34,39,84,0.8571428571,0.4047619048,0.4642857143,2013-03-21,801170,交通运输I,85,84,84,84,True,16,False,,False
69,44,32,137,0.503649635,0.3211678832,0.2335766423,2013-03-21,801180,房地产I,142,137,137,137,True,20,False,,False
46,32,33,51,0.9019607843,0.6274509804,0.6470588235,2013-03-21,801190,金融服务I,51,51,51,51,True,4,False,,False
55,29,35,86,0.6395348837,0.3372093023,0.4069767442,2013-03-21,801200,商业贸易I,88,86,86,86,True,19,False,,False
20,20,20,26,0.7692307692,0.7692307692,0.7692307692,2013-03-21,801210,休闲服务I,26,26,26,26,True,2,False,,False
115,69,100,132,0.8712121212,0.5227272727,0.7575757576,2013-03-21,801220,信息服务I,137,132,132,132,True,10,False,,False
28,17,26,32,0.875,0.53125,0.8125,2013-03-21,801230,综合I,32,32,32,32,True,9,False,,False
46,18,31,71,0.6478873239,0.2535211268,0.4366197183,2013-03-22,801010,农林牧渔I,73,71,71,71,True,23,False,,False
18,19,11,46,0.3913043478,0.4130434783,0.2391304348,2013-03-22,801020,采掘I,53,46,46,46,True,19,False,,False
176,105,147,214,0.8224299065,0.4906542056,0.6869158879,2013-03-22,801030,化工I,218,214,214,214,True,14,False,,False
15,10,8,33,0.4545454545,0.303030303,0.2424242424,2013-03-22,801040,钢铁I,34,33,33,33,True,22,False,steel,True
27,23,22,73,0.3698630137,0.3150684932,0.301369863,2013-03-22,801050,有色金属I,76,73,73,73,True,21,False,nonferrous,True
75,41,47,110,0.6818181818,0.3727272727,0.4272727273,2013-03-22,801060,建筑建材I,112,110,110,110,True,20,False,,False
276,151,219,322,0.8571428571,0.4689440994,0.6801242236,2013-03-22,801070,机械设备I,327,322,322,322,True,15,False,,False
107,73,94,125,0.856,0.584,0.752,2013-03-22,801080,电子I,125,125,125,125,True,8,False,,False
104,60,80,118,0.8813559322,0.5084745763,0.6779661017,2013-03-22,801090,交运设备I,120,118,118,118,True,12,False,,False
71,55,69,82,0.8658536585,0.6707317073,0.8414634146,2013-03-22,801100,信息设备I,85,82,82,82,True,4,False,,False
46,29,34,47,0.9787234043,0.6170212766,0.7234042553,2013-03-22,801110,家用电器I,48,47,47,47,True,7,False,,False
35,24,32,56,0.625,0.4285714286,0.5714285714,2013-03-22,801120,食品饮料I,56,56,56,56,True,18,False,,False
53,38,42,72,0.7361111111,0.5277777778,0.5833333333,2013-03-22,801130,纺织服装I,74,72,72,72,True,11,False,,False
64,51,57,77,0.8311688312,0.6623376623,0.7402597403,2013-03-22,801140,轻工制造I,77,77,77,77,True,6,False,,False
153,112,149,167,0.9161676647,0.6706586826,0.8922155689,2013-03-22,801150,医药生物I,168,167,167,167,True,5,False,,False
75,63,70,82,0.9146341463,0.7682926829,0.8536585366,2013-03-22,801160,公用事业I,83,82,82,82,True,2,False,,False
74,42,40,84,0.880952381,0.5,0.4761904762,2013-03-22,801170,交通运输I,85,84,84,84,True,13,False,,False
72,59,37,137,0.5255474453,0.4306569343,0.2700729927,2013-03-22,801180,房地产I,142,137,137,137,True,17,False,,False
47,35,33,51,0.9215686275,0.6862745098,0.6470588235,2013-03-22,801190,金融服务I,51,51,51,51,True,3,False,,False
