above_count_ma120,above_count_ma20,above_count_ma60,base_valid_count,base_valid_missing_industry_count,breadth_ma120,breadth_ma20,breadth_ma60,close_missing_count,date,four_industry_present_count,four_industry_top1_ids,four_industry_top1_triggered,high_missing_count,insufficient_history_count_high_low_120,insufficient_history_count_high_low_250,insufficient_history_count_high_low_60,insufficient_history_count_ma120,insufficient_history_count_ma20,insufficient_history_count_ma60,limit_close_net_count,limit_close_net_ratio,limit_down_close_count,limit_down_close_ratio,limit_down_hit_count,limit_down_hit_ratio,limit_hit_net_count,limit_hit_net_ratio,limit_price_missing_count,limit_up_close_count,limit_up_close_ratio,limit_up_hit_count,limit_up_hit_ratio,low_missing_count,new_high_count_120,new_high_count_250,new_high_count_60,new_high_low_net_count_120,new_high_low_net_count_250,new_high_low_net_count_60,new_high_low_net_ratio_120,new_high_low_net_ratio_250,new_high_low_net_ratio_60,new_high_ratio_120,new_high_ratio_250,new_high_ratio_60,new_low_count_120,new_low_count_250,new_low_count_60,new_low_ratio_120,new_low_ratio_250,new_low_ratio_60,paused_count,paused_status_missing_count,ranked_industry_count_ma20,st_count,st_status_missing_count,target_bank_breadth_ma20,target_bank_expected_name,target_bank_industry_code,target_bank_industry_name,target_bank_is_top1_ma20,target_bank_mapping_count,target_bank_rank_ma20,target_bank_valid_count_ma20,target_coal_breadth_ma20,target_coal_expected_name,target_coal_industry_code,target_coal_industry_name,target_coal_is_top1_ma20,target_coal_mapping_count,target_coal_rank_ma20,target_coal_valid_count_ma20,target_nonferrous_breadth_ma20,target_nonferrous_expected_name,target_nonferrous_industry_code,target_nonferrous_industry_name,target_nonferrous_is_top1_ma20,target_nonferrous_mapping_count,target_nonferrous_rank_ma20,target_nonferrous_valid_count_ma20,target_steel_breadth_ma20,target_steel_expected_name,target_steel_industry_code,target_steel_industry_name,target_steel_is_top1_ma20,target_steel_mapping_count,target_steel_rank_ma20,target_steel_valid_count_ma20,top1_industry_codes_ma20,top1_industry_names_ma20,top1_tie_count_ma20,turnover_cap_weight_valid_count,turnover_ge_10pct_count,turnover_ge_10pct_ratio,turnover_ge_20pct_count,turnover_ge_20pct_ratio,turnover_ge_5pct_count,turnover_ge_5pct_ratio,turnover_ratio_pct_cap_weighted_mean,turnover_ratio_pct_mean,turnover_ratio_pct_p25,turnover_ratio_pct_p50,turnover_ratio_pct_p75,turnover_ratio_pct_p90,turnover_ratio_pct_p95,turnover_valid_count,universe_size,valid_count_high_low_120,valid_count_high_low_250,valid_count_high_low_60,valid_count_limit,valid_count_ma120,valid_count_ma20,valid_count_ma60
72,821,130,2013,0,0.03585657371,0.4078489816,0.06458022851,0,2012-01-18,2,,False,0,5,177,0,5,0,0,-39,-0.01937406855,46,0.02285146547,67,0.03328365623,-36,-0.01788375559,0,7,0.00347739692,31,0.01539990065,0,5,1,12,-109,-63,-112,-0.05428286853,-0.03431372549,-0.05563835072,0.002490039841,0.0005446623094,0.005961251863,114,64,124,0.05677290837,0.0348583878,0.06159960258,44,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.8857142857,有色金属,801050,有色金属I,False,1,3,70,0.9117647059,钢铁,801040,钢铁I,False,1,2,34,801190,金融服务I,1,2011,39,0.01939333665,3,0.001491795127,152,0.07558428642,0.8084350617,1.904497663,0.5944,1.1234,2.21395,4.1921,6.0596,2011,2057,2008,1836,2013,2013,2008,2013,2013
82,1003,149,2018,0,0.04073522106,0.4970267592,0.07383548067,0,2012-01-19,2,,False,0,5,178,0,5,0,0,9,0.004459861249,6,0.002973240833,18,0.008919722498,4,0.001982160555,0,15,0.007433102081,22,0.01090188305,0,5,1,7,-154,-97,-175,-0.07650273224,-0.0527173913,-0.08671952428,0.002483854943,0.0005434782609,0.003468780971,159,98,182,0.07898658718,0.05326086957,0.09018830525,39,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.8970588235,有色金属,801050,有色金属I,False,1,3,68,0.9428571429,钢铁,801040,钢铁I,False,1,2,35,801190,金融服务I,1,2016,24,0.0119047619,2,0.0009920634921,96,0.04761904762,0.6517966343,1.497669593,0.475625,0.88525,1.68935,3.1641,4.895675,2016,2057,2013,1840,2018,2018,2013,2018,2018
98,1193,179,2006,0,0.04897551224,0.5947158524,0.08923230309,0,2012-01-20,2,,False,0,5,172,0,5,0,0,4,0.001994017946,3,0.00149551346,5,0.002492522433,11,0.005483549352,0,7,0.003489531406,16,0.007976071785,0,10,1,20,-4,-8,4,-0.0019990005,-0.004362050164,0.001994017946,0.004997501249,0.0005452562704,0.009970089731,14,9,16,0.006996501749,0.004907306434,0.007976071785,51,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9285714286,有色金属,801050,有色金属I,False,1,3,70,0.9428571429,钢铁,801040,钢铁I,False,1,2,35,801190,金融服务I,1,2004,21,0.01047904192,0,0,77,0.03842315369,0.6354393374,1.387639571,0.48195,0.85635,1.616625,2.89063,4.232955,2004,2057,2001,1834,2006,2006,2001,2006,2006
86,1165,151,2009,0,0.04285002491,0.5798904928,0.07516177203,0,2012-01-30,2,,False,0,2,171,0,2,0,0,4,0.001991040319,0,0,0,0,12,0.005973120956,0,4,0.001991040319,12,0.005973120956,0,8,1,16,1,-4,9,0.0004982561036,-0.002176278564,0.004479840717,0.003986048829,0.0005440696409,0.007964161274,7,5,7,0.003487792725,0.002720348205,0.003484320557,48,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.8970588235,有色金属,801050,有色金属I,False,1,3,68,0.8823529412,钢铁,801040,钢铁I,False,1,4,34,801190,金融服务I,1,2007,9,0.004484304933,2,0.0009965122073,67,0.03338315894,0.5243893313,1.228752367,0.3909,0.7175,1.44445,2.73844,3.93361,2007,2057,2007,1838,2009,2009,2007,2009,2009
93,1158,164,2006,0,0.04636091725,0.5772681954,0.08175473579,0,2012-01-31,2,,False,0,0,172,0,0,0,0,0,0,4,0.001994017946,15,0.007477567298,-6,-0.002991026919,0,4,0.001994017946,9,0.004486540379,0,0,0,1,-22,-15,-24,-0.0109670987,-0.008178844057,-0.01196410768,0,0,0.0004985044865,22,15,25,0.0109670987,0.008178844057,0.01246261216,51,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9130434783,有色金属,801050,有色金属I,False,1,2,69,0.7647058824,钢铁,801040,钢铁I,False,1,6,34,801190,金融服务I,1,2004,15,0.00748502994,1,0.000499001996,72,0.03592814371,0.43853821,1.117195509,0.29855,0.5754,1.214325,2.47801,3.855995,2004,2057,2006,1834,2006,2006,2006,2006,2006
79,1090,136,2007,0,0.03936223219,0.543099153,0.06776283009,0,2012-02-01,2,,False,0,0,167,0,0,0,0,6,0.002989536622,0,0,0,0,11,0.00548081714,0,6,0.002989536622,11,0.00548081714,0,3,0,4,-3,-3,-3,-0.001494768311,-0.001630434783,-0.001494768311,0.001494768311,0,0.001993024415,6,3,7,0.002989536622,0.001630434783,0.003487792725,50,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.8550724638,有色金属,801050,有色金属I,False,1,2,69,0.7058823529,钢铁,801040,钢铁I,False,1,6,34,801190,金融服务I,1,2005,15,0.007481296758,1,0.0004987531172,83,0.04139650873,0.4895139131,1.251419551,0.355,0.6596,1.3967,2.78084,4.41512,2005,2057,2007,1840,2007,2007,2007,2007,2007
107,1426,192,2003,0,0.05341987019,0.7119321018,0.09585621568,0,2012-02-02,2,,False,0,0,165,0,0,0,0,10,0.004992511233,0,0,0,0,22,0.01098352471,0,10,0.004992511233,22,0.01098352471,0,8,0,9,2,-4,2,0.0009985022466,-0.002176278564,0.0009985022466,0.003994008987,0,0.00449326011,6,4,7,0.00299550674,0.002176278564,0.003494757863,54,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9285714286,有色金属,801050,有色金属I,False,1,2,70,0.8181818182,钢铁,801040,钢铁I,False,1,7,33,801190,金融服务I,1,2001,25,0.01249375312,2,0.0009995002499,98,0.04897551224,0.5765538019,1.44136022,0.4252,0.7789,1.5869,3.1217,4.9303,2001,2057,2003,1838,2003,2003,2003,2003,2003
119,1713,225,1995,0,0.05964912281,0.8586466165,0.1127819549,0,2012-02-03,2,,False,0,0,164,0,0,0,0,26,0.01303258145,0,0,0,0,34,0.01704260652,0,26,0.01303258145,34,0.01704260652,0,17,1,21,16,1,20,0.008020050125,0.000546149645,0.01002506266,0.008521303258,0.000546149645,0.01052631579,1,0,1,0.0005012531328,0,0.0005012531328,62,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9710144928,有色金属,801050,有色金属I,False,1,4,69,0.9705882353,钢铁,801040,钢铁I,False,1,5,34,801230,综合I,1,1993,32,0.01605619669,4,0.002007024586,149,0.07476166583,0.7222393399,1.956228399,0.6696,1.2206,2.3337,4.14308,5.84736,1993,2057,1995,1831,1995,1995,1995,1995,1995
126,1804,265,1999,0,0.06303151576,0.9024512256,0.1325662831,0,2012-02-06,2,steel,True,0,0,166,0,0,0,0,21,0.01050525263,0,0,0,0,32,0.016008004,0,21,0.01050525263,32,0.016008004,0,11,1,17,11,1,17,0.005502751376,0.000545553737,0.008504252126,0.005502751376,0.000545553737,0.008504252126,0,0,0,0,0,0,58,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9857142857,有色金属,801050,有色金属I,False,1,3,70,1,钢铁,801040,钢铁I,True,1,1,34,801040|801230,钢铁I|综合I,2,1997,29,0.01452178267,4,0.002003004507,153,0.07661492238,0.7025362585,1.97538032,0.6507,1.2089,2.3963,4.36792,6.3148,1997,2057,1999,1833,1999,1999,1999,1999,1999
105,1578,207,1996,0,0.05260521042,0.7905811623,0.1037074148,0,2012-02-07,2,nonferrous,True,0,0,167,0,0,0,0,5,0.00250501002,0,0,0,0,7,0.003507014028,0,5,0.00250501002,7,0.003507014028,0,4,0,7,4,0,7,0.002004008016,0,0.003507014028,0.002004008016,0,0.003507014028,0,0,0,0,0,0,61,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,0.9420289855,有色金属,801050,有色金属I,True,1,1,69,0.7941176471,钢铁,801040,钢铁I,False,1,13,34,801050,有色金属I,1,1994,25,0.01253761284,3,0.001504513541,125,0.06268806419,0.60020157,1.675701454,0.501475,0.9675,1.946,3.56588,5.509765,1994,2057,1996,1829,1996,1996,1996,1996,1996
159,1870,365,1991,0,0.07985936715,0.9392265193,0.1833249623,0,2012-02-08,2,nonferrous,True,0,0,159,0,0,0,0,26,0.01305876444,0,0,0,0,32,0.01607232546,0,26,0.01305876444,32,0.01607232546,0,11,1,22,11,1,22,0.005524861878,0.0005458515284,0.01104972376,0.005524861878,0.0005458515284,0.01104972376,0,0,0,0,0,0,66,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,68,0.9393939394,钢铁,801040,钢铁I,False,1,14,33,801050|801230,有色金属I|综合I,2,1989,43,0.02161890397,2,0.001005530417,167,0.08396178984,0.8203534593,2.039185269,0.6423,1.243,2.4573,4.47714,6.34046,1989,2057,1991,1832,1991,1991,1991,1991,1991
174,1912,434,1999,0,0.08704352176,0.9564782391,0.2171085543,0,2012-02-09,2,nonferrous|steel,True,0,0,162,0,0,0,0,18,0.009004502251,0,0,0,0,34,0.01700850425,0,18,0.009004502251,34,0.01700850425,0,12,2,27,12,2,27,0.006003001501,0.001088731628,0.01350675338,0.006003001501,0.001088731628,0.01350675338,0,0,0,0,0,0,58,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,70,1,钢铁,801040,钢铁I,True,1,1,32,801020|801040|801050|801210|801230,采掘I|钢铁I|有色金属I|休闲服务I|综合I,5,1997,59,0.02954431647,5,0.002503755633,231,0.1156735103,0.9237252516,2.489707111,0.8658,1.5597,3.0299,5.3168,7.79304,1997,2057,1999,1837,1999,1999,1999,1999,1999
180,1918,536,1999,0,0.09004502251,0.9594797399,0.268134067,0,2012-02-10,2,nonferrous|steel,True,0,0,160,0,0,0,0,12,0.006003001501,0,0,1,0.0005002501251,21,0.01050525263,0,12,0.006003001501,22,0.01100550275,0,10,1,30,9,0,29,0.004502251126,0,0.01450725363,0.005002501251,0.0005437737901,0.01500750375,1,1,1,0.0005002501251,0.0005437737901,0.0005002501251,58,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,70,1,钢铁,801040,钢铁I,True,1,1,32,801020|801040|801050|801060|801180|801210|801230,采掘I|钢铁I|有色金属I|建筑建材I|房地产I|休闲服务I|综合I,7,1997,35,0.01752628943,6,0.00300450676,160,0.08012018027,0.8254157653,2.123250426,0.7276,1.3512,2.5391,4.42178,6.4341,1997,2057,1999,1839,1999,1999,1999,1999,1999
212,1961,662,2011,0,0.105420189,0.9751367479,0.329189458,0,2012-02-13,2,nonferrous|steel,True,0,0,157,0,0,0,0,16,0.007956240676,0,0,2,0.0009945300845,26,0.0129288911,0,16,0.007956240676,28,0.01392342118,0,8,1,20,7,0,18,0.003480855296,0,0.008950770761,0.003978120338,0.0005393743258,0.009945300845,1,1,2,0.0004972650423,0.0005393743258,0.0009945300845,46,0,23,0,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,70,1,钢铁,801040,钢铁I,True,1,1,31,801010|801020|801040|801050|801210|801230,农林牧渔I|采掘I|钢铁I|有色金属I|休闲服务I|综合I,6,2009,48,0.02389248382,7,0.003484320557,206,0.1025385764,0.8222469081,2.312451568,0.7571,1.469,2.7635,5.05404,7.12048,2009,2057,2011,1854,2011,2011,2011,2011,2011
208,1954,699,2007,0,0.1036372696,0.9735924265,0.3482810164,0,2012-02-14,2,nonferrous,True,0,0,157,0,0,0,0,8,0.003986048829,0,0,0,0,15,0.007473841555,0,8,0.003986048829,15,0.007473841555,0,6,0,19,6,0,19,0.002989536622,0,0.009466865969,0.002989536622,0,0.009466865969,0,0,0,0,0,0,49,0,23,1,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,70,0.9677419355,钢铁,801040,钢铁I,False,1,19,31,801010|801050|801140|801210|801230,农林牧渔I|有色金属I|轻工制造I|休闲服务I|综合I,5,2005,26,0.01296758105,1,0.0004987531172,141,0.07032418953,0.6966090621,1.912342793,0.6434,1.207,2.3466,4.20036,5.87018,2005,2057,2007,1850,2007,2007,2007,2007,2007
273,1982,1022,2003,0,0.1362955567,0.9895157264,0.510234648,0,2012-02-15,2,nonferrous|steel,True,0,0,150,0,0,0,0,28,0.01397903145,0,0,0,0,35,0.01747378932,0,28,0.01397903145,35,0.01747378932,0,8,1,22,8,1,22,0.003994008987,0.0005396654074,0.01098352471,0.003994008987,0.0005396654074,0.01098352471,0,0,0,0,0,0,53,0,23,1,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,70,1,钢铁,801040,钢铁I,True,1,1,32,801010|801020|801030|801040|801050|801060|801070|801080|801100|801110|801120|801130|801140|801200|801210|801230,农林牧渔I|采掘I|化工I|钢铁I|有色金属I|建筑建材I|机械设备I|电子I|信息设备I|家用电器I|食品饮料I|纺织服装I|轻工制造I|商业贸易I|休闲服务I|综合I,16,2001,43,0.02148925537,6,0.00299850075,208,0.103948026,0.9002977527,2.425102549,0.8786,1.6618,2.9055,5.0708,6.7833,2001,2057,2003,1853,2003,2003,2003,2003,2003
263,1974,1139,2005,0,0.1311720698,0.9845386534,0.5680798005,0,2012-02-16,2,nonferrous,True,0,0,146,0,0,0,0,13,0.006483790524,0,0,0,0,25,0.01246882793,0,13,0.006483790524,25,0.01246882793,0,8,2,20,8,2,20,0.003990024938,0.00107584723,0.009975062344,0.003990024938,0.00107584723,0.009975062344,0,0,0,0,0,0,51,0,23,1,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,69,0.9696969697,钢铁,801040,钢铁I,False,1,21,33,801010|801050|801080|801100|801120|801140|801210|801230,农林牧渔I|有色金属I|电子I|信息设备I|食品饮料I|轻工制造I|休闲服务I|综合I,8,2003,44,0.02196704943,4,0.001997004493,213,0.1063404893,0.869856031,2.420720369,0.8693,1.6331,2.96845,5.14852,7.28214,2003,2057,2005,1859,2005,2005,2005,2005,2005
258,1951,1127,2000,0,0.129,0.9755,0.5635,0,2012-02-17,2,nonferrous,True,0,0,148,0,0,0,0,8,0.004,0,0,0,0,16,0.008,0,8,0.004,16,0.008,0,4,1,18,4,1,18,0.002,0.0005399568035,0.009,0.002,0.0005399568035,0.009,0,0,0,0,0,0,56,0,23,1,0,,银行,,,False,0,,0,,煤炭,,,False,0,,0,1,有色金属,801050,有色金属I,True,1,1,69,0.9393939394,钢铁,801040,钢铁I,False,1,20,33,801050|801080|801100|801110|801120|801140|801210|801230,有色金属I|电子I|信息设备I|家用电器I|食品饮料I|轻工制造I|休闲服务I|综合I,8,1998,38,0.01901901902,6,0.003003003003,153,0.07657657658,0.6763751562,1.950696747,0.63615,1.20515,2.2572,4.39693,6.222005,1998,2057,2000,1852,2000,2000,2000,2000,2000
