date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,breadth_composite,breadth_change_5d,change_available,above_count_ma20,valid_count_ma20,breadth_ma20,above_count_ma60,valid_count_ma60,breadth_ma60,above_count_ma120,valid_count_ma120,breadth_ma120,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2012-01-04,multi_period_ma_breadth_bottom,bottom,0.04759182959666666,False,2057,1992,multi_period_ma_breadth_v1_20120104_20260814,0.04759182959666666,,False,154,2006,0.07676969093,74,2006,0.036889332,58,1992,0.02911646586,,,,inactive,False,False,False,False,,2
2012-01-05,multi_period_ma_breadth_bottom,bottom,0.03305618268333333,False,2057,1988,multi_period_ma_breadth_v1_20120104_20260814,0.03305618268333333,,False,103,1999,0.05152576288,52,1999,0.0260130065,43,1988,0.02162977867,,,,inactive,False,False,False,False,,2
2012-01-06,multi_period_ma_breadth_bottom,bottom,0.038012372686666664,False,2057,1999,multi_period_ma_breadth_v1_20120104_20260814,0.038012372686666664,,False,137,2010,0.06815920398,53,2010,0.0263681592,39,1999,0.01950975488,,,,inactive,False,False,False,False,,2
2012-01-09,multi_period_ma_breadth_bottom,bottom,0.09437196855333334,False,2057,1993,multi_period_ma_breadth_v1_20120104_20260814,0.09437196855333334,,False,399,2004,0.1991017964,102,2004,0.05089820359,66,1993,0.03311590567,,,,inactive,False,False,False,False,,2
2012-01-10,multi_period_ma_breadth_bottom,bottom,0.20802978116666668,False,2057,2002,multi_period_ma_breadth_v1_20120104_20260814,0.20802978116666668,,False,989,2010,0.492039801,160,2010,0.07960199005,105,2002,0.05244755245,,,,inactive,False,False,False,False,,2
2012-01-11,multi_period_ma_breadth_bottom,bottom,0.22871010154666663,True,2057,2001,multi_period_ma_breadth_v1_20120104_20260814,0.22871010154666663,0.18111827194999996,True,1113,2009,0.5540069686,156,2009,0.07765057242,109,2001,0.05447276362,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000001,1,1,onset,True,False,False,False,,2
2012-01-12,multi_period_ma_breadth_bottom,bottom,0.23482587164333332,True,2057,1994,multi_period_ma_breadth_v1_20120104_20260814,0.23482587164333332,0.20176968896,True,1157,1999,0.5787893947,151,1999,0.07553776888,100,1994,0.05015045135,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000001,1,2,continuation,False,True,False,True,nth_active_day,2
2012-01-13,multi_period_ma_breadth_bottom,bottom,0.13115049347,True,2057,1983,multi_period_ma_breadth_v1_20120104_20260814,0.13115049347,0.09313812078333333,True,605,1988,0.3043259557,105,1988,0.05281690141,72,1983,0.0363086233,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000001,1,3,continuation,False,True,False,False,,2
2012-01-16,multi_period_ma_breadth_bottom,bottom,0.07551647959666667,False,2057,1951,multi_period_ma_breadth_v1_20120104_20260814,0.07551647959666667,-0.018855488956666666,True,319,1956,0.1630879346,73,1956,0.03732106339,51,1951,0.0261404408,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000001,1,,exit,False,False,True,False,,2
2012-01-17,multi_period_ma_breadth_bottom,bottom,0.21187426900666664,False,2057,1995,multi_period_ma_breadth_v1_20120104_20260814,0.21187426900666664,0.003844487839999966,True,1019,2000,0.5095,154,2000,0.077,98,1995,0.04912280702,,,,inactive,False,False,False,False,,2
2012-01-18,multi_period_ma_breadth_bottom,bottom,0.16942859460666668,False,2057,2008,multi_period_ma_breadth_v1_20120104_20260814,0.16942859460666668,-0.05928150693999995,True,821,2013,0.4078489816,130,2013,0.06458022851,72,2008,0.03585657371,,,,inactive,False,False,False,False,,2
2012-01-19,multi_period_ma_breadth_bottom,bottom,0.20386582031,False,2057,2013,multi_period_ma_breadth_v1_20120104_20260814,0.20386582031,-0.03096005133333332,True,1003,2018,0.4970267592,149,2018,0.07383548067,82,2013,0.04073522106,,,,inactive,False,False,False,False,,2
2012-01-20,multi_period_ma_breadth_bottom,bottom,0.24430788924333333,True,2057,2001,multi_period_ma_breadth_v1_20120104_20260814,0.24430788924333333,0.11315739577333334,True,1193,2006,0.5947158524,179,2006,0.08923230309,98,2001,0.04897551224,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000002,2,1,onset,True,False,False,False,,2
2012-01-30,multi_period_ma_breadth_bottom,bottom,0.23263409658,True,2057,2007,multi_period_ma_breadth_v1_20120104_20260814,0.23263409658,0.15711761698333332,True,1165,2009,0.5798904928,151,2009,0.07516177203,86,2007,0.04285002491,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000002,2,2,continuation,False,True,False,True,nth_active_day,2
2012-01-31,multi_period_ma_breadth_bottom,bottom,0.23512794948000001,False,2057,2006,multi_period_ma_breadth_v1_20120104_20260814,0.23512794948000001,0.02325368047333337,True,1158,2006,0.5772681954,164,2006,0.08175473579,93,2006,0.04636091725,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000002,2,,exit,False,False,True,False,,2
2012-02-01,multi_period_ma_breadth_bottom,bottom,0.2167414050933333,False,2057,2007,multi_period_ma_breadth_v1_20120104_20260814,0.2167414050933333,0.047312810486666634,True,1090,2007,0.543099153,136,2007,0.06776283009,79,2007,0.03936223219,,,,inactive,False,False,False,False,,2
2012-02-02,multi_period_ma_breadth_bottom,bottom,0.28706939589,True,2057,2003,multi_period_ma_breadth_v1_20120104_20260814,0.28706939589,0.08320357558000002,True,1426,2003,0.7119321018,192,2003,0.09585621568,107,2003,0.05341987019,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000003,3,1,onset,True,False,False,False,,2
2012-02-03,multi_period_ma_breadth_bottom,bottom,0.34369256473666665,False,2057,1995,multi_period_ma_breadth_v1_20120104_20260814,0.34369256473666665,0.09938467549333332,True,1713,1995,0.8586466165,225,1995,0.1127819549,119,1995,0.05964912281,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000003,3,,exit,False,False,True,True,short_episode_exit,2
2012-02-06,multi_period_ma_breadth_bottom,bottom,0.3660163414866667,False,2057,1999,multi_period_ma_breadth_v1_20120104_20260814,0.3660163414866667,0.13338224490666667,True,1804,1999,0.9024512256,265,1999,0.1325662831,126,1999,0.06303151576,,,,inactive,False,False,False,False,,2
2012-02-07,multi_period_ma_breadth_bottom,bottom,0.3156312625066667,False,2057,1996,multi_period_ma_breadth_v1_20120104_20260814,0.3156312625066667,0.08050331302666666,True,1578,1996,0.7905811623,207,1996,0.1037074148,105,1996,0.05260521042,,,,inactive,False,False,False,False,,2
2012-02-08,multi_period_ma_breadth_bottom,bottom,0.40080361625,False,2057,1991,multi_period_ma_breadth_v1_20120104_20260814,0.40080361625,0.18406221115666668,True,1870,1991,0.9392265193,365,1991,0.1833249623,159,1991,0.07985936715,,,,inactive,False,False,False,False,,2
2012-02-09,multi_period_ma_breadth_bottom,bottom,0.42021010505333334,False,2057,1999,multi_period_ma_breadth_v1_20120104_20260814,0.42021010505333334,0.13314070916333332,True,1912,1999,0.9564782391,434,1999,0.2171085543,174,1999,0.08704352176,,,,inactive,False,False,False,False,,2
2012-02-10,multi_period_ma_breadth_bottom,bottom,0.43921960980333336,False,2057,1999,multi_period_ma_breadth_v1_20120104_20260814,0.43921960980333336,0.0955270450666667,True,1918,1999,0.9594797399,536,1999,0.268134067,180,1999,0.09004502251,,,,inactive,False,False,False,False,,2
2012-02-13,multi_period_ma_breadth_bottom,bottom,0.46991546496666664,False,2057,2011,multi_period_ma_breadth_v1_20120104_20260814,0.46991546496666664,0.10389912347999997,True,1961,2011,0.9751367479,662,2011,0.329189458,212,2011,0.105420189,,,,inactive,False,False,False,False,,2
2012-02-14,multi_period_ma_breadth_bottom,bottom,0.4751702375,False,2057,2007,multi_period_ma_breadth_v1_20120104_20260814,0.4751702375,0.1595389749933333,True,1954,2007,0.9735924265,699,2007,0.3482810164,208,2007,0.1036372696,,,,inactive,False,False,False,False,,2
2012-02-15,multi_period_ma_breadth_bottom,bottom,0.5453486437,False,2057,2003,multi_period_ma_breadth_v1_20120104_20260814,0.5453486437,0.14454502745000003,True,1982,2003,0.9895157264,1022,2003,0.510234648,273,2003,0.1362955567,,,,inactive,False,False,False,False,,2
2012-02-16,multi_period_ma_breadth_bottom,bottom,0.5612635079,False,2057,2005,multi_period_ma_breadth_v1_20120104_20260814,0.5612635079,0.14105340284666668,True,1974,2005,0.9845386534,1139,2005,0.5680798005,263,2005,0.1311720698,,,,inactive,False,False,False,False,,2
2012-02-17,multi_period_ma_breadth_bottom,bottom,0.556,False,2057,2000,multi_period_ma_breadth_v1_20120104_20260814,0.556,0.1167803901966667,True,1951,2000,0.9755,1127,2000,0.5635,258,2000,0.129,,,,inactive,False,False,False,False,,2
2012-02-20,multi_period_ma_breadth_bottom,bottom,0.5700434637333333,False,2057,1994,multi_period_ma_breadth_v1_20120104_20260814,0.5700434637333333,0.10012799876666661,True,1942,1994,0.9739217653,1188,1994,0.5957873621,280,1994,0.1404212638,,,,inactive,False,False,False,False,,2
2012-02-21,multi_period_ma_breadth_bottom,bottom,0.6177888612,False,2057,2005,multi_period_ma_breadth_v1_20120104_20260814,0.6177888612,0.1426186237,True,1964,2005,0.9795511222,1399,2005,0.697755611,353,2005,0.1760598504,,,,inactive,False,False,False,False,,2
2012-02-22,multi_period_ma_breadth_bottom,bottom,0.7004156275666666,False,2057,2005,multi_period_ma_breadth_v1_20120104_20260814,0.7004156275666666,0.15506698386666662,True,1990,2005,0.9925187032,1694,2005,0.8448877805,529,2005,0.263840399,,,,inactive,False,False,False,False,,2
2012-02-23,multi_period_ma_breadth_bottom,bottom,0.7163333333333334,False,2057,2000,multi_period_ma_breadth_v1_20120104_20260814,0.7163333333333334,0.15506982543333336,True,1984,2000,0.992,1756,2000,0.878,558,2000,0.279,,,,inactive,False,False,False,False,,2
2012-02-24,multi_period_ma_breadth_bottom,bottom,0.7517943582000001,False,2057,1997,multi_period_ma_breadth_v1_20120104_20260814,0.7517943582000001,0.19579435820000002,True,1991,1997,0.9969954932,1825,1997,0.9138708062,688,1997,0.3445167752,,,,inactive,False,False,False,False,,2
2012-02-27,multi_period_ma_breadth_bottom,bottom,0.7615461847333332,False,2057,1992,multi_period_ma_breadth_v1_20120104_20260814,0.7615461847333332,0.191502721,True,1986,1992,0.9969879518,1843,1992,0.9252008032,722,1992,0.3624497992,,,,inactive,False,False,False,False,,2
2012-02-28,multi_period_ma_breadth_bottom,bottom,0.7433968572333334,False,2056,1994,multi_period_ma_breadth_v1_20120104_20260814,0.7433968572333334,0.1256079960333334,True,1957,1994,0.981444333,1793,1994,0.8991975928,697,1994,0.3495486459,,,,inactive,False,False,False,False,,2
2012-02-29,multi_period_ma_breadth_bottom,bottom,0.6976202362666667,False,2056,2003,multi_period_ma_breadth_v1_20120104_20260814,0.6976202362666667,-0.0027953912999999497,True,1859,2003,0.9281078382,1739,2003,0.8681977034,594,2003,0.2965551672,,,,inactive,False,False,False,False,,2
2012-03-01,multi_period_ma_breadth_bottom,bottom,0.7149734395666667,False,2055,2008,multi_period_ma_breadth_v1_20120104_20260814,0.7149734395666667,-0.0013598937666666755,True,1851,2008,0.921812749,1790,2008,0.8914342629,666,2008,0.3316733068,,,,inactive,False,False,False,False,,2
2012-03-02,multi_period_ma_breadth_bottom,bottom,0.7746713263333334,False,2055,2003,multi_period_ma_breadth_v1_20120104_20260814,0.7746713263333334,0.022876968133333286,True,1931,2003,0.9640539191,1869,2003,0.9331003495,855,2003,0.4268597104,,,,inactive,False,False,False,False,,2
2012-03-05,multi_period_ma_breadth_bottom,bottom,0.7722722722333333,False,2055,1998,multi_period_ma_breadth_v1_20120104_20260814,0.7722722722333333,0.010726087500000037,True,1885,1998,0.9434434434,1868,1998,0.9349349349,876,1998,0.4384384384,,,,inactive,False,False,False,False,,2
2012-03-06,multi_period_ma_breadth_bottom,bottom,0.6928202565666667,False,2055,2001,multi_period_ma_breadth_v1_20120104_20260814,0.6928202565666667,-0.05057660066666669,True,1582,2001,0.7906046977,1813,2001,0.9060469765,764,2001,0.3818090955,,,,inactive,False,False,False,False,,2
2012-03-07,multi_period_ma_breadth_bottom,bottom,0.6523476523333334,False,2055,2002,multi_period_ma_breadth_v1_20120104_20260814,0.6523476523333334,-0.04527258393333333,True,1365,2002,0.6818181818,1800,2002,0.8991008991,753,2002,0.3761238761,,,,inactive,False,False,False,False,,2
2012-03-08,multi_period_ma_breadth_bottom,bottom,0.7357926221333333,False,2055,2006,multi_period_ma_breadth_v1_20120104_20260814,0.7357926221333333,0.020819182566666594,True,1642,2006,0.8185443669,1869,2006,0.9317048853,917,2006,0.4571286142,,,,inactive,False,False,False,False,,2
2012-03-09,multi_period_ma_breadth_bottom,bottom,0.8037037037000001,False,2055,1980,multi_period_ma_breadth_v1_20120104_20260814,0.8037037037000001,0.02903237736666675,True,1808,1980,0.9131313131,1891,1980,0.9550505051,1075,1980,0.5429292929,,,,inactive,False,False,False,False,,2
2012-03-12,multi_period_ma_breadth_bottom,bottom,0.8239025204333332,False,2055,1997,multi_period_ma_breadth_v1_20120104_20260814,0.8239025204333332,0.05163024819999995,True,1844,1997,0.9233850776,1938,1997,0.9704556835,1154,1997,0.5778668002,,,,inactive,False,False,False,False,,2
2012-03-13,multi_period_ma_breadth_bottom,bottom,0.8648018647666667,False,2055,2002,multi_period_ma_breadth_v1_20120104_20260814,0.8648018647666667,0.17198160819999997,True,1915,2002,0.9565434565,1964,2002,0.981018981,1315,2002,0.6568431568,,,,inactive,False,False,False,False,,2
2012-03-14,multi_period_ma_breadth_bottom,bottom,0.5537313433000001,False,2055,2010,multi_period_ma_breadth_v1_20120104_20260814,0.5537313433000001,-0.0986163090333333,True,741,2010,0.3686567164,1845,2010,0.9179104478,753,2010,0.3746268657,,,,inactive,False,False,False,False,,2
2012-03-15,multi_period_ma_breadth_bottom,bottom,0.4834503510333334,False,2055,1994,multi_period_ma_breadth_v1_20120104_20260814,0.4834503510333334,-0.2523422710999999,True,607,1994,0.3044132397,1647,1994,0.8259779338,638,1994,0.3199598796,,,,inactive,False,False,False,False,,2
2012-03-16,multi_period_ma_breadth_bottom,bottom,0.6068246763999999,False,2055,1983,multi_period_ma_breadth_v1_20120104_20260814,0.6068246763999999,-0.19687902730000018,True,905,1983,0.4563792234,1799,1983,0.907211296,906,1983,0.4568835098,,,,inactive,False,False,False,False,,2
2012-03-19,multi_period_ma_breadth_bottom,bottom,0.6843598731333334,False,2055,1997,multi_period_ma_breadth_v1_20120104_20260814,0.6843598731333334,-0.13954264729999988,True,1158,1997,0.5798698047,1869,1997,0.9359038558,1073,1997,0.5373059589,,,,inactive,False,False,False,False,,2
2012-03-20,multi_period_ma_breadth_bottom,bottom,0.5589225589,False,2054,1980,multi_period_ma_breadth_v1_20120104_20260814,0.5589225589,-0.3058793058666667,True,769,1980,0.3883838384,1711,1980,0.8641414141,840,1980,0.4242424242,,,,inactive,False,False,False,False,,2
2012-03-21,multi_period_ma_breadth_bottom,bottom,0.5696479703666667,False,2054,1979,multi_period_ma_breadth_v1_20120104_20260814,0.5696479703666667,0.015916627066666633,True,790,1979,0.3991915109,1701,1979,0.8595250126,891,1979,0.4502273876,,,,inactive,False,False,False,False,,2
2012-03-22,multi_period_ma_breadth_bottom,bottom,0.5602409638333333,False,2054,1992,multi_period_ma_breadth_v1_20120104_20260814,0.5602409638333333,0.07679061279999994,True,753,1992,0.3780120482,1719,1992,0.8629518072,876,1992,0.4397590361,,,,inactive,False,False,False,False,,2
2012-03-23,multi_period_ma_breadth_bottom,bottom,0.4533064109,False,2054,1981,multi_period_ma_breadth_v1_20120104_20260814,0.4533064109,-0.15351826549999992,True,485,1981,0.2448258455,1520,1981,0.7672892479,689,1981,0.3478041393,,,,inactive,False,False,False,False,,2
2012-03-26,multi_period_ma_breadth_bottom,bottom,0.4383400537666667,False,2054,1984,multi_period_ma_breadth_v1_20120104_20260814,0.4383400537666667,-0.24601981936666667,True,444,1984,0.2237903226,1468,1984,0.7399193548,697,1984,0.3513104839,,,,inactive,False,False,False,False,,2
2012-03-27,multi_period_ma_breadth_bottom,bottom,0.43308270676666666,False,2054,1995,multi_period_ma_breadth_v1_20120104_20260814,0.43308270676666666,-0.12583985213333332,True,426,1995,0.2135338346,1450,1995,0.7268170426,716,1995,0.3588972431,,,,inactive,False,False,False,False,,2
2012-03-28,multi_period_ma_breadth_bottom,bottom,0.2062374245466667,False,2054,1988,multi_period_ma_breadth_v1_20120104_20260814,0.2062374245466667,-0.36341054582,True,109,1988,0.05482897384,737,1988,0.3707243461,384,1988,0.1931589537,,,,inactive,False,False,False,False,,2
2012-03-29,multi_period_ma_breadth_bottom,bottom,0.15725806450666666,False,2054,1984,multi_period_ma_breadth_v1_20120104_20260814,0.15725806450666666,-0.40298289932666664,True,83,1984,0.04183467742,538,1984,0.2711693548,315,1984,0.1587701613,,,,inactive,False,False,False,False,,2
2012-03-30,multi_period_ma_breadth_bottom,bottom,0.15733197555333334,False,2054,1964,multi_period_ma_breadth_v1_20120104_20260814,0.15733197555333334,-0.2959744353466667,True,106,1964,0.05397148676,497,1964,0.2530549898,324,1964,0.1649694501,,,,inactive,False,False,False,False,,2
2012-04-05,multi_period_ma_breadth_bottom,bottom,0.24456796363333333,False,2054,1979,multi_period_ma_breadth_v1_20120104_20260814,0.24456796363333333,-0.19377209013333335,True,239,1979,0.1207680647,723,1979,0.3653360283,490,1979,0.2475997979,,,,inactive,False,False,False,False,,2
2012-04-06,multi_period_ma_breadth_bottom,bottom,0.27468978413333334,False,2054,1961,multi_period_ma_breadth_v1_20120104_20260814,0.27468978413333334,-0.15839292263333332,True,304,1961,0.1550229475,796,1961,0.4059153493,516,1961,0.2631310556,,,,inactive,False,False,False,False,,2
2012-04-09,multi_period_ma_breadth_bottom,bottom,0.24405063293333337,False,2054,1975,multi_period_ma_breadth_v1_20120104_20260814,0.24405063293333337,0.037813208386666686,True,277,1975,0.1402531646,691,1975,0.3498734177,478,1975,0.2420253165,,,,inactive,False,False,False,False,,2
2012-04-10,multi_period_ma_breadth_bottom,bottom,0.2820905686,True,2054,1958,multi_period_ma_breadth_v1_20120104_20260814,0.2820905686,0.12483250409333332,True,366,1958,0.1869254341,759,1958,0.3876404494,532,1958,0.2717058223,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000004,4,1,onset,True,False,False,False,,2
2012-04-11,multi_period_ma_breadth_bottom,bottom,0.31384408603333336,False,2054,1984,multi_period_ma_breadth_v1_20120104_20260814,0.31384408603333336,0.15651211048000002,True,485,1984,0.2444556452,802,1984,0.404233871,581,1984,0.2928427419,multi_period_ma_breadth_bottom::bottom::multi_period_ma_breadth_v1_20120104_20260814::000004,4,,exit,False,False,True,True,short_episode_exit,2
2012-04-12,multi_period_ma_breadth_bottom,bottom,0.42810957973333336,False,2054,1959,multi_period_ma_breadth_v1_20120104_20260814,0.42810957973333336,0.18354161610000003,True,774,1959,0.3950995406,1028,1959,0.5247575294,714,1959,0.3644716692,,,,inactive,False,False,False,False,,2
2012-04-13,multi_period_ma_breadth_bottom,bottom,0.5094947439666667,False,2054,1966,multi_period_ma_breadth_v1_20120104_20260814,0.5094947439666667,0.23480495983333338,True,1037,1966,0.5274669379,1155,1966,0.5874872838,813,1966,0.4135300102,,,,inactive,False,False,False,False,,2
2012-04-16,multi_period_ma_breadth_bottom,bottom,0.5219164118333334,False,2054,1962,multi_period_ma_breadth_v1_20120104_20260814,0.5219164118333334,0.27786577889999997,True,1080,1962,0.5504587156,1160,1962,0.5912334353,832,1962,0.4240570846,,,,inactive,False,False,False,False,,2
2012-04-17,multi_period_ma_breadth_bottom,bottom,0.4369461486,False,2054,1956,multi_period_ma_breadth_v1_20120104_20260814,0.4369461486,0.15485558,True,846,1956,0.4325153374,996,1956,0.509202454,722,1956,0.3691206544,,,,inactive,False,False,False,False,,2
2012-04-18,multi_period_ma_breadth_bottom,bottom,0.6107949646333334,False,2054,1933,multi_period_ma_breadth_v1_20120104_20260814,0.6107949646333334,0.2969508786,True,1392,1933,0.7201241593,1238,1933,0.6404552509,912,1933,0.4718054837,,,,inactive,False,False,False,False,,2
2012-04-19,multi_period_ma_breadth_bottom,bottom,0.6240549828333334,False,2054,1940,multi_period_ma_breadth_v1_20120104_20260814,0.6240549828333334,0.19594540310000003,True,1475,1940,0.7603092784,1246,1940,0.6422680412,911,1940,0.4695876289,,,,inactive,False,False,False,False,,2
2012-04-20,multi_period_ma_breadth_bottom,bottom,0.6795346377666666,False,2054,1891,multi_period_ma_breadth_v1_20120104_20260814,0.6795346377666666,0.17003989379999984,True,1581,1891,0.8360655738,1296,1891,0.6853516658,978,1891,0.5171866737,,,,inactive,False,False,False,False,,2
2012-04-23,multi_period_ma_breadth_bottom,bottom,0.5404614325333333,False,2054,1936,multi_period_ma_breadth_v1_20120104_20260814,0.5404614325333333,0.01854502069999997,True,1177,1936,0.6079545455,1081,1936,0.5583677686,881,1936,0.4550619835,,,,inactive,False,False,False,False,,2
2012-04-24,multi_period_ma_breadth_bottom,bottom,0.46291603309999996,False,2054,1973,multi_period_ma_breadth_v1_20120104_20260814,0.46291603309999996,0.025969884499999984,True,995,1973,0.5043081602,921,1973,0.4668018246,824,1973,0.4176381145,,,,inactive,False,False,False,False,,2
2012-04-25,multi_period_ma_breadth_bottom,bottom,0.5367058422666667,False,2054,1957,multi_period_ma_breadth_v1_20120104_20260814,0.5367058422666667,-0.07408912236666665,True,1184,1957,0.6050076648,1039,1957,0.5309146653,928,1957,0.4741951967,,,,inactive,False,False,False,False,,2
2012-04-26,multi_period_ma_breadth_bottom,bottom,0.5351147653333334,False,2054,1946,multi_period_ma_breadth_v1_20120104_20260814,0.5351147653333334,-0.08894021750000003,True,1187,1946,0.6099691675,1025,1946,0.52672148,912,1946,0.4686536485,,,,inactive,False,False,False,False,,2
2012-04-27,multi_period_ma_breadth_bottom,bottom,0.5041710114666668,False,2054,1918,multi_period_ma_breadth_v1_20120104_20260814,0.5041710114666668,-0.1753636262999998,True,1108,1918,0.5776850886,936,1918,0.488008342,857,1918,0.4468196038,,,,inactive,False,False,False,False,,2
2012-05-02,multi_period_ma_breadth_bottom,bottom,0.5851135978333333,False,2054,1966,multi_period_ma_breadth_v1_20120104_20260814,0.5851135978333333,0.044652165299999935,True,1359,1966,0.6912512716,1100,1966,0.5595116989,992,1966,0.504577823,,,,inactive,False,False,False,False,,2
2012-05-03,multi_period_ma_breadth_bottom,bottom,0.5999999999666668,False,2054,1965,multi_period_ma_breadth_v1_20120104_20260814,0.5999999999666668,0.1370839668666668,True,1376,1965,0.7002544529,1136,1965,0.5781170483,1025,1965,0.5216284987,,,,inactive,False,False,False,False,,2
2012-05-04,multi_period_ma_breadth_bottom,bottom,0.6468797564666667,False,2054,1971,multi_period_ma_breadth_v1_20120104_20260814,0.6468797564666667,0.1101739142,True,1504,1971,0.7630644343,1212,1971,0.6149162861,1109,1971,0.562658549,,,,inactive,False,False,False,False,,2
2012-05-07,multi_period_ma_breadth_bottom,bottom,0.6756481952333333,False,2054,1967,multi_period_ma_breadth_v1_20120104_20260814,0.6756481952333333,0.14053342989999995,True,1544,1967,0.7849517031,1265,1967,0.6431113371,1178,1967,0.5988815455,,,,inactive,False,False,False,False,,2
2012-05-08,multi_period_ma_breadth_bottom,bottom,0.6886371438333333,False,2054,1942,multi_period_ma_breadth_v1_20120104_20260814,0.6886371438333333,0.18446613236666654,True,1569,1942,0.8079299691,1254,1942,0.6457260556,1189,1942,0.6122554068,,,,inactive,False,False,False,False,,2
2012-05-09,multi_period_ma_breadth_bottom,bottom,0.5298317185,False,2054,1961,multi_period_ma_breadth_v1_20120104_20260814,0.5298317185,-0.055281879333333284,True,1076,1961,0.548699643,1015,1961,0.5175930648,1026,1961,0.5232024477,,,,inactive,False,False,False,False,,2
2012-05-10,multi_period_ma_breadth_bottom,bottom,0.5428522159,False,2054,1933,multi_period_ma_breadth_v1_20120104_20260814,0.5428522159,-0.05714778406666676,True,1082,1933,0.5597516813,1024,1933,0.529746508,1042,1933,0.5390584584,,,,inactive,False,False,False,False,,2
2012-05-11,multi_period_ma_breadth_bottom,bottom,0.4796113135333333,False,2054,1921,multi_period_ma_breadth_v1_20120104_20260814,0.4796113135333333,-0.16726844293333343,True,856,1921,0.4456012493,913,1921,0.4752732952,995,1921,0.5179593961,,,,inactive,False,False,False,False,,2
2012-05-14,multi_period_ma_breadth_bottom,bottom,0.4588215316333333,False,2054,1963,multi_period_ma_breadth_v1_20120104_20260814,0.4588215316333333,-0.21682666360000002,True,791,1963,0.4029546612,912,1963,0.4645950076,999,1963,0.5089149261,,,,inactive,False,False,False,False,,2
2012-05-15,multi_period_ma_breadth_bottom,bottom,0.43396874463333335,False,2054,1941,multi_period_ma_breadth_v1_20120104_20260814,0.43396874463333335,-0.25466839919999995,True,718,1941,0.3699124163,847,1941,0.4363730036,962,1941,0.495620814,,,,inactive,False,False,False,False,,2
2012-05-16,multi_period_ma_breadth_bottom,bottom,0.3730364232666667,False,2054,1931,multi_period_ma_breadth_v1_20120104_20260814,0.3730364232666667,-0.1567952952333333,True,542,1931,0.2806835836,727,1931,0.3764888659,892,1931,0.4619368203,,,,inactive,False,False,False,False,,2
2012-05-17,multi_period_ma_breadth_bottom,bottom,0.4647239263666667,False,2054,1956,multi_period_ma_breadth_v1_20120104_20260814,0.4647239263666667,-0.07812828953333328,True,800,1956,0.408997955,884,1956,0.4519427403,1043,1956,0.5332310838,,,,inactive,False,False,False,False,,2
2012-05-18,multi_period_ma_breadth_bottom,bottom,0.36964912283333334,False,2054,1900,multi_period_ma_breadth_v1_20120104_20260814,0.36964912283333334,-0.10996219069999996,True,535,1900,0.2815789474,684,1900,0.36,888,1900,0.4673684211,,,,inactive,False,False,False,False,,2
2012-05-21,multi_period_ma_breadth_bottom,bottom,0.3606585200333334,False,2054,1964,multi_period_ma_breadth_v1_20120104_20260814,0.3606585200333334,-0.0981630115999999,True,510,1964,0.2596741344,691,1964,0.3518329939,924,1964,0.4704684318,,,,inactive,False,False,False,False,,2
2012-05-22,multi_period_ma_breadth_bottom,bottom,0.4442748091666666,False,2054,1965,multi_period_ma_breadth_v1_20120104_20260814,0.4442748091666666,0.01030606453333327,True,781,1965,0.3974554707,814,1965,0.4142493639,1024,1965,0.5211195929,,,,inactive,False,False,False,False,,2
2012-05-23,multi_period_ma_breadth_bottom,bottom,0.4118443316,False,2054,1970,multi_period_ma_breadth_v1_20120104_20260814,0.4118443316,0.03880790833333331,True,678,1970,0.3441624365,768,1970,0.3898477157,988,1970,0.5015228426,,,,inactive,False,False,False,False,,2
2012-05-24,multi_period_ma_breadth_bottom,bottom,0.38332494546666673,False,2054,1987,multi_period_ma_breadth_v1_20120104_20260814,0.38332494546666673,-0.08139898089999997,True,592,1987,0.2979365878,734,1987,0.3694011072,959,1987,0.4826371414,,,,inactive,False,False,False,False,,2
2012-05-25,multi_period_ma_breadth_bottom,bottom,0.3194086298666667,False,2054,1939,multi_period_ma_breadth_v1_20120104_20260814,0.3194086298666667,-0.05024049296666666,True,437,1939,0.2253739041,601,1939,0.3099535843,820,1939,0.4228984012,,,,inactive,False,False,False,False,,2
2012-05-28,multi_period_ma_breadth_bottom,bottom,0.38618709896666664,False,2054,1974,multi_period_ma_breadth_v1_20120104_20260814,0.38618709896666664,0.025528578933333268,True,587,1974,0.2973657548,739,1974,0.374366768,961,1974,0.4868287741,,,,inactive,False,False,False,False,,2
