fold_id,test_year,model_id,direction,horizon_trade_days,rows,positives,prevalence,brier_score,log_loss,roc_auc,average_precision
wf_2025,2025,simple_rule,top,10,243,31,0.12757201646090535,0.12225398109656416,0.416657184093295,0.6679853925745587,0.23425194282006173
wf_2025,2025,simple_rule,top,20,243,48,0.19753086419753085,0.18841578198656714,0.56749701800805,0.7712606837606838,0.4755303135459877
wf_2025,2025,simple_rule,bottom,5,243,17,0.06995884773662552,0.07644701467063995,0.30953402087099724,0.11608537220197815,0.04031275624646636
wf_2025,2025,simple_rule,bottom,10,243,22,0.09053497942386832,0.10887830905558528,0.4000244613545228,0.13718634306869598,0.05281453985721966
wf_2025,2025,simple_rule,bottom,20,243,32,0.13168724279835392,0.15024110909681057,0.4867815217509766,0.2513329383886256,0.08555697729772001
wf_2025,2025,elastic_net,top,5,243,26,0.10699588477366255,0.08614173566350851,0.3071142371895097,0.858738036157391,0.46013259410689744
wf_2025,2025,elastic_net,top,10,243,31,0.12757201646090535,0.1106164037423156,0.3850296609071033,0.8817711503347536,0.5497707354705452
wf_2025,2025,elastic_net,top,20,243,48,0.19753086419753085,0.1746597085773295,0.5371790445319431,0.7209401709401709,0.5276219084466218
wf_2025,2025,elastic_net,bottom,5,243,17,0.06995884773662552,0.06787462603937118,0.26878129998977796,0.9409161894846434,0.7636236179679703
wf_2025,2025,elastic_net,bottom,10,243,22,0.09053497942386832,0.07240138565954907,0.28214670347323906,0.8593171534348004,0.6317067285029231
wf_2025,2025,elastic_net,bottom,20,243,32,0.13168724279835392,0.12142374395572238,0.4147170150655062,0.7042357819905214,0.446201346286104
wf_2025,2025,shallow_xgboost,top,5,243,26,0.10699588477366255,0.1133678739756935,0.37918484765858185,0.5940269408011344,0.1262061664224459
wf_2025,2025,shallow_xgboost,top,10,243,31,0.12757201646090535,0.13327055628489087,0.4403688186244672,0.6322276323797931,0.16309652427324528
wf_2025,2025,shallow_xgboost,top,20,243,48,0.19753086419753085,0.1961131330321321,0.5831208752086314,0.5105235042735043,0.18855038515473121
wf_2025,2025,shallow_xgboost,bottom,5,243,17,0.06995884773662552,0.04561818135410472,0.1643314365629495,0.9471629359708486,0.769757124193287
wf_2025,2025,shallow_xgboost,bottom,10,243,22,0.09053497942386832,0.06537978371118115,0.2421028977171019,0.9064171122994652,0.6627609617400667
wf_2025,2025,shallow_xgboost,bottom,20,243,32,0.13168724279835392,0.10725395874212669,0.3716131139685516,0.8047985781990522,0.5396308758107625
wf_2026,2026,simple_rule,top,5,144,48,0.3333333333333333,0.2796925679490417,0.8646301662894891,0.3888888888888889,0.26828533989290654
wf_2026,2026,simple_rule,top,10,139,58,0.4172661870503597,0.3252708618821241,0.9669858447029661,0.49510429970200087,0.420425180075334
wf_2026,2026,simple_rule,top,20,129,71,0.5503875968992248,0.3559703778756997,1.0263521672148133,0.6714424477901895,0.7367597889945761
wf_2026,2026,simple_rule,bottom,5,144,30,0.20833333333333334,0.18761527131312758,0.6862267074514775,0.5646198830409356,0.23109795728152466
wf_2026,2026,simple_rule,bottom,10,139,40,0.28776978417266186,0.24578498791296813,0.8285558707815924,0.5722222222222222,0.31439862854632583
wf_2026,2026,simple_rule,bottom,20,129,51,0.3953488372093023,0.3046795076136269,0.8929932049180436,0.5663650075414781,0.41146541402815984
wf_2026,2026,elastic_net,top,5,144,48,0.3333333333333333,0.2999308001587299,1.040786047491669,0.8209635416666666,0.5616958121227357
wf_2026,2026,elastic_net,top,10,139,58,0.4172661870503597,0.3582428905095885,1.147761232804918,0.8822903363133249,0.7505996437370115
wf_2026,2026,elastic_net,top,20,129,71,0.5503875968992248,0.40672635526545053,1.1465466368385777,0.8773676542010684,0.9042644194443995
wf_2026,2026,elastic_net,bottom,5,144,30,0.20833333333333334,0.1008280652179026,0.3069345184913689,0.954093567251462,0.8701396747391799
wf_2026,2026,elastic_net,bottom,10,139,40,0.28776978417266186,0.1474892930571385,0.4511167925499058,0.9191919191919192,0.8509328149841431
wf_2026,2026,elastic_net,bottom,20,129,51,0.3953488372093023,0.24701204575998983,0.7135591837705332,0.7815485168426345,0.7335522811048869
wf_2026,2026,shallow_xgboost,top,5,144,48,0.3333333333333333,0.2663362514637238,0.7842831191953087,0.8040364583333334,0.628538420282555
wf_2026,2026,shallow_xgboost,top,10,139,58,0.4172661870503597,0.3168635933476125,0.8943324411144635,0.8728182205193699,0.8322303388893902
wf_2026,2026,shallow_xgboost,top,20,129,71,0.5503875968992248,0.4013843896324489,1.0827070154364873,0.09507042253521128,0.36500077856191193
wf_2026,2026,shallow_xgboost,bottom,5,144,30,0.20833333333333334,0.0957476470520051,0.314429339123039,0.9040935672514621,0.8002747087501872
wf_2026,2026,shallow_xgboost,bottom,10,139,40,0.28776978417266186,0.1373899854400014,0.43942100638815945,0.9022727272727272,0.8315185622035037
wf_2026,2026,shallow_xgboost,bottom,20,129,51,0.3953488372093023,0.25144462771586623,0.7548232071906841,0.7055052790346908,0.6977129965989142
