date,signal_id,model_id,direction,version,fold_id,validation_year,test_year,raw_value,pred_score,threshold,raw_triggered,triggered,universe_size,valid_count,truth_intensity,pred_probability_5d,actual_entry_within_5d,pred_probability_10d,actual_entry_within_10d,pred_probability_20d,actual_entry_within_20d,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2019-01-02,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,10.969985671284247,10.969985671284247,12.559356430924332,False,False,1,1,43.196137300917904,0.096224304080242,1.0,0.1411428128555769,1.0,0.2237850463451107,1.0,,,,inactive,False,False,False,False,,2
2019-01-03,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,12.051545585021561,12.051545585021561,12.559356430924332,False,False,1,1,57.54614596853727,0.10975386845418919,1.0,0.14562582644094393,1.0,0.2254692879508741,1.0,,,,inactive,False,False,False,False,,2
2019-01-04,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,4.648253568169547,4.648253568169547,12.559356430924332,False,False,1,1,100.0,0.032703974873796254,1.0,0.07863251090012698,1.0,0.18185451600015273,1.0,,,,inactive,False,False,False,False,,2
2019-01-07,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.4513605731043842,1.4513605731043842,12.559356430924332,False,False,1,1,0.0,0.005174328517994401,0.0,0.036305252561492536,0.0,0.13782041564757475,0.0,,,,inactive,False,False,False,False,,2
2019-01-08,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.5188487213662858,1.5188487213662858,12.559356430924332,False,False,1,1,0.0,0.005839657681109613,0.0,0.03700242278962043,0.0,0.13981818213007685,0.0,,,,inactive,False,False,False,False,,2
2019-01-09,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.4035531147945555,1.4035531147945555,12.559356430924332,False,False,1,1,0.0,0.0053439478589399686,0.0,0.034315892155625256,0.0,0.13506838083579845,0.0,,,,inactive,False,False,False,False,,2
2019-01-10,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.39241914871335,1.39241914871335,12.559356430924332,False,False,1,1,0.0,0.005110345209861508,0.0,0.034489832800768144,0.0,0.13629899006001422,0.0,,,,inactive,False,False,False,False,,2
2019-01-11,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.0976013733408396,1.0976013733408396,12.559356430924332,False,False,1,1,0.0,0.0033670342245168757,0.0,0.02873029925415528,0.0,0.12982803005912788,0.0,,,,inactive,False,False,False,False,,2
2019-01-14,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.2437274472757922,1.2437274472757922,12.559356430924332,False,False,1,1,0.0,0.004803787629523088,0.0,0.030248743773639206,0.0,0.13298131932545115,0.0,,,,inactive,False,False,False,False,,2
2019-01-15,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.7814845289725193,0.7814845289725193,12.559356430924332,False,False,1,1,0.0,0.002182376010608081,0.0,0.02095727360766512,0.0,0.11370618134375453,0.0,,,,inactive,False,False,False,False,,2
2019-01-16,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.7866292063568672,0.7866292063568672,12.559356430924332,False,False,1,1,0.0,0.002128139673644517,0.0,0.02125531430672503,0.0,0.11263362708811846,0.0,,,,inactive,False,False,False,False,,2
2019-01-17,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.037256237648616,1.037256237648616,12.559356430924332,False,False,1,1,0.0,0.00379665667711105,0.0,0.025716342341694752,0.0,0.12201233220229017,0.0,,,,inactive,False,False,False,False,,2
2019-01-18,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.8651454998976812,0.8651454998976812,12.559356430924332,False,False,1,1,0.0,0.002390323947310185,0.0,0.02326076078619894,0.0,0.1174648592899073,0.0,,,,inactive,False,False,False,False,,2
2019-01-21,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.800033520949844,0.800033520949844,12.559356430924332,False,False,1,1,0.0,0.0017005200361770222,0.0,0.022699903947248416,0.0,0.12012617994228386,0.0,,,,inactive,False,False,False,False,,2
2019-01-22,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.984204989530793,0.984204989530793,12.559356430924332,False,False,1,1,0.0,0.0026536948651879814,0.0,0.026614878298921146,0.0,0.13548422019433862,0.0,,,,inactive,False,False,False,False,,2
2019-01-23,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.932395094949043,0.932395094949043,12.559356430924332,False,False,1,1,0.0,0.0021026151499781614,0.0,0.026173734481685727,0.0,0.13759859554566922,0.0,,,,inactive,False,False,False,False,,2
2019-01-24,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.8290355781193218,0.8290355781193218,12.559356430924332,False,False,1,1,0.0,0.0017285132224418005,0.0,0.023601321751613193,0.0,0.12758086708859143,0.0,,,,inactive,False,False,False,False,,2
2019-01-25,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.9664523599874878,0.9664523599874878,12.559356430924332,False,False,1,1,0.0,0.002279175920839105,0.0,0.02689700151762502,0.0,0.13542154491588082,0.0,,,,inactive,False,False,False,False,,2
2019-01-28,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.0587216925595764,1.0587216925595764,12.559356430924332,False,False,1,1,0.0,0.003067788695765285,0.0,0.02813254946186688,0.0,0.13784356198391676,0.0,,,,inactive,False,False,False,False,,2
2019-01-29,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.5715775411055524,1.5715775411055524,12.559356430924332,False,False,1,1,0.0,0.005342692613605457,0.0,0.03991963527177235,0.0,0.16736236080558056,0.0,,,,inactive,False,False,False,False,,2
2019-01-30,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.703481070231396,1.703481070231396,12.559356430924332,False,False,1,1,0.0,0.006051778131661714,0.0,0.04266188670050254,0.0,0.17078394171815178,0.0,,,,inactive,False,False,False,False,,2
2019-01-31,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.7498549224404698,1.7498549224404698,12.559356430924332,False,False,1,1,0.0,0.006991999038668487,0.0,0.042013832991122525,0.0,0.17508480211814614,0.0,,,,inactive,False,False,False,False,,2
2019-02-01,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.1815028448258567,1.1815028448258567,12.559356430924332,False,False,1,1,0.0,0.0033105249012447017,0.0,0.03165887005795759,0.0,0.1533166482570055,0.0,,,,inactive,False,False,False,False,,2
2019-02-11,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.7394099303313657,0.7394099303313657,12.559356430924332,False,False,1,1,0.0,0.0012737614954805869,0.0,0.021674887521590823,0.0,0.13088508481754488,0.0,,,,inactive,False,False,False,False,,2
2019-02-12,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.4948432179249618,0.4948432179249618,12.559356430924332,False,False,1,1,0.0,0.0007846429521213015,0.0,0.014663940375882359,0.0,0.10785214113902838,0.0,,,,inactive,False,False,False,False,,2
2019-02-13,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.37397509698327586,0.37397509698327586,12.559356430924332,False,False,1,1,0.0,0.0004817658134288586,0.0,0.011341716334775192,0.0,0.09168685106887761,0.0,,,,inactive,False,False,False,False,,2
2019-02-14,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3391478990186961,0.3391478990186961,12.559356430924332,False,False,1,1,0.0,0.0003545308683906258,0.0,0.01047769127437841,0.0,0.09331405426155086,0.0,,,,inactive,False,False,False,False,,2
2019-02-15,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.4477358240533103,0.4477358240533103,12.559356430924332,False,False,1,1,0.0,0.0005943246701496085,0.0,0.013537769904761257,0.0,0.10282715984067853,0.0,,,,inactive,False,False,False,False,,2
2019-02-18,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.1614076545541875,0.1614076545541875,12.559356430924332,False,False,1,1,0.0,0.00012530164675494243,0.0,0.005087884642711385,0.0,0.06936529999285458,0.0,,,,inactive,False,False,False,False,,2
2019-02-19,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.16382955944813068,0.16382955944813068,12.559356430924332,False,False,1,1,0.0,0.00016572688539585867,0.0,0.005074289249014019,0.0,0.06577967887886738,0.0,,,,inactive,False,False,False,False,,2
2019-02-20,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.1983487181040454,0.1983487181040454,12.559356430924332,False,False,1,1,0.0,0.00020817822809287206,0.0,0.006125874737918146,0.0,0.07182590003495049,0.0,,,,inactive,False,False,False,False,,2
2019-02-21,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.1570121484061806,0.1570121484061806,12.559356430924332,False,False,1,1,0.0,0.00020502698109834707,0.0,0.0047553419909765445,0.0,0.0659328565545891,0.0,,,,inactive,False,False,False,False,,2
2019-02-22,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.12614613202006217,0.12614613202006217,12.559356430924332,False,False,1,1,0.0,0.0001363591346548224,0.0,0.0038866997531408205,0.0,0.06067211787517188,0.0,,,,inactive,False,False,False,False,,2
2019-02-25,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06363002477635722,0.06363002477635722,12.559356430924332,False,False,1,1,0.0,4.4889903664110667e-05,0.0,0.0020162577173289823,0.0,0.04380052323845716,0.0,,,,inactive,False,False,False,False,,2
2019-02-26,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06864474922718587,0.06864474922718587,12.559356430924332,False,False,1,1,0.0,3.701764009944165e-05,0.0,0.0022017838140074987,0.0,0.04464199816100759,0.0,,,,inactive,False,False,False,False,,2
2019-02-27,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.0955983161361539,0.0955983161361539,12.559356430924332,False,False,1,1,0.0,3.996771676453008e-05,0.0,0.003093352532087893,0.0,0.05991762196814517,0.0,,,,inactive,False,False,False,False,,2
2019-02-28,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.10001677017828288,0.10001677017828288,12.559356430924332,False,False,1,1,0.0,2.638472448834774e-05,0.0,0.0032723279821366183,0.0,0.06510703502693545,0.0,,,,inactive,False,False,False,False,,2
2019-03-01,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.09042913702870346,0.09042913702870346,12.559356430924332,False,False,1,1,0.0,2.4669678903827392e-05,0.0,0.0029567419835145187,0.0,0.0633132463147297,0.0,,,,inactive,False,False,False,False,,2
2019-03-04,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06138172883142567,0.06138172883142567,12.559356430924332,False,False,1,1,0.0,1.4981169827781403e-05,0.0,0.0020111015647826993,0.0,0.052668647066341584,0.0,,,,inactive,False,False,False,False,,2
2019-03-05,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06420333225139951,0.06420333225139951,12.559356430924332,False,False,1,1,0.0,9.444212636686157e-06,0.0,0.002118074578894383,0.0,0.05575981702257159,0.0,,,,inactive,False,False,False,False,,2
2019-03-06,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.05927344369670018,0.05927344369670018,12.559356430924332,False,False,1,1,0.0,1.3795114295375716e-05,0.0,0.0019435928565341293,0.0,0.04788682819319753,0.0,,,,inactive,False,False,False,False,,2
2019-03-07,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06544421999072016,0.06544421999072016,12.559356430924332,False,False,1,1,0.0,2.367096894278504e-05,0.0,0.0021262417388241734,0.0,0.04730720028981035,0.0,,,,inactive,False,False,False,False,,2
2019-03-08,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.11260300569027842,0.11260300569027842,12.559356430924332,False,False,1,1,0.0,5.1644596651229334e-05,0.0,0.003632929464156413,0.0,0.07135892580407419,0.0,,,,inactive,False,False,False,False,,2
2019-03-11,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.0815009670655052,0.0815009670655052,12.559356430924332,False,False,1,1,0.0,1.7446250009759547e-05,0.0,0.002675990985494068,0.0,0.07181318706898838,0.0,,,,inactive,False,False,False,False,,2
2019-03-12,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.06610401939713054,0.06610401939713054,12.559356430924332,False,False,1,1,0.0,1.545104790511592e-05,0.0,0.0021674148681257474,0.0,0.06223984221965993,0.0,,,,inactive,False,False,False,False,,2
2019-03-13,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.10295232203778763,0.10295232203778763,12.559356430924332,False,False,1,1,0.0,2.0460652221244126e-05,0.0,0.003384002546076685,0.0,0.07449913129676579,0.0,,,,inactive,False,False,False,False,,2
2019-03-14,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.12237267066625308,0.12237267066625308,12.559356430924332,False,False,1,1,0.0,2.3937982393310673e-05,0.0,0.004023233729957379,0.0,0.08706450962582776,0.0,,,,inactive,False,False,False,False,,2
2019-03-15,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.12536601642187573,0.12536601642187573,12.559356430924332,False,False,1,1,0.0,1.9966334236372125e-05,0.0,0.0041322791008443225,0.0,0.08954676893879006,0.0,,,,inactive,False,False,False,False,,2
2019-03-18,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.0904993654893839,0.0904993654893839,12.559356430924332,False,False,1,1,0.0,1.435460779810356e-05,0.0,0.0029831514314505553,0.0,0.08061739840951399,0.0,,,,inactive,False,False,False,False,,2
2019-03-19,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.07309441550969756,0.07309441550969756,12.559356430924332,False,False,1,1,0.0,8.114851023559508e-06,0.0,0.002417545864601613,0.0,0.07623825716932758,0.0,,,,inactive,False,False,False,False,,2
2019-03-20,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.08692601405388597,0.08692601405388597,12.559356430924332,False,False,1,1,0.0,1.2213833732016546e-05,0.0,0.0028690348564214935,0.0,0.08551253899828665,0.0,,,,inactive,False,False,False,False,,2
2019-03-21,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.07685004142814203,0.07685004142814203,12.559356430924332,False,False,1,1,0.0,1.497989316046929e-05,0.0,0.0025267149635636397,0.0,0.0793790403955317,0.0,,,,inactive,False,False,False,False,,2
2019-03-22,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.14393463610690052,0.14393463610690052,12.559356430924332,False,False,1,1,0.0,4.068227303301859e-05,0.0,0.004702895899819641,0.0,0.0920859126928611,0.0,,,,inactive,False,False,False,False,,2
2019-03-25,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.24041801161715248,0.24041801161715248,12.559356430924332,False,False,1,1,0.0,0.0001626754722651313,0.0,0.007634357618619777,0.0,0.10505827177395692,0.0,,,,inactive,False,False,False,False,,2
2019-03-26,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.2654834809110052,0.2654834809110052,12.559356430924332,False,False,1,1,0.0,0.0002938426905911567,0.0,0.008163816418987474,0.0,0.11930829990953881,0.0,,,,inactive,False,False,False,False,,2
2019-03-27,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.26857940182625983,0.26857940182625983,12.559356430924332,False,False,1,1,0.0,0.00018999551633657548,0.0,0.008509323856089986,0.0,0.12257288693583542,0.0,,,,inactive,False,False,False,False,,2
2019-03-28,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3713967159609711,0.3713967159609711,12.559356430924332,False,False,1,1,0.0,0.00033175839385725663,0.0,0.011605787613032105,0.0,0.12922027928722513,0.0,,,,inactive,False,False,False,False,,2
2019-03-29,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.2666187018434797,0.2666187018434797,12.559356430924332,False,False,1,1,0.0,0.00017880582971408558,0.0,0.008470076458783123,0.0,0.11508465334248448,0.0,,,,inactive,False,False,False,False,,2
2019-04-01,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.15955575771894717,0.15955575771894717,12.559356430924332,False,False,1,1,0.0,6.181505976884005e-05,0.0,0.005174290117837613,0.0,0.0897240321998416,0.0,,,,inactive,False,False,False,False,,2
2019-04-02,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.18822463822020194,0.18822463822020194,12.559356430924332,False,False,1,1,0.0,8.29387769727738e-05,0.0,0.0060806307944035924,0.0,0.09182019277064558,0.0,,,,inactive,False,False,False,False,,2
2019-04-03,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.2038953654816265,0.2038953654816265,12.559356430924332,False,False,1,1,0.0,9.51962812724198e-05,0.0,0.006574387526418571,0.0,0.09482091773098225,0.0,,,,inactive,False,False,False,False,,2
2019-04-04,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.1914146336233861,0.1914146336233861,12.559356430924332,False,False,1,1,0.0,8.991908711448208e-05,0.0,0.006170676584179078,0.0,0.0905662787939978,0.0,,,,inactive,False,False,False,False,,2
2019-04-08,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.17223728700477312,0.17223728700477312,12.559356430924332,False,False,1,1,0.0,9.61304082723694e-05,0.0,0.005516938614190242,0.0,0.08769792837205966,0.0,,,,inactive,False,False,False,False,,2
2019-04-09,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.24871191425477057,0.24871191425477057,12.559356430924332,False,False,1,1,0.0,0.00010546874597546333,0.0,0.008044303401216271,0.0,0.10522514394487126,0.0,,,,inactive,False,False,False,False,,2
2019-04-10,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.35724538771023456,0.35724538771023456,12.559356430924332,False,False,1,1,0.0,0.0002818052053784639,0.0,0.011250634111124737,0.0,0.10925279221123496,0.0,,,,inactive,False,False,False,False,,2
2019-04-11,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3937883595914546,0.3937883595914546,12.559356430924332,False,False,1,1,0.0,0.00039719660198461905,0.0,0.012199486581751042,0.0,0.11758816154421653,0.0,,,,inactive,False,False,False,False,,2
2019-04-12,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3835863201190023,0.3835863201190023,12.559356430924332,False,False,1,1,0.0,0.0002923119390476029,0.0,0.012104149479522337,0.0,0.12495772091922125,0.0,,,,inactive,False,False,False,False,,2
2019-04-15,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.434390101587452,0.434390101587452,12.559356430924332,False,False,1,1,0.0,0.0005078455594471781,0.0,0.013294697080871653,0.0,0.1288848154037651,0.0,,,,inactive,False,False,False,False,,2
2019-04-16,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3642316915817858,0.3642316915817858,12.559356430924332,False,False,1,1,0.0,0.0003638783282583052,0.0,0.011292006953456816,0.0,0.12451183186748005,0.0,,,,inactive,False,False,False,False,,2
2019-04-17,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3297603193904631,0.3297603193904631,12.559356430924332,False,False,1,1,0.0,0.00025064306071814285,0.0,0.010407176838006436,0.0,0.12017893032905713,0.0,,,,inactive,False,False,False,False,,2
2019-04-18,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.38457788754504896,0.38457788754504896,12.559356430924332,False,False,1,1,0.0,0.00033753122905504226,0.0,0.0120316900503732,0.0,0.12592519659391607,0.0,,,,inactive,False,False,False,False,,2
2019-04-19,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.3721857432419508,0.3721857432419508,12.559356430924332,False,False,1,1,0.0,0.0003249058285563119,0.0,0.011648077841433633,0.0,0.1258983731530835,0.0,,,,inactive,False,False,False,False,,2
2019-04-22,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.4382501221970825,0.4382501221970825,12.559356430924332,False,False,1,1,0.0,0.0005612511552990044,0.0,0.01329875137753841,0.0,0.1301583523239568,0.0,,,,inactive,False,False,False,False,,2
2019-04-23,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.5401729078941825,0.5401729078941825,12.559356430924332,False,False,1,1,0.0,0.0007476636601504345,0.0,0.016261215056121738,0.0,0.14114741331381275,1.0,,,,inactive,False,False,False,False,,2
2019-04-24,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,0.4379882463614108,0.4379882463614108,12.559356430924332,False,False,1,1,0.0,0.0004289981842725491,0.0,0.013598612448744411,0.0,0.13714965584179983,1.0,,,,inactive,False,False,False,False,,2
2019-04-25,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.03535566195333,1.03535566195333,12.559356430924332,False,False,1,1,0.0,0.00242801848558303,0.0,0.02884647893208393,0.0,0.17442624058124157,1.0,,,,inactive,False,False,False,False,,2
2019-04-26,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,1.5172253637908824,1.5172253637908824,12.559356430924332,False,False,1,1,0.0,0.003553871114573104,0.0,0.042281812859025505,0.0,0.19207758529775734,1.0,,,,inactive,False,False,False,False,,2
2019-04-29,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,3.426912431447161,3.426912431447161,12.559356430924332,False,False,1,1,0.0,0.013183670661768385,0.0,0.08346851617077913,0.0,0.2406511108334941,1.0,,,,inactive,False,False,False,False,,2
2019-04-30,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,3.929305611107032,3.929305611107032,12.559356430924332,False,False,1,1,0.0,0.01611540535850366,0.0,0.09337424120039252,0.0,0.24519814585860703,1.0,,,,inactive,False,False,False,False,,2
2019-05-06,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,12.400398758944203,12.400398758944203,12.559356430924332,False,False,1,1,0.0,0.09024436446243463,0.0,0.20277644155245933,0.0,0.32397259727566485,1.0,,,,inactive,False,False,False,False,,2
2019-05-07,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,6.622322370556703,6.622322370556703,12.559356430924332,False,False,1,1,0.0,0.038703168885182285,0.0,0.13043668495313146,0.0,0.29594677622597987,1.0,,,,inactive,False,False,False,False,,2
2019-05-08,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,9.826817746970084,9.826817746970084,12.559356430924332,False,False,1,1,0.0,0.05409612507747685,0.0,0.20133629971822353,0.0,0.329382794827868,1.0,,,,inactive,False,False,False,False,,2
2019-05-09,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,10.838417804429445,10.838417804429445,12.559356430924332,False,False,1,1,0.0,0.05875414071832961,0.0,0.22418759847154582,0.0,0.34012335498438884,1.0,,,,inactive,False,False,False,False,,2
2019-05-10,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,7.226131077242987,7.226131077242987,12.559356430924332,False,False,1,1,0.0,0.03492360886514992,0.0,0.15938261522274974,1.0,0.2895356016113181,1.0,,,,inactive,False,False,False,False,,2
2019-05-13,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,4.959038751613011,4.959038751613011,12.559356430924332,False,False,1,1,0.0,0.011987667951781062,0.0,0.13733006649961127,1.0,0.2963480836202667,1.0,,,,inactive,False,False,False,False,,2
2019-05-14,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,5.698888187839582,5.698888187839582,12.559356430924332,False,False,1,1,0.0,0.021685458248402793,0.0,0.13936353701504622,1.0,0.2837891893584603,1.0,,,,inactive,False,False,False,False,,2
2019-05-15,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,3.9289481159831254,3.9289481159831254,12.559356430924332,False,False,1,1,0.0,0.012362945274993693,0.0,0.10211806489111891,1.0,0.2464817718401921,1.0,,,,inactive,False,False,False,False,,2
2019-05-16,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,2.7932402739815068,2.7932402739815068,12.559356430924332,False,False,1,1,0.0,0.007978901446333285,0.0,0.07449057242460588,1.0,0.2151987911209327,1.0,,,,inactive,False,False,False,False,,2
2019-05-17,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,4.736508148046989,4.736508148046989,12.559356430924332,False,False,1,1,0.0,0.0253973945885941,1.0,0.09862301756151338,1.0,0.25074913766646595,1.0,,,,inactive,False,False,False,False,,2
2019-05-20,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,8.050901083974047,8.050901083974047,12.559356430924332,False,False,1,1,0.0,0.05056153408396462,1.0,0.15038645660321748,1.0,0.2603202851483654,1.0,,,,inactive,False,False,False,False,,2
2019-05-21,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,6.136402755066666,6.136402755066666,12.559356430924332,False,False,1,1,0.0,0.04244924988178899,1.0,0.10549850877804791,1.0,0.22605244907639988,1.0,,,,inactive,False,False,False,False,,2
2019-05-22,ml_elastic_net,elastic_net,bottom,all_a_ml_walk_forward_v3,wf_2019,2018,2019,6.158269347491673,6.158269347491673,12.559356430924332,False,False,1,1,0.0,0.04234183494095368,1.0,0.10647803005416387,1.0,0.22793832560845118,1.0,,,,inactive,False,False,False,False,,2
