signal_id,direction,version,event_kind,episode_id,event_date,index_id,index_name,horizon,event_date_available,available_future_bars,complete_window,window_end_date,close,terminal_return,max_up,max_down
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,all_a,全A,5,True,5,True,2018-04-02,4627.56005859375,0.022748493417336757,0.029849398184683018,-0.0023446692250056467
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,all_a,全A,10,True,10,True,2018-04-11,4627.56005859375,0.025912177201745212,0.029849398184683018,-0.0023446692250056467
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,all_a,全A,20,True,20,True,2018-04-25,4627.56005859375,0.0006007021240248545,0.029849398184683018,-0.02808823198898669
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,cni2000,国证2000,5,True,5,True,2018-04-02,6889.46,0.04818229585482747,0.05382715045881681,0.007138440458323236
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,cni2000,国证2000,10,True,10,True,2018-04-11,6889.46,0.04269129946323802,0.05382715045881681,0.007138440458323236
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,cni2000,国证2000,20,True,20,True,2018-04-25,6889.46,0.019989955671416926,0.05382715045881681,-0.017117451875763856
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi1000,中证1000,5,True,5,True,2018-04-02,6515.25,0.049210697977821294,0.05531483826407291,0.008467825486359049
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi1000,中证1000,10,True,10,True,2018-04-11,6515.25,0.0375365488661219,0.05531483826407291,0.008467825486359049
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi1000,中证1000,20,True,20,True,2018-04-25,6515.25,0.017922566286788788,0.05531483826407291,-0.018545719657726112
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi300,沪深300,5,True,5,True,2018-04-02,3879.89,0.0018119070386015679,0.014724644255378339,-0.022070213330790178
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi300,沪深300,10,True,10,True,2018-04-11,3879.89,0.015064860086239529,0.020315008930665623,-0.022070213330790178
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi300,沪深300,20,True,20,True,2018-04-25,3879.89,-0.013193673016503094,0.020315008930665623,-0.04427445107979855
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi500,中证500,5,True,5,True,2018-04-02,5902.96,0.03710003117080252,0.045119736538956845,0.00781641752612261
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi500,中证500,10,True,10,True,2018-04-11,5902.96,0.031111510157615818,0.045119736538956845,0.00781641752612261
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,csi500,中证500,20,True,20,True,2018-04-25,5902.96,0.009564692967595878,0.045119736538956845,-0.02388462737338548
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,microcap,微盘股,5,True,5,True,2018-04-02,829.43,0.07450900015673434,0.07963300097657444,0.006257309236463726
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,microcap,微盘股,10,True,10,True,2018-04-11,829.43,0.08041667169019684,0.08148969774423409,0.006257309236463726
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,microcap,微盘股,20,True,20,True,2018-04-25,829.43,0.03653111172733081,0.0837201451599292,-0.009922476881713882
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,sse_composite,上证指数,5,True,5,True,2018-04-02,3133.72,0.00940096754017583,0.01870620221334396,-0.011318815975900787
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,sse_composite,上证指数,10,True,10,True,2018-04-11,3133.72,0.023728986635691784,0.02780401567466151,-0.011318815975900787
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000001,2018-03-26,sse_composite,上证指数,20,True,20,True,2018-04-25,3133.72,-0.005025975517914838,0.02780401567466151,-0.029386799075858616
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,all_a,全A,5,True,5,True,2019-03-05,4163.02978515625,0.04619238941177373,0.049389594159433337,-0.01332917345237472
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,all_a,全A,10,True,10,True,2019-03-12,4163.02978515625,0.06651895961533616,0.0770809130078578,-0.01332917345237472
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,all_a,全A,20,True,20,True,2019-03-26,4163.02978515625,0.042164068598157245,0.08659323929421991,-0.01332917345237472
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,cni2000,国证2000,5,True,5,True,2019-03-05,5921.72,0.05714387036198931,0.05714387036198931,-0.01336773775186939
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,cni2000,国证2000,10,True,10,True,2019-03-12,5921.72,0.12245597562870247,0.13071371155677736,-0.01336773775186939
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,cni2000,国证2000,20,True,20,True,2019-03-26,5921.72,0.0972960558756577,0.14204825624987327,-0.01336773775186939
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,csi1000,中证1000,5,True,5,True,2019-03-05,5323.76,0.06208957578854046,0.06208957578854046,-0.014717042090552579
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,csi1000,中证1000,10,True,10,True,2019-03-12,5323.76,0.12818383999278704,0.135779975055224,-0.014717042090552579
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,csi1000,中证1000,20,True,20,True,2019-03-26,5323.76,0.08726914812087694,0.135779975055224,-0.014717042090552579
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,single_industry_top1_801010::top::single_industry_top1_v1_20170103_20260814::000002,2019-02-26,csi300,沪深300,5,True,5,True,2019-03-05,3684.69,0.03563936179162974,0.05479158355248326,-0.01258179114118152
