signal_id,direction,version,event_kind,index_id,index_name,horizon,outcome_name,event_count,event_mean,event_median,event_q25,event_q75,baseline_count,baseline_mean,mean_difference,hac_lag,hac_standard_error,ci95_lower,ci95_upper,hac_p_value,local_fdr_q_value,global_fdr_q_value,inference_eligible
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,5,max_down,28,-0.023847968452231676,-0.02445267741663959,-0.03561613970947372,-0.007545704465813791,2300,-0.019958571045184816,-0.003889397407046867,5,0.004842931044730284,-0.013381542254718222,0.005602747440624489,0.4219122256751833,0.9948928926408313,0.856393988977666,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,5,max_up,28,0.024815242036066793,0.012918165343038468,0.00506520259110782,0.029364645253519284,2300,0.017280770603777567,0.00753447143228923,5,0.007539632175373783,-0.007243207631443385,0.022312150496021844,0.31764187047774817,0.9948928926408313,0.832227609315145,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,5,terminal_return,28,-0.0009276886730998991,-0.002493847430141305,-0.013073406168112006,0.014130823951226279,2300,0.0008512491706104667,-0.0017789378437103748,5,0.005624823734535647,-0.012803592363400243,0.009245716675979492,0.7518009745772096,0.9948928926408313,0.9412152760517558,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,10,max_down,28,-0.03136981985398831,-0.027382606557051548,-0.042704201940351155,-0.022002074564109853,2295,-0.029216872460853725,-0.002152947393134586,10,0.004815681842017189,-0.011591683803488276,0.007285789017219104,0.6548244421855394,0.9948928926408313,0.9079297212558278,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,10,max_up,28,0.029767393014707218,0.0202828543653244,0.008734155492261253,0.031060649988057354,2295,0.025580728491577363,0.004186664523129854,10,0.007498644563269544,-0.010510678820878451,0.01888400786713816,0.576623951764798,0.9948928926408313,0.8890584266144615,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,10,terminal_return,28,-0.0028889201542918663,-0.013251274929866552,-0.02252852219746196,0.016397171762977336,2295,0.0016781417919273722,-0.004567061946219268,10,0.007422754136314424,-0.019115660053395538,0.009981536160957004,0.538370732301396,0.9948928926408313,0.8881433155120341,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,20,max_down,28,-0.04459848851645433,-0.03580962913342428,-0.06404309782138567,-0.024516913654432315,2285,-0.04220915783107481,-0.002389330685379505,20,0.006396475942844659,-0.014926423533355037,0.010147762162596026,0.7087476202537757,0.9948928926408313,0.9241309114991335,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,20,max_up,28,0.03888631108403373,0.0224759862399182,0.011252261500430627,0.054084704770338055,2285,0.03800293028200867,0.0008833808020250482,20,0.008531840397626294,-0.01583902637732249,0.01760578798137258,0.9175349583799889,0.9948928926408313,0.9823697184086286,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,all_a,全A,20,terminal_return,28,-0.0020780576735487228,-0.0032244776137738684,-0.03294724712579494,0.03734811965043161,2285,0.0032362210370153574,-0.005314278710564083,20,0.010721937097017903,-0.02632927542071917,0.015700717999591007,0.6201446215069631,0.9948928926408313,0.9018434947041097,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,5,max_down,28,-0.029324810036120065,-0.02169653320007031,-0.04598560034331084,-0.010864466457666005,2302,-0.02533728031822695,-0.003987529717893117,5,0.005723645089314156,-0.015205874092948865,0.007230814657162629,0.4860051932787283,0.9948928926408313,0.8830884907598696,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,5,max_up,28,0.03206316380954421,0.015466868712127324,0.004316784729013201,0.04105041731808884,2302,0.020739098480804248,0.011324065328739953,5,0.00917335610883836,-0.006655712644583235,0.02930384330206314,0.21703462259624212,0.9948928926408313,0.8060233634923268,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,5,terminal_return,28,0.001795631780255495,-0.00016129612422427497,-0.018292360759259718,0.013268491618744938,2302,0.0008368329619791833,0.0009587988182763345,5,0.007130737733430448,-0.013017447139247344,0.014935044775800013,0.8930388588469946,0.9948928926408313,0.9775978883341473,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,10,max_down,28,-0.039775416332669546,-0.04003996463020454,-0.05930707046479547,-0.017644822150945122,2297,-0.037703755551118955,-0.0020716607815506115,10,0.0058103305809844895,-0.013459908720280212,0.009316587157178988,0.7214303364839361,0.9948928926408313,0.9265580609133814,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,10,max_up,28,0.040461569802994965,0.023533206947099816,0.008342774485823323,0.051179722730065436,2297,0.03108758741908874,0.009373982383906207,10,0.009600349158066797,-0.009442701965904713,0.028190666733717125,0.32885588634005625,0.9948928926408313,0.8341838029312161,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,10,terminal_return,28,0.0016738537896935515,-0.006333807200867958,-0.03968836452943017,0.02839491480048073,2297,0.0016100638381341963,6.378995155935865e-05,10,0.009965850795103747,-0.019469277606843985,0.0195968575099627,0.9948928926408313,0.9948928926408313,0.9990424089328561,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,20,max_down,28,-0.05585956633263539,-0.05395381323055248,-0.07683724711752288,-0.03191098962564781,2287,-0.05544677770385907,-0.0004127886287763354,20,0.008062967661969919,-0.016216205246237375,0.015390627988684706,0.9591696419756062,0.9948928926408313,0.9905210628461659,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,20,max_up,28,0.04879377131497053,0.029158190556978436,0.013904156928560008,0.05673784107070651,2287,0.0460168511018868,0.002776920213083701,20,0.010847573699362687,-0.018484324237667164,0.024038164663834568,0.7979550124840575,0.9948928926408313,0.9521910519631372,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,cni2000,国证2000,20,terminal_return,28,-0.000583153297404695,-0.0037154317460406094,-0.042418446777394175,0.025054923185245603,2287,0.0031500868481273716,-0.003733240145532072,20,0.014182976944661979,-0.03153187495706955,0.024065394666005407,0.7923811819314348,0.9948928926408313,0.950895147476537,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,5,max_down,28,-0.02943437879400877,-0.022415548588051448,-0.04425665291279021,-0.01028196547757762,2302,-0.025239852542083167,-0.004194526251925607,5,0.005996615786515385,-0.015947893193495762,0.007558840689644548,0.4842507072734551,0.9948928926408313,0.8828543934589012,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,5,max_up,28,0.03230091427218866,0.01531407810698071,0.005955314018888935,0.041992670501598106,2302,0.020693361465307456,0.0116075528068812,5,0.008799017692424388,-0.005638521870270601,0.028853627484033,0.18710648727123672,0.9948928926408313,0.7937992338613172,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,5,terminal_return,28,0.0004889805749592033,-0.0009461771020650156,-0.02061288428168162,0.012027258984414868,2302,0.0004001701977429914,8.881037721619616e-05,5,0.007317322464220403,-0.014253141652655793,0.014430762407088184,0.9903163090734378,0.9948928926408313,0.9990424089328561,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,10,max_down,28,-0.039871573004192404,-0.035851492645803784,-0.06058148543980521,-0.02252884239487052,2297,-0.03757830662728182,-0.002293266376910601,10,0.00591611142222118,-0.013888844764464113,0.009302312010642912,0.6982893509588742,0.9948928926408313,0.9226878122687705,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,10,max_up,28,0.04012750393025794,0.024472411215650358,0.0109046270076959,0.04746088755474992,2297,0.030734196613875223,0.009393307316382726,10,0.009347924944381842,-0.008928625574605685,0.027715240207371136,0.31496676852259814,0.9948928926408313,0.832227609315145,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,10,terminal_return,28,-0.0009787650346297163,-0.01651131082759849,-0.03681011241309992,0.024367197106792193,2297,0.0007491630794296836,-0.0017279281140594265,10,0.010025691644167875,-0.02137828373662846,0.01792242750850961,0.8631623656144087,0.9948928926408313,0.9665219445041681,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,20,max_down,28,-0.05660348801734489,-0.054305842675604565,-0.08177658176770303,-0.03430907996695731,2287,-0.05514801359606192,-0.0014554744212829987,20,0.008344869289892346,-0.017811418229471996,0.014900469386905998,0.8615389458660908,0.9948928926408313,0.9665219445041681,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,20,max_up,28,0.047707442960864446,0.02948247595639919,0.013721630875981605,0.053366505702225175,2287,0.04542677660849503,0.002280666352369416,20,0.01010995748328161,-0.01753485031486254,0.02209618301960137,0.8215233164363096,0.9948928926408313,0.9596685786949609,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi1000,中证1000,20,terminal_return,28,-0.005195707970686941,-0.014675921447522666,-0.042249623447544155,0.023274086987567888,2287,0.001493696616637233,-0.006689404587324163,20,0.013801275821581223,-0.03373990519762336,0.020361096022975034,0.6278929603670411,0.9948928926408313,0.9038892823774052,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,5,max_down,28,-0.021209647810079533,-0.01943203759566753,-0.03226899815966447,-0.005422867428070466,2302,-0.018070043244876256,-0.0031396045652032885,5,0.004365823605169402,-0.011696618831335315,0.005417409700928739,0.47205943646869675,0.9948928926408313,0.8780965741305828,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,5,max_up,28,0.02379411633571479,0.016331669653283032,0.005989898729774679,0.028568249216547825,2302,0.01747654264146677,0.006317573694248007,5,0.006782414219126189,-0.006975958175239323,0.019611105563735336,0.3516136733153946,0.9948928926408313,0.8366312696467273,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,5,terminal_return,28,-0.001957779369084006,-0.0002656832591401703,-0.01836744038475302,0.012261250274486324,2302,0.0011024980594388013,-0.003060277428522814,5,0.004903436858298839,-0.01267101367078854,0.00655045881374291,0.5325562241166113,0.9948928926408313,0.8881433155120341,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,10,max_down,28,-0.027719703263182044,-0.02371305706679927,-0.04137105301342339,-0.012054013878423003,2297,-0.025988981525622422,-0.0017307217375596123,10,0.004508758873984127,-0.010567889130568501,0.007106445655449277,0.7010839316034407,0.9948928926408313,0.9226878122687705,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,10,max_up,28,0.02796548429199971,0.019379951793140116,0.01229348888850429,0.032139592991386856,2297,0.026090608532661586,0.0018748757593381234,10,0.006534014546284853,-0.010931792751380188,0.014681544270056435,0.7741576028935488,0.9948928926408313,0.945609589228488,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,10,terminal_return,28,-0.004132090570605794,-0.0072488089998647975,-0.01943086229464472,0.012890511392435411,2297,0.00216209340390794,-0.006294183974513727,10,0.006133722178294124,-0.01831627944397021,0.005727911494942756,0.3048158939172433,0.9948928926408313,0.832227609315145,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,20,max_down,28,-0.03898486025751719,-0.04225436976996083,-0.05775374442130135,-0.01899296394887312,2287,-0.03687335497065686,-0.0021115052868603272,20,0.005276729032981783,-0.012453894191504621,0.008230883617783968,0.6890429454848696,0.9948928926408313,0.9210828087251504,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,20,max_up,28,0.03781393647769486,0.02613299513933187,0.016387150854286714,0.0532878757045151,2287,0.03908270522676774,-0.0012687687490728786,20,0.007522950278865693,-0.016013751295649636,0.01347621379750388,0.8660695252742796,0.9948928926408313,0.9666062673690561,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi300,沪深300,20,terminal_return,28,-0.0018348733096069738,-0.010549990377530516,-0.032278358501629634,0.032957601262229186,2287,0.004165584213794014,-0.006000457523400991,20,0.00913384854638284,-0.023902800674311355,0.011901885627509375,0.5112147760599295,0.9948928926408313,0.8870578467605604,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,5,max_down,28,-0.025992405081485814,-0.021039272014852617,-0.03701151323541499,-0.010214715620867093,2302,-0.02207826454709068,-0.00391414053439513,5,0.0054929694298990915,-0.014680360616997349,0.006852079548207089,0.47611015621949676,0.9948928926408313,0.8785022242655902,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,5,max_up,28,0.027294256974293617,0.015778977946846906,0.004654448901520114,0.034948663920457534,2302,0.01955288964322606,0.007741367331067556,5,0.008014284254336859,-0.007966629807432688,0.0234493644695678,0.3340711082941862,0.9948928926408313,0.8341838029312161,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,5,terminal_return,28,-0.001496854605951063,-0.00283723074054415,-0.018857688039577464,0.009469746751910924,2302,0.0010231247059552095,-0.002519979311906286,5,0.00645615196892126,-0.015174037170991956,0.010134078547179385,0.6962983240554278,0.9948928926408313,0.9226878122687705,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,10,max_down,28,-0.03449952482140026,-0.030190343786696328,-0.0494438635502841,-0.021193380775410414,2297,-0.032371339261984176,-0.0021281855594161105,10,0.005558147945071275,-0.013022155531755808,0.008765784412923588,0.7017978186464303,0.9948928926408313,0.9226878122687705,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,10,max_up,28,0.03407499294894144,0.019463835870710988,0.00726805240359929,0.040912938136167754,2297,0.028930114730612147,0.005144878218329286,10,0.008347613304630474,-0.011216443858746442,0.021506200295405016,0.5376772399756237,0.9948928926408313,0.8881433155120341,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,10,terminal_return,28,-0.004072488944611462,-0.014506198600784392,-0.0300423660864102,0.013277636255775105,2297,0.0019785897434296132,-0.0060510786880410795,10,0.008795908018172064,-0.023291058403658325,0.011188901027576165,0.4914890104707647,0.9948928926408313,0.8852240696784425,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,20,max_down,28,-0.04934696556752787,-0.045732239093280946,-0.07789169919677558,-0.027285132348225216,2287,-0.046856260066676564,-0.0024907055008513003,20,0.007383308630081342,-0.01696199041581073,0.01198057941410813,0.7358585504922538,0.9948928926408313,0.933702974848577,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,20,max_up,28,0.04197775964356306,0.024228488647340174,0.01028172547859807,0.05693603189556473,2287,0.0432668431520612,-0.0012890835084981372,20,0.009739037028130148,-0.020377596083633227,0.017799429066636955,0.8946975564609254,0.9948928926408313,0.9775978883341473,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,csi500,中证500,20,terminal_return,28,-0.004141555786833494,-0.009705090491772095,-0.041416997979195125,0.02793398951595738,2287,0.0038882978477506602,-0.008029853634584153,20,0.012285799148594418,-0.03211001996582921,0.016050312696660907,0.5133771336769206,0.9948928926408313,0.8870578467605604,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,5,max_down,28,-0.02915989814471342,-0.021131712874293607,-0.04051551777017676,-0.012628179884517865,2302,-0.02640052082443469,-0.0027593773202787284,5,0.004890625820611311,-0.012345003928676896,0.00682624928811944,0.572606029500493,0.9948928926408313,0.8890584266144615,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,5,max_up,28,0.03473901087766056,0.013405704515302985,0.006284294031014326,0.045043627454025015,2302,0.02560672704740871,0.009132283830251872,5,0.009337003139960632,-0.009168242324070965,0.02743280998457471,0.3280375236192191,0.9948928926408313,0.8341838029312161,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,5,terminal_return,28,0.006780217922581948,-0.0037287600509227636,-0.017144466616797915,0.033151933878402984,2302,0.004867201121597648,0.0019130168009843045,5,0.007592324227600671,-0.01296793868511301,0.01679397228708162,0.8010664039941088,0.9948928926408313,0.9521910519631372,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,10,max_down,28,-0.04315701455968914,-0.04038348544414461,-0.06038078300350605,-0.01677621919598385,2297,-0.038993387499215895,-0.004163627060473287,10,0.006707423426636709,-0.017310176976681236,0.008982922855734665,0.5347647175864854,0.9948928926408313,0.8881433155120341,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,10,max_up,28,0.04567870921419221,0.035944003361361054,0.006481013756908405,0.06197022184619272,2297,0.03967554507929521,0.006003164134896993,10,0.009765911679527924,-0.013138022756977738,0.025144351026771726,0.5387489217101031,0.9948928926408313,0.8881433155120341,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,10,terminal_return,28,0.008430264041938454,-0.00010407968178088867,-0.033481116971817854,0.04501029421764974,2297,0.009720462112939013,-0.001290198071000579,10,0.011740503993289868,-0.02430158589784872,0.02172118975584756,0.9124943107365846,0.9948928926408313,0.9803213922223275,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,20,max_down,28,-0.055627489986957115,-0.04796242259163386,-0.07523908590809902,-0.02582404582821407,2287,-0.05690573783423086,0.0012782478472737385,20,0.009275966007352282,-0.016902645527136734,0.01945914122168421,0.8903968031702527,0.9948928926408313,0.9769064834049428,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,20,max_up,28,0.06693773701825163,0.06065958367546287,0.02072192903643738,0.0869107839619832,2287,0.06093042740115626,0.006007309617095353,20,0.012428806314051476,-0.01835315075844554,0.030367769992636247,0.6288560351543157,0.9948928926408313,0.9038892823774052,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,microcap,微盘股,20,terminal_return,28,0.020402376137289287,0.012260731324160501,-0.028572337623330946,0.07141503483322231,2287,0.019118305719579596,0.0012840704177097093,20,0.016902117669905913,-0.031844080215305874,0.0344122210507253,0.9394421872728322,0.9948928926408313,0.9898875864133628,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,5,max_down,28,-0.019891356111902358,-0.015639969532114995,-0.02973879285218642,-0.007091553083244828,2302,-0.0165700637193838,-0.003321292392518548,5,0.004322388046564452,-0.011793172963784872,0.005150588178747777,0.44225378259439324,0.9948928926408313,0.8655586178963712,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,5,max_up,28,0.02170704685839449,0.012114054314461886,0.005788763688621024,0.02371779583077971,2302,0.014760944888385683,0.006946101970008805,5,0.006395771330194497,-0.005589609837172409,0.019481813777190018,0.27745863439350804,0.9948928926408313,0.8170184141919535,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,5,terminal_return,28,-0.0013555237786305185,0.0016168602105255392,-0.013100655829095642,0.010766433793024,2302,0.0007818502936742272,-0.002137374072304747,5,0.004785704120679705,-0.011517354148836968,0.007242606004227475,0.655152033248134,0.9948928926408313,0.9079297212558278,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,10,max_down,28,-0.025919072534818947,-0.02332076631054114,-0.03135065995392744,-0.012870595770806986,2297,-0.0239449240750574,-0.001974148459761543,10,0.004371028645499323,-0.010541364604940217,0.00659306768541713,0.651525533066677,0.9948928926408313,0.9079297212558278,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,10,max_up,28,0.026566202450827803,0.021542085356761387,0.007715789668092332,0.025537399924231374,2297,0.02192208940813916,0.004644113042688644,10,0.00630261061275455,-0.007709003758310275,0.016997229843687563,0.46121025230344503,0.9948928926408313,0.8712460307598311,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,10,terminal_return,28,-0.0035621781569250633,-0.0058077097019259005,-0.0230060443252261,0.014277017288261584,2297,0.0015156664845556622,-0.0050778446414807285,10,0.00635018693270654,-0.017524211029585547,0.007368521746624091,0.4239211243151275,0.9948928926408313,0.857909555763468,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,20,max_down,28,-0.03773662612580935,-0.03182652405753217,-0.05929092483099491,-0.024694383303943884,2287,-0.03436475358592009,-0.003371872539889264,20,0.005148424960741965,-0.013462785462943515,0.006719040383164986,0.5125110005051952,0.9948928926408313,0.8870578467605604,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,20,max_up,28,0.03241774012031938,0.023454226272592082,0.009173014225615728,0.041462578659307636,2287,0.032596838122145644,-0.00017909800182626476,20,0.006828412464149921,-0.013562786431560107,0.01320459042790758,0.979075202485481,0.9948928926408313,0.9965847295169243,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,capped_confirmation,sse_composite,上证指数,20,terminal_return,28,-0.004892484090023848,-0.013129729305953075,-0.029266328924147628,0.02072871125681197,2287,0.0028691041542219207,-0.00776158824424577,20,0.007971442783757643,-0.02338561610041075,0.007862439611919209,0.3302183271616315,0.9948928926408313,0.8341838029312161,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,onset,all_a,全A,5,max_down,28,-0.023702481467135657,-0.020030573165285726,-0.029220089717294617,-0.0061396236364116286,2300,-0.01996034219109033,-0.0037421392760453288,5,0.004878779251466652,-0.013304546608919967,0.005820268056829309,0.44306742911024466,0.9554550268940459,0.8655586178963712,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,onset,all_a,全A,5,max_up,28,0.029739597522131185,0.01758371646414225,0.007053983452302071,0.03230196613246611,2300,0.017220821928295042,0.012518775593836164,5,0.009457582606304823,-0.00601808631452129,0.031055637502193617,0.18561065561941198,0.9554550268940459,0.7937992338613172,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,onset,all_a,全A,5,terminal_return,28,0.006337907579430432,0.01114434481505644,-0.018274788228650418,0.021744398297855905,2300,0.0007627984336231407,0.005575109145807279,5,0.007822746217773138,-0.00975747344102807,0.02090769173264263,0.47604424053477956,0.9554550268940459,0.8785022242655902,True
single_industry_top1_801010,top,single_industry_top1_v1_20170103_20260814,onset,all_a,全A,10,max_down,28,-0.031465335002574896,-0.026732526929212852,-0.03936891596585171,-0.017162588874412105,2295,-0.029215707134422172,-0.0022496278681527243,10,0.004960034849317397,-0.011971296172814823,0.007472040436509375,0.6501521584243397,0.9554550268940459,0.9079297212558278,True
