record_id,signal_id,direction,version,event_kind,index_id,index_name,match_status,primary_match,episode_id,event_date,region_id,anchor_date,region_start,region_end,region_form,lobe_count,matched_lobe_id,match_level,strict_matched,loose_matched,timing,lead_lag_days,absolute_distance_days,window_days,primary_episode_id_for_region,coverage_start_date,coverage_end_date,prediction_window_complete,confirmation_window_complete,label_version,diagnostic_region_id,diagnostic_timing,diagnostic_region_form,diagnostic_assignment
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::false_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000020,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,false_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000020,2015-03-09,,,,,,,,,False,False,,,,,,2012-07-05,2026-08-14,,,,all_a_medium_top_20150528,prediction,single_lobe,nearest_region_for_slice_only
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::false_alarm::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000021,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,false_alarm,False,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000021,2015-04-16,,,,,,,,,False,False,,,,,,2012-07-05,2026-08-14,,,,all_a_medium_top_20150528,prediction,single_lobe,nearest_region_for_slice_only
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000022,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000022,2015-04-29,all_a_medium_top_20150528,2015-05-28,2015-05-26,2015-05-28,single_lobe,1,,prediction_window,False,False,prediction,-20,20,20,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000022,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20150528,prediction,single_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000023,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000023,2015-06-09,all_a_medium_top_20150615,2015-06-15,2015-06-10,2015-06-15,single_lobe,1,,prediction_window,False,False,prediction,-4,4,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000023,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20150615,prediction,single_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20150625,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20150625,2015-06-25,2015-06-25,2015-06-25,single_lobe,1,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20150701,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20150701,2015-07-01,2015-07-01,2015-07-01,single_lobe,1,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000024,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000024,2015-07-13,all_a_medium_top_20150714,2015-07-14,2015-07-14,2015-07-14,single_lobe,1,,prediction_window,False,False,prediction,-1,1,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000024,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20150714,prediction,single_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::matched::all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000025,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,matched,True,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000025,2015-07-29,all_a_medium_top_20150724,2015-07-24,2015-07-23,2015-07-24,single_lobe,1,,confirmation_window,False,False,confirmation,3,3,5,all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::000025,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_top_20150724,confirmation,single_lobe,primary_match
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20150818,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20150818,2015-08-18,2015-08-11,2015-08-18,multi_lobe,2,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
all_a_turnover_heat_top::top::turnover_heat_v1_20120705_20260814::onset::all_a::missed_region::all_a_medium_top_20150828,all_a_turnover_heat_top,top,turnover_heat_v1_20120705_20260814,onset,all_a,全A,missed_region,False,,,all_a_medium_top_20150828,2015-08-28,2015-08-28,2015-08-31,single_lobe,1,,,False,False,,,,,,2012-07-05,2026-08-14,True,True,top_bottom_regions_v2,,,,
