date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,new_high_low_net_composite,new_high_low_net_change_5d,change_available,new_high_count_60,new_low_count_60,new_high_low_net_count_60,new_high_ratio_60,new_low_ratio_60,new_high_low_net_ratio_60,valid_count_high_low_60,new_high_count_120,new_low_count_120,new_high_low_net_count_120,new_high_ratio_120,new_low_ratio_120,new_high_low_net_ratio_120,valid_count_high_low_120,new_high_count_250,new_low_count_250,new_high_low_net_count_250,new_high_ratio_250,new_low_ratio_250,new_high_low_net_ratio_250,valid_count_high_low_250,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2012-01-04,new_high_low_breadth_bottom,bottom,-0.14377023593333335,False,2057,1809,new_high_low_breadth_v1_20120104_20260814,-0.14377023593333335,,False,9,311,-302,0.004486540379,0.1550348953,-0.1505483549,2006,1,296,-295,0.0005020080321,0.1485943775,-0.1480923695,1992,0,240,-240,0.0,0.1326699834,-0.1326699834,1809,,,,inactive,False,False,False,False,,2
2012-01-05,new_high_low_breadth_bottom,bottom,-0.6181983914333333,False,2057,1808,new_high_low_breadth_v1_20120104_20260814,-0.6181983914333333,,False,1,1272,-1271,0.0005002501251,0.6363181591,-0.635817909,1999,0,1253,-1253,0.0,0.6302816901,-0.6302816901,1988,0,1064,-1064,0.0,0.5884955752,-0.5884955752,1808,,,,inactive,False,False,False,False,,2
2012-01-06,new_high_low_breadth_bottom,bottom,-0.6786351968333334,False,2057,1818,new_high_low_breadth_v1_20120104_20260814,-0.6786351968333334,,False,1,1409,-1408,0.0004975124378,0.7009950249,-0.7004975124,2010,0,1372,-1372,0.0,0.6863431716,-0.6863431716,1999,0,1180,-1180,0.0,0.6490649065,-0.6490649065,1818,,,,inactive,False,False,False,False,,2
2012-01-09,new_high_low_breadth_bottom,bottom,-0.04778186579333333,False,2057,1813,new_high_low_breadth_v1_20120104_20260814,-0.04778186579333333,,False,11,113,-102,0.005489021956,0.05638722555,-0.05089820359,2004,2,106,-104,0.001003512293,0.05318615153,-0.05218263924,1993,0,73,-73,0.0,0.04026475455,-0.04026475455,1813,,,,inactive,False,False,False,False,,2
2012-01-10,new_high_low_breadth_bottom,bottom,0.0019738013798333335,False,2057,1824,new_high_low_breadth_v1_20120104_20260814,0.0019738013798333335,,False,16,4,12,0.007960199005,0.001990049751,0.005970149254,2010,4,3,1,0.001998001998,0.001498501499,0.0004995004995,2002,1,2,-1,0.000548245614,0.001096491228,-0.000548245614,1824,,,,inactive,False,False,False,False,,2
2012-01-11,new_high_low_breadth_bottom,bottom,0.0016605269623000002,False,2057,1824,new_high_low_breadth_v1_20120104_20260814,0.0016605269623000002,0.14543076289563336,True,9,1,8,0.004479840717,0.0004977600796,0.003982080637,2009,3,1,2,0.001499250375,0.0004997501249,0.0009995002499,2001,1,1,0,0.000548245614,0.000548245614,0.0,1824,,,,inactive,False,False,False,False,,2
2012-01-12,new_high_low_breadth_bottom,bottom,-0.0009196161193333333,False,2057,1814,new_high_low_breadth_v1_20120104_20260814,-0.0009196161193333333,0.617278775314,True,9,7,2,0.004502251126,0.003501750875,0.00100050025,1999,4,6,-2,0.002006018054,0.003009027081,-0.001003009027,1994,0,5,-5,0.0,0.002756339581,-0.002756339581,1814,,,,inactive,False,False,False,False,,2
2012-01-13,new_high_low_breadth_bottom,bottom,-0.03195935042333333,False,2057,1806,new_high_low_breadth_v1_20120104_20260814,-0.03195935042333333,0.6466758464100001,True,5,79,-74,0.002515090543,0.03973843058,-0.03722334004,1988,1,69,-68,0.0005042864347,0.03479576399,-0.03429147756,1983,0,44,-44,0.0,0.02436323367,-0.02436323367,1806,,,,inactive,False,False,False,False,,2
2012-01-16,new_high_low_breadth_bottom,bottom,-0.12164852943333333,False,2057,1782,new_high_low_breadth_v1_20120104_20260814,-0.12164852943333333,-0.07386666364,True,1,268,-267,0.0005112474438,0.1370143149,-0.1365030675,1956,0,253,-253,0.0,0.1296770887,-0.1296770887,1951,0,176,-176,0.0,0.0987654321,-0.0987654321,1782,,,,inactive,False,False,False,False,,2
2012-01-17,new_high_low_breadth_bottom,bottom,-0.13034439820000002,False,2057,1821,new_high_low_breadth_v1_20120104_20260814,-0.13034439820000002,-0.13231819957983335,True,14,299,-285,0.007,0.1495,-0.1425,2000,6,286,-280,0.003007518797,0.143358396,-0.1403508772,1995,1,198,-197,0.0005491488193,0.1087314662,-0.1081823174,1821,,,,inactive,False,False,False,False,,2
2012-01-18,new_high_low_breadth_bottom,bottom,-0.048078314913333337,False,2057,1836,new_high_low_breadth_v1_20120104_20260814,-0.048078314913333337,-0.049738841875633336,True,12,124,-112,0.005961251863,0.06159960258,-0.05563835072,2013,5,114,-109,0.002490039841,0.05677290837,-0.05428286853,2008,1,64,-63,0.0005446623094,0.0348583878,-0.03431372549,1836,,,,inactive,False,False,False,False,,2
2012-01-19,new_high_low_breadth_bottom,bottom,-0.07197988260666667,False,2057,1840,new_high_low_breadth_v1_20120104_20260814,-0.07197988260666667,-0.07106026648733334,True,7,182,-175,0.003468780971,0.09018830525,-0.08671952428,2018,5,159,-154,0.002483854943,0.07898658718,-0.07650273224,2013,1,98,-97,0.0005434782609,0.05326086957,-0.0527173913,1840,,,,inactive,False,False,False,False,,2
2012-01-20,new_high_low_breadth_bottom,bottom,-0.0014556775726666667,False,2057,1834,new_high_low_breadth_v1_20120104_20260814,-0.0014556775726666667,0.030503672850666665,True,20,16,4,0.009970089731,0.007976071785,0.001994017946,2006,10,14,-4,0.004997501249,0.006996501749,-0.0019990005,2001,1,9,-8,0.0005452562704,0.004907306434,-0.004362050164,1834,,,,inactive,False,False,False,False,,2
2012-01-30,new_high_low_breadth_bottom,bottom,0.0009339394188666666,False,2057,1838,new_high_low_breadth_v1_20120104_20260814,0.0009339394188666666,0.1225824688522,True,16,7,9,0.007964161274,0.003484320557,0.004479840717,2009,8,7,1,0.003986048829,0.003487792725,0.0004982561036,2007,1,5,-4,0.0005440696409,0.002720348205,-0.002176278564,1838,,,,inactive,False,False,False,False,,2
2012-01-31,new_high_low_breadth_bottom,bottom,-0.010370016812333334,False,2057,1834,new_high_low_breadth_v1_20120104_20260814,-0.010370016812333334,0.11997438138766668,True,1,25,-24,0.0004985044865,0.01246261216,-0.01196410768,2006,0,22,-22,0.0,0.0109670987,-0.0109670987,2006,0,15,-15,0.0,0.008178844057,-0.008178844057,1834,,,,inactive,False,False,False,False,,2
2012-02-01,new_high_low_breadth_bottom,bottom,-0.001539990468333333,False,2057,1840,new_high_low_breadth_v1_20120104_20260814,-0.001539990468333333,0.046538324445,True,4,7,-3,0.001993024415,0.003487792725,-0.001494768311,2007,3,6,-3,0.001494768311,0.002989536622,-0.001494768311,2007,0,3,-3,0.0,0.001630434783,-0.001630434783,1840,,,,inactive,False,False,False,False,,2
2012-02-02,new_high_low_breadth_bottom,bottom,-5.9758023600000026e-05,False,2057,1838,new_high_low_breadth_v1_20120104_20260814,-5.9758023600000026e-05,0.07192012458306667,True,9,7,2,0.00449326011,0.003494757863,0.0009985022466,2003,8,6,2,0.003994008987,0.00299550674,0.0009985022466,2003,0,4,-4,0.0,0.002176278564,-0.002176278564,1838,,,,inactive,False,False,False,False,,2
2012-02-03,new_high_low_breadth_bottom,bottom,0.0061970874766666675,False,2057,1831,new_high_low_breadth_v1_20120104_20260814,0.0061970874766666675,0.007652765049333334,True,21,1,20,0.01052631579,0.0005012531328,0.01002506266,1995,17,1,16,0.008521303258,0.0005012531328,0.008020050125,1995,1,0,1,0.000546149645,0.0,0.000546149645,1831,,,,inactive,False,False,False,False,,2
2012-02-06,new_high_low_breadth_bottom,bottom,0.004850852413000001,False,2057,1833,new_high_low_breadth_v1_20120104_20260814,0.004850852413000001,0.0039169129941333345,True,17,0,17,0.008504252126,0.0,0.008504252126,1999,11,0,11,0.005502751376,0.0,0.005502751376,1999,1,0,1,0.000545553737,0.0,0.000545553737,1833,,,,inactive,False,False,False,False,,2
2012-02-07,new_high_low_breadth_bottom,bottom,0.0018370073480000002,False,2057,1829,new_high_low_breadth_v1_20120104_20260814,0.0018370073480000002,0.012207024160333334,True,7,0,7,0.003507014028,0.0,0.003507014028,1996,4,0,4,0.002004008016,0.0,0.002004008016,1996,0,0,0,0.0,0.0,0.0,1829,,,,inactive,False,False,False,False,,2
2012-02-08,new_high_low_breadth_bottom,bottom,0.0057068123888,False,2057,1832,new_high_low_breadth_v1_20120104_20260814,0.0057068123888,0.007246802857133333,True,22,0,22,0.01104972376,0.0,0.01104972376,1991,11,0,11,0.005524861878,0.0,0.005524861878,1991,1,0,1,0.0005458515284,0.0,0.0005458515284,1832,,,,inactive,False,False,False,False,,2
2012-02-09,new_high_low_breadth_bottom,bottom,0.006866162169666667,False,2057,1837,new_high_low_breadth_v1_20120104_20260814,0.006866162169666667,0.006925920193266667,True,27,0,27,0.01350675338,0.0,0.01350675338,1999,12,0,12,0.006003001501,0.0,0.006003001501,1999,2,0,2,0.001088731628,0.0,0.001088731628,1837,,,,inactive,False,False,False,False,,2
2012-02-10,new_high_low_breadth_bottom,bottom,0.006336501585333333,False,2057,1839,new_high_low_breadth_v1_20120104_20260814,0.006336501585333333,0.0001394141086666651,True,30,1,29,0.01500750375,0.0005002501251,0.01450725363,1999,10,1,9,0.005002501251,0.0005002501251,0.004502251126,1999,1,1,0,0.0005437737901,0.0005437737901,0.0,1839,,,,inactive,False,False,False,False,,2
2012-02-13,new_high_low_breadth_bottom,bottom,0.0041438753523333335,False,2057,1854,new_high_low_breadth_v1_20120104_20260814,0.0041438753523333335,-0.0007069770606666671,True,20,2,18,0.009945300845,0.0009945300845,0.008950770761,2011,8,1,7,0.003978120338,0.0004972650423,0.003480855296,2011,1,1,0,0.0005393743258,0.0005393743258,0.0,1854,,,,inactive,False,False,False,False,,2
2012-02-14,new_high_low_breadth_bottom,bottom,0.004152134197,False,2057,1850,new_high_low_breadth_v1_20120104_20260814,0.004152134197,0.0023151268489999995,True,19,0,19,0.009466865969,0.0,0.009466865969,2007,6,0,6,0.002989536622,0.0,0.002989536622,2007,0,0,0,0.0,0.0,0.0,1850,,,,inactive,False,False,False,False,,2
2012-02-15,new_high_low_breadth_bottom,bottom,0.005172399701466667,False,2057,1853,new_high_low_breadth_v1_20120104_20260814,0.005172399701466667,-0.0005344126873333332,True,22,0,22,0.01098352471,0.0,0.01098352471,2003,8,0,8,0.003994008987,0.0,0.003994008987,2003,1,0,1,0.0005396654074,0.0,0.0005396654074,1853,,,,inactive,False,False,False,False,,2
2012-02-16,new_high_low_breadth_bottom,bottom,0.005013644837333333,False,2057,1859,new_high_low_breadth_v1_20120104_20260814,0.005013644837333333,-0.0018525173323333342,True,20,0,20,0.009975062344,0.0,0.009975062344,2005,8,0,8,0.003990024938,0.0,0.003990024938,2005,2,0,2,0.00107584723,0.0,0.00107584723,1859,,,,inactive,False,False,False,False,,2
2012-02-17,new_high_low_breadth_bottom,bottom,0.003846652267833333,False,2057,1852,new_high_low_breadth_v1_20120104_20260814,0.003846652267833333,-0.0024898493174999995,True,18,0,18,0.009,0.0,0.009,2000,4,0,4,0.002,0.0,0.002,2000,1,0,1,0.0005399568035,0.0,0.0005399568035,1852,,,,inactive,False,False,False,False,,2
2012-02-20,new_high_low_breadth_bottom,bottom,0.013774313376666666,False,2057,1847,new_high_low_breadth_v1_20120104_20260814,0.013774313376666666,0.009630438024333332,True,61,0,61,0.03059177533,0.0,0.03059177533,1994,16,0,16,0.008024072217,0.0,0.008024072217,1994,5,0,5,0.002707092583,0.0,0.002707092583,1847,,,,inactive,False,False,False,False,,2
2012-02-21,new_high_low_breadth_bottom,bottom,0.009502809123333332,False,2057,1857,new_high_low_breadth_v1_20120104_20260814,0.009502809123333332,0.005350674926333333,True,43,0,43,0.02144638404,0.0,0.02144638404,2005,12,0,12,0.005985037406,0.0,0.005985037406,2005,2,0,2,0.001077005924,0.0,0.001077005924,1857,,,,inactive,False,False,False,False,,2
2012-02-22,new_high_low_breadth_bottom,bottom,0.022685596452666667,False,2057,1864,new_high_low_breadth_v1_20120104_20260814,0.022685596452666667,0.0175131967512,True,115,0,115,0.05735660848,0.0,0.05735660848,2005,15,0,15,0.007481296758,0.0,0.007481296758,2005,6,0,6,0.00321888412,0.0,0.00321888412,1864,,,,inactive,False,False,False,False,,2
2012-02-23,new_high_low_breadth_bottom,bottom,0.027089840244,False,2057,1857,new_high_low_breadth_v1_20120104_20260814,0.027089840244,0.02207619540666667,True,129,0,129,0.0645,0.0,0.0645,2000,26,0,26,0.013,0.0,0.013,2000,7,0,7,0.003769520732,0.0,0.003769520732,1857,,,,inactive,False,False,False,False,,2
2012-02-24,new_high_low_breadth_bottom,bottom,0.039506547893666664,False,2057,1856,new_high_low_breadth_v1_20120104_20260814,0.039506547893666664,0.035659895625833334,True,198,0,198,0.09914872308,0.0,0.09914872308,1997,29,0,29,0.01452178267,0.0,0.01452178267,1997,9,0,9,0.004849137931,0.0,0.004849137931,1856,,,,inactive,False,False,False,False,,2
2012-02-27,new_high_low_breadth_bottom,bottom,0.053514002143,False,2057,1857,new_high_low_breadth_v1_20120104_20260814,0.053514002143,0.03973968876633333,True,264,1,263,0.1325301205,0.0005020080321,0.1320281124,1992,45,0,45,0.02259036145,0.0,0.02259036145,1992,11,0,11,0.005923532579,0.0,0.005923532579,1857,,,,inactive,False,False,False,False,,2
2012-02-28,new_high_low_breadth_bottom,bottom,0.018320766899333336,False,2056,1856,new_high_low_breadth_v1_20120104_20260814,0.018320766899333336,0.008817957776000003,True,76,0,76,0.03811434303,0.0,0.03811434303,1994,25,0,25,0.01253761284,0.0,0.01253761284,1994,8,0,8,0.004310344828,0.0,0.004310344828,1856,,,,inactive,False,False,False,False,,2
2012-02-29,new_high_low_breadth_bottom,bottom,0.010709871021333334,False,2056,1870,new_high_low_breadth_v1_20120104_20260814,0.010709871021333334,-0.011975725431333333,True,47,1,46,0.0234648028,0.0004992511233,0.02296555167,2003,13,0,13,0.006490264603,0.0,0.006490264603,2003,5,0,5,0.002673796791,0.0,0.002673796791,1870,,,,inactive,False,False,False,False,,2
2012-03-01,new_high_low_breadth_bottom,bottom,0.012863967017333333,False,2055,1876,new_high_low_breadth_v1_20120104_20260814,0.012863967017333333,-0.014225873226666668,True,54,1,53,0.02689243028,0.0004980079681,0.02639442231,2008,17,0,17,0.008466135458,0.0,0.008466135458,2008,7,0,7,0.003731343284,0.0,0.003731343284,1876,,,,inactive,False,False,False,False,,2
2012-03-02,new_high_low_breadth_bottom,bottom,0.026530754377,False,2055,1871,new_high_low_breadth_v1_20120104_20260814,0.026530754377,-0.012975793516666664,True,122,1,121,0.06090863704,0.0004992511233,0.06040938592,2003,33,1,32,0.01647528707,0.0004992511233,0.01597603595,2003,7,1,6,0.003741314805,0.0005344735436,0.003206841261,1871,,,,inactive,False,False,False,False,,2
2012-03-05,new_high_low_breadth_bottom,bottom,0.05598284904333334,False,2055,1871,new_high_low_breadth_v1_20120104_20260814,0.05598284904333334,0.0024688469003333394,True,248,1,247,0.1241241241,0.0005005005005,0.1236236236,1998,65,1,64,0.03253253253,0.0005005005005,0.03203203203,1998,23,0,23,0.0122928915,0.0,0.0122928915,1871,,,,inactive,False,False,False,False,,2
2012-03-06,new_high_low_breadth_bottom,bottom,0.031242925544666667,False,2055,1872,new_high_low_breadth_v1_20120104_20260814,0.031242925544666667,0.012922158645333331,True,147,3,144,0.07346326837,0.001499250375,0.07196401799,2001,37,2,35,0.01849075462,0.0009995002499,0.01749125437,2001,8,0,8,0.004273504274,0.0,0.004273504274,1872,,,,inactive,False,False,False,False,,2
2012-03-07,new_high_low_breadth_bottom,bottom,0.033167081677333336,False,2055,1876,new_high_low_breadth_v1_20120104_20260814,0.033167081677333336,0.022457210656000003,True,172,3,169,0.08591408591,0.001498501499,0.08441558442,2002,29,2,27,0.01448551449,0.000999000999,0.01348651349,2002,3,0,3,0.001599147122,0.0,0.001599147122,1876,,,,inactive,False,False,False,False,,2
2012-03-08,new_high_low_breadth_bottom,bottom,0.030264126235666666,False,2055,1884,new_high_low_breadth_v1_20120104_20260814,0.030264126235666666,0.017400159218333332,True,166,0,166,0.08275174477,0.0,0.08275174477,2006,14,0,14,0.006979062812,0.0,0.006979062812,2006,2,0,2,0.001061571125,0.0,0.001061571125,1884,,,,inactive,False,False,False,False,,2
2012-03-09,new_high_low_breadth_bottom,bottom,0.049107255866,False,2055,1862,new_high_low_breadth_v1_20120104_20260814,0.049107255866,0.022576501489000003,True,242,0,242,0.1222222222,0.0,0.1222222222,1980,38,0,38,0.01919191919,0.0,0.01919191919,1980,11,0,11,0.005907626208,0.0,0.005907626208,1862,,,,inactive,False,False,False,False,,2
2012-03-12,new_high_low_breadth_bottom,bottom,0.07080686703,False,2055,1878,new_high_low_breadth_v1_20120104_20260814,0.07080686703,0.01482401798666666,True,348,0,348,0.1742613921,0.0,0.1742613921,1997,56,0,56,0.02804206309,0.0,0.02804206309,1997,19,0,19,0.0101171459,0.0,0.0101171459,1878,,,,inactive,False,False,False,False,,2
2012-03-13,new_high_low_breadth_bottom,bottom,0.06620484963533334,False,2055,1884,new_high_low_breadth_v1_20120104_20260814,0.06620484963533334,0.034961924090666674,True,347,0,347,0.1733266733,0.0,0.1733266733,2002,40,0,40,0.01998001998,0.0,0.01998001998,2002,10,0,10,0.005307855626,0.0,0.005307855626,1884,,,,inactive,False,False,False,False,,2
2012-03-14,new_high_low_breadth_bottom,bottom,0.10519449168333334,False,2055,1896,new_high_low_breadth_v1_20120104_20260814,0.10519449168333334,0.07202741000599999,True,534,3,531,0.2656716418,0.001492537313,0.2641791045,2010,81,1,80,0.04029850746,0.0004975124378,0.03980099502,2010,22,0,22,0.01160337553,0.0,0.01160337553,1896,,,,inactive,False,False,False,False,,2
2012-03-15,new_high_low_breadth_bottom,bottom,0.012911742665666666,False,2055,1882,new_high_low_breadth_v1_20120104_20260814,0.012911742665666666,-0.017352383569999998,True,70,7,63,0.03510531595,0.003510531595,0.03159478435,1994,14,4,10,0.00702106319,0.002006018054,0.005015045135,1994,7,3,4,0.003719447396,0.001594048884,0.002125398512,1882,,,,inactive,False,False,False,False,,2
2012-03-16,new_high_low_breadth_bottom,bottom,0.042079242186666664,False,2055,1870,new_high_low_breadth_v1_20120104_20260814,0.042079242186666664,-0.007028013679333339,True,182,2,180,0.09178013111,0.001008572869,0.09077155825,1983,48,1,47,0.02420574887,0.0005042864347,0.02370146243,1983,22,0,22,0.01176470588,0.0,0.01176470588,1870,,,,inactive,False,False,False,False,,2
2012-03-19,new_high_low_breadth_bottom,bottom,0.059602673638999994,False,2055,1884,new_high_low_breadth_v1_20120104_20260814,0.059602673638999994,-0.011204193391000004,True,283,1,282,0.1417125689,0.0005007511267,0.1412118177,1997,57,1,56,0.02854281422,0.0005007511267,0.02804206309,1997,18,0,18,0.009554140127,0.0,0.009554140127,1884,,,,inactive,False,False,False,False,,2
2012-03-20,new_high_low_breadth_bottom,bottom,0.020400938505,False,2054,1867,new_high_low_breadth_v1_20120104_20260814,0.020400938505,-0.04580391113033334,True,105,2,103,0.05303030303,0.00101010101,0.05202020202,1980,16,1,15,0.008080808081,0.0005050505051,0.007575757576,1980,3,0,3,0.001606855919,0.0,0.001606855919,1867,,,,inactive,False,False,False,False,,2
2012-03-21,new_high_low_breadth_bottom,bottom,0.019568800382999997,False,2054,1867,new_high_low_breadth_v1_20120104_20260814,0.019568800382999997,-0.08562569130033335,True,97,5,92,0.04901465387,0.00252652855,0.04648812532,1979,24,3,21,0.01212733704,0.00151591713,0.01061141991,1979,5,2,3,0.002678093198,0.001071237279,0.001606855919,1867,,,,inactive,False,False,False,False,,2
2012-03-22,new_high_low_breadth_bottom,bottom,0.022015066271666665,False,2054,1886,new_high_low_breadth_v1_20120104_20260814,0.022015066271666665,0.009103323605999998,True,98,2,96,0.04919678715,0.001004016064,0.04819277108,1992,26,1,25,0.01305220884,0.0005020080321,0.0125502008,1992,10,0,10,0.005302226935,0.0,0.005302226935,1886,,,,inactive,False,False,False,False,,2
2012-03-23,new_high_low_breadth_bottom,bottom,0.009442065327666666,False,2054,1874,new_high_low_breadth_v1_20120104_20260814,0.009442065327666666,-0.032637176859,True,44,2,42,0.02221100454,0.001009591116,0.02120141343,1981,12,0,12,0.006057546694,0.0,0.006057546694,1981,2,0,2,0.001067235859,0.0,0.001067235859,1874,,,,inactive,False,False,False,False,,2
2012-03-26,new_high_low_breadth_bottom,bottom,0.007560483871666666,False,2054,1880,new_high_low_breadth_v1_20120104_20260814,0.007560483871666666,-0.052042189767333324,True,46,9,37,0.02318548387,0.004536290323,0.01864919355,1984,12,4,8,0.006048387097,0.002016129032,0.004032258065,1984,3,3,0,0.001595744681,0.001595744681,0.0,1880,,,,inactive,False,False,False,False,,2
2012-03-27,new_high_low_breadth_bottom,bottom,0.011890838205666665,False,2054,1890,new_high_low_breadth_v1_20120104_20260814,0.011890838205666665,-0.008510100299333336,True,56,2,54,0.02807017544,0.001002506266,0.02706766917,1995,15,1,14,0.007518796992,0.0005012531328,0.00701754386,1995,4,1,3,0.002116402116,0.0005291005291,0.001587301587,1890,,,,inactive,False,False,False,False,,2
2012-03-28,new_high_low_breadth_bottom,bottom,-0.006471312854,False,2054,1886,new_high_low_breadth_v1_20120104_20260814,-0.006471312854,-0.026040113236999996,True,16,35,-19,0.008048289738,0.0176056338,-0.009557344064,1988,5,13,-8,0.002515090543,0.006539235412,-0.004024144869,1988,1,12,-11,0.0005302226935,0.006362672322,-0.005832449629,1886,,,,inactive,False,False,False,False,,2
2012-03-29,new_high_low_breadth_bottom,bottom,-0.02866740409,False,2054,1881,new_high_low_breadth_v1_20120104_20260814,-0.02866740409,-0.05068247036166666,True,21,91,-70,0.01058467742,0.04586693548,-0.03528225806,1984,4,54,-50,0.002016129032,0.02721774194,-0.0252016129,1984,0,48,-48,0.0,0.02551834131,-0.02551834131,1881,,,,inactive,False,False,False,False,,2
2012-03-30,new_high_low_breadth_bottom,bottom,-0.033087346196666666,False,2054,1864,new_high_low_breadth_v1_20120104_20260814,-0.033087346196666666,-0.04252941152433333,True,15,93,-78,0.007637474542,0.04735234216,-0.03971486762,1964,2,61,-59,0.001018329939,0.03105906314,-0.0300407332,1964,0,55,-55,0.0,0.02950643777,-0.02950643777,1864,,,,inactive,False,False,False,False,,2
2012-04-05,new_high_low_breadth_bottom,bottom,-0.004868576143333333,False,2054,1879,new_high_low_breadth_v1_20120104_20260814,-0.004868576143333333,-0.012429060015,True,36,37,-1,0.01819100556,0.01869631127,-0.00050530571,1979,10,20,-10,0.0050530571,0.0101061142,-0.0050530571,1979,1,18,-17,0.0005321979776,0.009579563598,-0.00904736562,1879,,,,inactive,False,False,False,False,,2
2012-04-06,new_high_low_breadth_bottom,bottom,0.007837215241666667,False,2054,1862,new_high_low_breadth_v1_20120104_20260814,0.007837215241666667,-0.004053622963999998,True,37,1,36,0.01886792453,0.0005099439062,0.01835798062,1961,8,0,8,0.004079551249,0.0,0.004079551249,1961,2,0,2,0.001074113856,0.0,0.001074113856,1862,,,,inactive,False,False,False,False,,2
2012-04-09,new_high_low_breadth_bottom,bottom,0.0045232246949999996,False,2054,1881,new_high_low_breadth_v1_20120104_20260814,0.0045232246949999996,0.010994537549,True,37,13,24,0.01873417722,0.006582278481,0.01215189873,1975,13,6,7,0.006582278481,0.003037974684,0.003544303797,1975,1,5,-4,0.0005316321106,0.002658160553,-0.002126528442,1881,,,,inactive,False,False,False,False,,2
2012-04-10,new_high_low_breadth_bottom,bottom,-0.027339637296666667,False,2054,1865,new_high_low_breadth_v1_20120104_20260814,-0.027339637296666667,0.0013277667933333341,True,35,87,-52,0.01787538304,0.04443309499,-0.02655771195,1958,11,65,-54,0.005617977528,0.03319713994,-0.02757916241,1958,2,54,-52,0.001072386059,0.02895442359,-0.02788203753,1865,,,,inactive,False,False,False,False,,2
2012-04-11,new_high_low_breadth_bottom,bottom,0.014810855686333333,False,2054,1887,new_high_low_breadth_v1_20120104_20260814,0.014810855686333333,0.047898201883,True,63,6,57,0.03175403226,0.003024193548,0.02872983871,1984,30,2,28,0.01512096774,0.001008064516,0.01411290323,1984,5,2,3,0.002649708532,0.001059883413,0.001589825119,1887,,,,inactive,False,False,False,False,,2
2012-04-12,new_high_low_breadth_bottom,bottom,0.015833168247566667,False,2054,1863,new_high_low_breadth_v1_20120104_20260814,0.015833168247566667,0.0207017443909,True,74,3,71,0.03777437468,0.001531393568,0.03624298111,1959,23,2,21,0.01174068402,0.001020929045,0.01071975498,1959,2,1,1,0.001073537305,0.0005367686527,0.0005367686527,1863,,,,inactive,False,False,False,False,,2
2012-04-13,new_high_low_breadth_bottom,bottom,0.028697778408000002,False,2054,1869,new_high_low_breadth_v1_20120104_20260814,0.028697778408000002,0.020860563166333335,True,118,0,118,0.06002034588,0.0,0.06002034588,1966,46,0,46,0.02339776195,0.0,0.02339776195,1966,5,0,5,0.002675227394,0.0,0.002675227394,1869,,,,inactive,False,False,False,False,,2
2012-04-16,new_high_low_breadth_bottom,bottom,0.023129893313,False,2054,1873,new_high_low_breadth_v1_20120104_20260814,0.023129893313,0.018606668617999998,True,97,0,97,0.0494393476,0.0,0.0494393476,1962,36,0,36,0.01834862385,0.0,0.01834862385,1962,3,0,3,0.001601708489,0.0,0.001601708489,1873,,,,inactive,False,False,False,False,,2
2012-04-17,new_high_low_breadth_bottom,bottom,0.01862406618233333,False,2054,1867,new_high_low_breadth_v1_20120104_20260814,0.01862406618233333,0.045963703479,True,77,1,76,0.03936605317,0.0005112474438,0.03885480573,1956,27,0,27,0.01380368098,0.0,0.01380368098,1956,6,0,6,0.003213711837,0.0,0.003213711837,1867,,,,inactive,False,False,False,False,,2
2012-04-18,new_high_low_breadth_bottom,bottom,0.01432926245,False,2054,1845,new_high_low_breadth_v1_20120104_20260814,0.01432926245,-0.00048159323633333376,True,65,4,61,0.03362648733,0.002069322297,0.03155716503,1933,22,2,20,0.01138127263,0.001034661148,0.01034661148,1933,3,1,2,0.00162601626,0.0005420054201,0.00108401084,1845,,,,inactive,False,False,False,False,,2
2012-04-19,new_high_low_breadth_bottom,bottom,0.022391882251999996,False,2054,1855,new_high_low_breadth_v1_20120104_20260814,0.022391882251999996,0.006558714004433329,True,88,1,87,0.04536082474,0.0005154639175,0.04484536082,1940,36,0,36,0.01855670103,0.0,0.01855670103,1940,7,0,7,0.003773584906,0.0,0.003773584906,1855,,,,inactive,False,False,False,False,,2
2012-04-20,new_high_low_breadth_bottom,bottom,0.028067959702,False,2054,1808,new_high_low_breadth_v1_20120104_20260814,0.028067959702,-0.0006298187060000023,True,117,2,115,0.06187202538,0.00105764146,0.06081438392,1891,39,0,39,0.02062400846,0.0,0.02062400846,1891,5,0,5,0.002765486726,0.0,0.002765486726,1808,,,,inactive,False,False,False,False,,2
2012-04-23,new_high_low_breadth_bottom,bottom,0.022293805600333328,False,2054,1849,new_high_low_breadth_v1_20120104_20260814,0.022293805600333328,-0.0008360877126666715,True,139,27,112,0.07179752066,0.01394628099,0.05785123967,1936,49,20,29,0.02530991736,0.01033057851,0.01497933884,1936,4,15,-11,0.002163331531,0.00811249324,-0.005949161709,1849,,,,inactive,False,False,False,False,,2
2012-04-24,new_high_low_breadth_bottom,bottom,-0.026556445236666667,False,2054,1887,new_high_low_breadth_v1_20120104_20260814,-0.026556445236666667,-0.045180511418999994,True,88,159,-71,0.04460212874,0.08058793715,-0.03598580841,1973,41,77,-36,0.02078053725,0.03902686265,-0.01824632539,1973,8,56,-48,0.004239533651,0.02967673556,-0.02543720191,1887,,,,inactive,False,False,False,False,,2
