date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,ma_window,ma_breadth,breadth_change_5d,change_available,above_count,ma_valid_count,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2012-01-04,ma120_breadth_reversal_bottom,bottom,0.02911646586,False,2057,1992,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.02911646586,,False,58,1992,,,,inactive,False,False,False,False,,2
2012-01-05,ma120_breadth_reversal_bottom,bottom,0.02162977867,False,2057,1988,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.02162977867,,False,43,1988,,,,inactive,False,False,False,False,,2
2012-01-06,ma120_breadth_reversal_bottom,bottom,0.01950975488,False,2057,1999,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.01950975488,,False,39,1999,,,,inactive,False,False,False,False,,2
2012-01-09,ma120_breadth_reversal_bottom,bottom,0.03311590567,False,2057,1993,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.03311590567,,False,66,1993,,,,inactive,False,False,False,False,,2
2012-01-10,ma120_breadth_reversal_bottom,bottom,0.05244755245,False,2057,2002,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05244755245,,False,105,2002,,,,inactive,False,False,False,False,,2
2012-01-11,ma120_breadth_reversal_bottom,bottom,0.05447276362,False,2057,2001,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05447276362,0.025356297760000004,True,109,2001,,,,inactive,False,False,False,False,,2
2012-01-12,ma120_breadth_reversal_bottom,bottom,0.05015045135,False,2057,1994,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05015045135,0.02852067268,True,100,1994,,,,inactive,False,False,False,False,,2
2012-01-13,ma120_breadth_reversal_bottom,bottom,0.0363086233,False,2057,1983,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.0363086233,0.01679886842,True,72,1983,,,,inactive,False,False,False,False,,2
2012-01-16,ma120_breadth_reversal_bottom,bottom,0.0261404408,False,2057,1951,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.0261404408,-0.00697546487,True,51,1951,,,,inactive,False,False,False,False,,2
2012-01-17,ma120_breadth_reversal_bottom,bottom,0.04912280702,False,2057,1995,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.04912280702,-0.003324745429999998,True,98,1995,,,,inactive,False,False,False,False,,2
2012-01-18,ma120_breadth_reversal_bottom,bottom,0.03585657371,False,2057,2008,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.03585657371,-0.018616189910000004,True,72,2008,,,,inactive,False,False,False,False,,2
2012-01-19,ma120_breadth_reversal_bottom,bottom,0.04073522106,False,2057,2013,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.04073522106,-0.00941523029,True,82,2013,,,,inactive,False,False,False,False,,2
2012-01-20,ma120_breadth_reversal_bottom,bottom,0.04897551224,False,2057,2001,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.04897551224,0.012666888939999996,True,98,2001,,,,inactive,False,False,False,False,,2
2012-01-30,ma120_breadth_reversal_bottom,bottom,0.04285002491,False,2057,2007,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.04285002491,0.016709584109999998,True,86,2007,,,,inactive,False,False,False,False,,2
2012-01-31,ma120_breadth_reversal_bottom,bottom,0.04636091725,False,2057,2006,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.04636091725,-0.002761889769999998,True,93,2006,,,,inactive,False,False,False,False,,2
2012-02-01,ma120_breadth_reversal_bottom,bottom,0.03936223219,False,2057,2007,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.03936223219,0.00350565848,True,79,2007,,,,inactive,False,False,False,False,,2
2012-02-02,ma120_breadth_reversal_bottom,bottom,0.05341987019,False,2057,2003,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05341987019,0.012684649130000003,True,107,2003,,,,inactive,False,False,False,False,,2
2012-02-03,ma120_breadth_reversal_bottom,bottom,0.05964912281,False,2057,1995,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05964912281,0.010673610570000006,True,119,1995,,,,inactive,False,False,False,False,,2
2012-02-06,ma120_breadth_reversal_bottom,bottom,0.06303151576,False,2057,1999,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.06303151576,0.020181490850000004,True,126,1999,,,,inactive,False,False,False,False,,2
2012-02-07,ma120_breadth_reversal_bottom,bottom,0.05260521042,False,2057,1996,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.05260521042,0.006244293169999998,True,105,1996,,,,inactive,False,False,False,False,,2
2012-02-08,ma120_breadth_reversal_bottom,bottom,0.07985936715,False,2057,1991,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.07985936715,0.04049713496,True,159,1991,,,,inactive,False,False,False,False,,2
2012-02-09,ma120_breadth_reversal_bottom,bottom,0.08704352176,False,2057,1999,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.08704352176,0.03362365157,True,174,1999,,,,inactive,False,False,False,False,,2
2012-02-10,ma120_breadth_reversal_bottom,bottom,0.09004502251,False,2057,1999,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.09004502251,0.0303958997,True,180,1999,,,,inactive,False,False,False,False,,2
2012-02-13,ma120_breadth_reversal_bottom,bottom,0.105420189,False,2057,2011,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.105420189,0.042388673239999994,True,212,2011,,,,inactive,False,False,False,False,,2
2012-02-14,ma120_breadth_reversal_bottom,bottom,0.1036372696,True,2057,2007,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1036372696,0.05103205918,True,208,2007,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000001,1,1,onset,True,False,False,False,,2
2012-02-15,ma120_breadth_reversal_bottom,bottom,0.1362955567,True,2057,2003,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1362955567,0.05643618954999999,True,273,2003,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000001,1,2,continuation,False,True,False,True,nth_active_day,2
2012-02-16,ma120_breadth_reversal_bottom,bottom,0.1311720698,False,2057,2005,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1311720698,0.04412854804000001,True,263,2005,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000001,1,,exit,False,False,True,False,,2
2012-02-17,ma120_breadth_reversal_bottom,bottom,0.129,False,2057,2000,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.129,0.03895497749,True,258,2000,,,,inactive,False,False,False,False,,2
2012-02-20,ma120_breadth_reversal_bottom,bottom,0.1404212638,False,2057,1994,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1404212638,0.035001074800000004,True,280,1994,,,,inactive,False,False,False,False,,2
2012-02-21,ma120_breadth_reversal_bottom,bottom,0.1760598504,True,2057,2005,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1760598504,0.0724225808,True,353,2005,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000002,2,1,onset,True,False,False,False,,2
2012-02-22,ma120_breadth_reversal_bottom,bottom,0.263840399,True,2057,2005,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.263840399,0.12754484230000002,True,529,2005,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000002,2,2,continuation,False,True,False,True,nth_active_day,2
2012-02-23,ma120_breadth_reversal_bottom,bottom,0.279,True,2057,2000,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.279,0.1478279302,True,558,2000,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000002,2,3,continuation,False,True,False,False,,2
2012-02-24,ma120_breadth_reversal_bottom,bottom,0.3445167752,False,2057,1997,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3445167752,0.2155167752,True,688,1997,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000002,2,,exit,False,False,True,False,,2
2012-02-27,ma120_breadth_reversal_bottom,bottom,0.3624497992,False,2057,1992,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3624497992,0.22202853539999998,True,722,1992,,,,inactive,False,False,False,False,,2
2012-02-28,ma120_breadth_reversal_bottom,bottom,0.3495486459,False,2056,1994,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3495486459,0.17348879550000001,True,697,1994,,,,inactive,False,False,False,False,,2
2012-02-29,ma120_breadth_reversal_bottom,bottom,0.2965551672,False,2056,2003,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2965551672,0.03271476820000002,True,594,2003,,,,inactive,False,False,False,False,,2
2012-03-01,ma120_breadth_reversal_bottom,bottom,0.3316733068,False,2055,2008,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3316733068,0.052673306799999986,True,666,2008,,,,inactive,False,False,False,False,,2
2012-03-02,ma120_breadth_reversal_bottom,bottom,0.4268597104,False,2055,2003,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4268597104,0.08234293519999997,True,855,2003,,,,inactive,False,False,False,False,,2
2012-03-05,ma120_breadth_reversal_bottom,bottom,0.4384384384,False,2055,1998,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4384384384,0.07598863920000004,True,876,1998,,,,inactive,False,False,False,False,,2
2012-03-06,ma120_breadth_reversal_bottom,bottom,0.3818090955,False,2055,2001,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3818090955,0.03226044959999996,True,764,2001,,,,inactive,False,False,False,False,,2
2012-03-07,ma120_breadth_reversal_bottom,bottom,0.3761238761,False,2055,2002,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3761238761,0.07956870889999995,True,753,2002,,,,inactive,False,False,False,False,,2
2012-03-08,ma120_breadth_reversal_bottom,bottom,0.4571286142,False,2055,2006,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4571286142,0.1254553074,True,917,2006,,,,inactive,False,False,False,False,,2
2012-03-09,ma120_breadth_reversal_bottom,bottom,0.5429292929,False,2055,1980,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5429292929,0.11606958250000005,True,1075,1980,,,,inactive,False,False,False,False,,2
2012-03-12,ma120_breadth_reversal_bottom,bottom,0.5778668002,False,2055,1997,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5778668002,0.1394283618,True,1154,1997,,,,inactive,False,False,False,False,,2
2012-03-13,ma120_breadth_reversal_bottom,bottom,0.6568431568,False,2055,2002,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.6568431568,0.2750340613000001,True,1315,2002,,,,inactive,False,False,False,False,,2
2012-03-14,ma120_breadth_reversal_bottom,bottom,0.3746268657,False,2055,2010,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3746268657,-0.0014970103999999984,True,753,2010,,,,inactive,False,False,False,False,,2
2012-03-15,ma120_breadth_reversal_bottom,bottom,0.3199598796,False,2055,1994,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3199598796,-0.1371687346,True,638,1994,,,,inactive,False,False,False,False,,2
2012-03-16,ma120_breadth_reversal_bottom,bottom,0.4568835098,False,2055,1983,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4568835098,-0.08604578310000005,True,906,1983,,,,inactive,False,False,False,False,,2
2012-03-19,ma120_breadth_reversal_bottom,bottom,0.5373059589,False,2055,1997,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5373059589,-0.04056084130000004,True,1073,1997,,,,inactive,False,False,False,False,,2
2012-03-20,ma120_breadth_reversal_bottom,bottom,0.4242424242,False,2054,1980,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4242424242,-0.23260073260000003,True,840,1980,,,,inactive,False,False,False,False,,2
2012-03-21,ma120_breadth_reversal_bottom,bottom,0.4502273876,False,2054,1979,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4502273876,0.0756005219,True,891,1979,,,,inactive,False,False,False,False,,2
2012-03-22,ma120_breadth_reversal_bottom,bottom,0.4397590361,False,2054,1992,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4397590361,0.1197991565,True,876,1992,,,,inactive,False,False,False,False,,2
2012-03-23,ma120_breadth_reversal_bottom,bottom,0.3478041393,False,2054,1981,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3478041393,-0.1090793705,True,689,1981,,,,inactive,False,False,False,False,,2
2012-03-26,ma120_breadth_reversal_bottom,bottom,0.3513104839,False,2054,1984,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3513104839,-0.18599547499999997,True,697,1984,,,,inactive,False,False,False,False,,2
2012-03-27,ma120_breadth_reversal_bottom,bottom,0.3588972431,False,2054,1995,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3588972431,-0.06534518110000004,True,716,1995,,,,inactive,False,False,False,False,,2
2012-03-28,ma120_breadth_reversal_bottom,bottom,0.1931589537,False,2054,1988,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1931589537,-0.2570684339,True,384,1988,,,,inactive,False,False,False,False,,2
2012-03-29,ma120_breadth_reversal_bottom,bottom,0.1587701613,False,2054,1984,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1587701613,-0.2809888748,True,315,1984,,,,inactive,False,False,False,False,,2
2012-03-30,ma120_breadth_reversal_bottom,bottom,0.1649694501,False,2054,1964,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.1649694501,-0.18283468919999998,True,324,1964,,,,inactive,False,False,False,False,,2
2012-04-05,ma120_breadth_reversal_bottom,bottom,0.2475997979,False,2054,1979,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2475997979,-0.10371068600000002,True,490,1979,,,,inactive,False,False,False,False,,2
2012-04-06,ma120_breadth_reversal_bottom,bottom,0.2631310556,False,2054,1961,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2631310556,-0.09576618749999999,True,516,1961,,,,inactive,False,False,False,False,,2
2012-04-09,ma120_breadth_reversal_bottom,bottom,0.2420253165,False,2054,1975,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2420253165,0.04886636280000001,True,478,1975,,,,inactive,False,False,False,False,,2
2012-04-10,ma120_breadth_reversal_bottom,bottom,0.2717058223,True,2054,1958,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2717058223,0.11293566100000002,True,532,1958,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000003,3,1,onset,True,False,False,False,,2
2012-04-11,ma120_breadth_reversal_bottom,bottom,0.2928427419,True,2054,1984,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2928427419,0.12787329179999998,True,581,1984,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000003,3,2,continuation,False,True,False,True,nth_active_day,2
2012-04-12,ma120_breadth_reversal_bottom,bottom,0.3644716692,False,2054,1959,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3644716692,0.11687187130000001,True,714,1959,ma120_breadth_reversal_bottom::bottom::ma_period_breadth_decomposition_v1_20120104_20260814::000003,3,,exit,False,False,True,False,,2
2012-04-13,ma120_breadth_reversal_bottom,bottom,0.4135300102,False,2054,1966,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4135300102,0.15039895460000002,True,813,1966,,,,inactive,False,False,False,False,,2
2012-04-16,ma120_breadth_reversal_bottom,bottom,0.4240570846,False,2054,1962,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4240570846,0.18203176810000002,True,832,1962,,,,inactive,False,False,False,False,,2
2012-04-17,ma120_breadth_reversal_bottom,bottom,0.3691206544,False,2054,1956,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3691206544,0.09741483210000002,True,722,1956,,,,inactive,False,False,False,False,,2
2012-04-18,ma120_breadth_reversal_bottom,bottom,0.4718054837,False,2054,1933,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4718054837,0.1789627418,True,912,1933,,,,inactive,False,False,False,False,,2
2012-04-19,ma120_breadth_reversal_bottom,bottom,0.4695876289,False,2054,1940,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4695876289,0.10511595969999998,True,911,1940,,,,inactive,False,False,False,False,,2
2012-04-20,ma120_breadth_reversal_bottom,bottom,0.5171866737,False,2054,1891,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5171866737,0.10365666350000002,True,978,1891,,,,inactive,False,False,False,False,,2
2012-04-23,ma120_breadth_reversal_bottom,bottom,0.4550619835,False,2054,1936,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4550619835,0.031004898899999966,True,881,1936,,,,inactive,False,False,False,False,,2
2012-04-24,ma120_breadth_reversal_bottom,bottom,0.4176381145,False,2054,1973,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4176381145,0.048517460099999965,True,824,1973,,,,inactive,False,False,False,False,,2
2012-04-25,ma120_breadth_reversal_bottom,bottom,0.4741951967,False,2054,1957,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4741951967,0.0023897130000000155,True,928,1957,,,,inactive,False,False,False,False,,2
2012-04-26,ma120_breadth_reversal_bottom,bottom,0.4686536485,False,2054,1946,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4686536485,-0.0009339803999999785,True,912,1946,,,,inactive,False,False,False,False,,2
2012-04-27,ma120_breadth_reversal_bottom,bottom,0.4468196038,False,2054,1918,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4468196038,-0.07036706990000002,True,857,1918,,,,inactive,False,False,False,False,,2
2012-05-02,ma120_breadth_reversal_bottom,bottom,0.504577823,False,2054,1966,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.504577823,0.04951583949999999,True,992,1966,,,,inactive,False,False,False,False,,2
2012-05-03,ma120_breadth_reversal_bottom,bottom,0.5216284987,False,2054,1965,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5216284987,0.10399038420000006,True,1025,1965,,,,inactive,False,False,False,False,,2
2012-05-04,ma120_breadth_reversal_bottom,bottom,0.562658549,False,2054,1971,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.562658549,0.08846335230000002,True,1109,1971,,,,inactive,False,False,False,False,,2
2012-05-07,ma120_breadth_reversal_bottom,bottom,0.5988815455,False,2054,1967,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5988815455,0.13022789699999993,True,1178,1967,,,,inactive,False,False,False,False,,2
2012-05-08,ma120_breadth_reversal_bottom,bottom,0.6122554068,False,2054,1942,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.6122554068,0.165435803,True,1189,1942,,,,inactive,False,False,False,False,,2
2012-05-09,ma120_breadth_reversal_bottom,bottom,0.5232024477,False,2054,1961,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5232024477,0.018624624700000036,True,1026,1961,,,,inactive,False,False,False,False,,2
2012-05-10,ma120_breadth_reversal_bottom,bottom,0.5390584584,False,2054,1933,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5390584584,0.017429959699999942,True,1042,1933,,,,inactive,False,False,False,False,,2
2012-05-11,ma120_breadth_reversal_bottom,bottom,0.5179593961,False,2054,1921,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5179593961,-0.04469915290000004,True,995,1921,,,,inactive,False,False,False,False,,2
2012-05-14,ma120_breadth_reversal_bottom,bottom,0.5089149261,False,2054,1963,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5089149261,-0.08996661939999995,True,999,1963,,,,inactive,False,False,False,False,,2
2012-05-15,ma120_breadth_reversal_bottom,bottom,0.495620814,False,2054,1941,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.495620814,-0.11663459279999999,True,962,1941,,,,inactive,False,False,False,False,,2
2012-05-16,ma120_breadth_reversal_bottom,bottom,0.4619368203,False,2054,1931,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4619368203,-0.06126562740000002,True,892,1931,,,,inactive,False,False,False,False,,2
2012-05-17,ma120_breadth_reversal_bottom,bottom,0.5332310838,False,2054,1956,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5332310838,-0.005827374600000046,True,1043,1956,,,,inactive,False,False,False,False,,2
2012-05-18,ma120_breadth_reversal_bottom,bottom,0.4673684211,False,2054,1900,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4673684211,-0.05059097499999998,True,888,1900,,,,inactive,False,False,False,False,,2
2012-05-21,ma120_breadth_reversal_bottom,bottom,0.4704684318,False,2054,1964,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4704684318,-0.03844649430000002,True,924,1964,,,,inactive,False,False,False,False,,2
2012-05-22,ma120_breadth_reversal_bottom,bottom,0.5211195929,False,2054,1965,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5211195929,0.025498778899999963,True,1024,1965,,,,inactive,False,False,False,False,,2
2012-05-23,ma120_breadth_reversal_bottom,bottom,0.5015228426,False,2054,1970,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5015228426,0.03958602230000002,True,988,1970,,,,inactive,False,False,False,False,,2
2012-05-24,ma120_breadth_reversal_bottom,bottom,0.4826371414,False,2054,1987,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4826371414,-0.050593942399999925,True,959,1987,,,,inactive,False,False,False,False,,2
2012-05-25,ma120_breadth_reversal_bottom,bottom,0.4228984012,False,2054,1939,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4228984012,-0.04447001989999999,True,820,1939,,,,inactive,False,False,False,False,,2
2012-05-28,ma120_breadth_reversal_bottom,bottom,0.4868287741,False,2054,1974,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4868287741,0.016360342299999997,True,961,1974,,,,inactive,False,False,False,False,,2
2012-05-29,ma120_breadth_reversal_bottom,bottom,0.5547667343,False,2054,1972,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5547667343,0.033647141400000025,True,1094,1972,,,,inactive,False,False,False,False,,2
2012-05-30,ma120_breadth_reversal_bottom,bottom,0.5707785642,False,2054,1978,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5707785642,0.06925572159999993,True,1129,1978,,,,inactive,False,False,False,False,,2
2012-05-31,ma120_breadth_reversal_bottom,bottom,0.5813953488,False,2054,1978,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5813953488,0.09875820739999996,True,1150,1978,,,,inactive,False,False,False,False,,2
2012-06-01,ma120_breadth_reversal_bottom,bottom,0.5691997987,False,2054,1987,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5691997987,0.14630139750000004,True,1131,1987,,,,inactive,False,False,False,False,,2
2012-06-04,ma120_breadth_reversal_bottom,bottom,0.4222445898,False,2054,1987,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4222445898,-0.06458418429999996,True,839,1987,,,,inactive,False,False,False,False,,2
2012-06-05,ma120_breadth_reversal_bottom,bottom,0.4297229219,False,2054,1985,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4297229219,-0.1250438124,True,853,1985,,,,inactive,False,False,False,False,,2
2012-06-06,ma120_breadth_reversal_bottom,bottom,0.4125379171,False,2054,1978,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4125379171,-0.15824064709999996,True,816,1978,,,,inactive,False,False,False,False,,2
2012-06-07,ma120_breadth_reversal_bottom,bottom,0.3877448518,False,2054,1991,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3877448518,-0.19365049699999998,True,772,1991,,,,inactive,False,False,False,False,,2
2012-06-08,ma120_breadth_reversal_bottom,bottom,0.3825025432,False,2054,1966,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3825025432,-0.18669725550000005,True,752,1966,,,,inactive,False,False,False,False,,2
2012-06-11,ma120_breadth_reversal_bottom,bottom,0.4504776269,False,2054,1989,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4504776269,0.02823303709999997,True,896,1989,,,,inactive,False,False,False,False,,2
2012-06-12,ma120_breadth_reversal_bottom,bottom,0.4292878636,False,2054,1994,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4292878636,-0.000435058300000013,True,856,1994,,,,inactive,False,False,False,False,,2
2012-06-13,ma120_breadth_reversal_bottom,bottom,0.4920239282,False,2054,2006,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4920239282,0.07948601110000003,True,987,2006,,,,inactive,False,False,False,False,,2
2012-06-14,ma120_breadth_reversal_bottom,bottom,0.4735264735,False,2054,2002,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4735264735,0.08578162169999998,True,948,2002,,,,inactive,False,False,False,False,,2
2012-06-15,ma120_breadth_reversal_bottom,bottom,0.4835276229,False,2054,1973,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4835276229,0.10102507970000002,True,954,1973,,,,inactive,False,False,False,False,,2
2012-06-18,ma120_breadth_reversal_bottom,bottom,0.5230613279,False,2054,1973,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.5230613279,0.07258370100000006,True,1032,1973,,,,inactive,False,False,False,False,,2
2012-06-19,ma120_breadth_reversal_bottom,bottom,0.4917458729,False,2054,1999,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4917458729,0.062458009300000006,True,983,1999,,,,inactive,False,False,False,False,,2
2012-06-20,ma120_breadth_reversal_bottom,bottom,0.495218923,False,2054,1987,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.495218923,0.0031949947999999617,True,984,1987,,,,inactive,False,False,False,False,,2
2012-06-21,ma120_breadth_reversal_bottom,bottom,0.4188508065,False,2054,1984,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.4188508065,-0.05467566699999998,True,831,1984,,,,inactive,False,False,False,False,,2
2012-06-25,ma120_breadth_reversal_bottom,bottom,0.3357034027,False,2054,1969,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3357034027,-0.14782422020000002,True,661,1969,,,,inactive,False,False,False,False,,2
2012-06-26,ma120_breadth_reversal_bottom,bottom,0.3355196771,False,2054,1982,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3355196771,-0.18754165080000001,True,665,1982,,,,inactive,False,False,False,False,,2
2012-06-27,ma120_breadth_reversal_bottom,bottom,0.3291394061,False,2054,1987,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3291394061,-0.16260646680000002,True,654,1987,,,,inactive,False,False,False,False,,2
2012-06-28,ma120_breadth_reversal_bottom,bottom,0.2949897751,False,2054,1956,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.2949897751,-0.20022914789999996,True,577,1956,,,,inactive,False,False,False,False,,2
2012-06-29,ma120_breadth_reversal_bottom,bottom,0.3183673469,False,2054,1960,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3183673469,-0.10048345959999999,True,624,1960,,,,inactive,False,False,False,False,,2
2012-07-02,ma120_breadth_reversal_bottom,bottom,0.3489805595,False,2151,2109,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3489805595,0.013277156800000023,True,736,2109,,,,inactive,False,False,False,False,,2
2012-07-03,ma120_breadth_reversal_bottom,bottom,0.3692671395,False,2151,2115,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3692671395,0.03374746239999998,True,781,2115,,,,inactive,False,False,False,False,,2
2012-07-04,ma120_breadth_reversal_bottom,bottom,0.3582938389,False,2151,2110,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3582938389,0.02915443280000002,True,756,2110,,,,inactive,False,False,False,False,,2
2012-07-05,ma120_breadth_reversal_bottom,bottom,0.3032319392,False,2151,2104,ma_period_breadth_decomposition_v1_20120104_20260814,120,0.3032319392,0.008242164100000005,True,638,2104,,,,inactive,False,False,False,False,,2
