id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
706,513680.XSHG,建信H股,2018-11-14,2018-11-19,2023-02-02,恒生中国企业指数(HSCEI),
707,515500.XSHG,长三角LX,2020-04-29,2020-05-06,2023-02-02,中证长三角(931381),931381.CSI
708,513560.XSHG,香港科技,2022-10-18,2022-10-21,,港股通科技CNY(931573CNY00),
709,159678.XSHE,500增强ETF博时,2023-01-19,2023-02-06,,中证500(000905),000905.XSHG
710,159605.XSHE,中概互联ETF广发,2021-11-09,2021-11-15,,中国互联网30(930604),930604.CSI
711,159666.XSHE,交通运输ETF华夏,2022-12-28,2023-01-03,,运输指数(H30171),H30171.CSI
712,159688.XSHE,恒生互联网ETF华安,2022-12-13,2023-01-03,,恒生互联网科技业指数(HSIII),
713,561170.XSHG,绿电50,2023-02-01,2023-02-13,,绿色电力(931897),931897.CSI
714,159838.XSHE,医药50ETF博时,2021-05-22,2021-05-26,,医药50(931140),931140.CSI
715,516860.XSHG,金融科技,2021-06-25,2021-06-28,,金融科技(930986),930986.CSI
716,515130.XSHG,HS300E,2020-02-27,2020-03-09,,沪深300(000300),000300.XSHG
717,513110.XSHG,纳指100,2023-02-10,2023-02-15,,纳斯达克100指数(NDX),
718,513060.XSHG,恒生医疗,2021-02-26,2021-03-08,,恒生医疗保健指数(HSHCI),
719,513290.XSHG,纳指生物,2022-05-23,2022-05-27,,纳斯达克生物技术指数(NBI),
720,513280.XSHG,恒生生物,2022-05-23,2022-05-27,,恒生生物科技(HSBIO),
721,513260.XSHG,恒科技,2022-05-23,2022-05-27,,恒生科技指数(HSTECH),
722,513520.XSHG,日经ETF,2019-05-25,2019-05-28,,日经225指数(N225),
723,159711.XSHE,港股通50ETF华夏,2021-09-17,2021-09-24,,港股通50(930931),930931.CSI
724,159612.XSHE,标普500ETF国泰,2022-04-12,2022-04-18,,标普500指数(SPX),
725,513600.XSHG,恒指ETF,2014-12-06,2014-12-09,,恒生指数(HSI),
726,513300.XSHG,纳斯达克,2020-09-30,2020-10-14,,纳斯达克100指数(NDX),
727,159615.XSHE,恒生生物科技ETF南方,2022-05-27,2022-06-06,,恒生生物科技(HSBIO),
728,159636.XSHE,港股通科技30ETF工银,2022-06-14,2022-06-17,,港股通科技(987008),
729,513650.XSHG,标普ETF,2023-01-18,2023-01-30,,标普500指数(SPX),
730,513660.XSHG,恒生通,2014-12-06,2014-12-09,,恒生指数(HSI),
731,159726.XSHE,港股通高股息ETF华夏,2021-09-01,2021-09-06,2026-02-02,中国内地企业高股息率(HSMCHYI),
732,159655.XSHE,标普500ETF华夏,2022-08-24,2022-08-30,,标普500指数(SPX),
733,513140.XSHG,港股金融,2022-12-06,2022-12-12,,港股通金融服务(H30106),H30106.CSI
734,159632.XSHE,纳斯达克ETF华安,2022-05-25,2022-06-13,,纳斯达克100指数(NDX),
735,159941.XSHE,纳指ETF广发,2015-05-15,2015-05-20,,纳斯达克100指数(NDX),
736,159679.XSHE,中证1000增强ETF国泰,2023-02-01,2023-02-06,,中证1000(000852),000852.XSHG
737,511090.XSHG,30年国债,2023-02-14,2023-02-17,,中债-30年期国债指数(CBA21801),
738,159607.XSHE,中概互联网ETF嘉实,2021-11-08,2021-11-15,,中国互联网30(930604),930604.CSI
739,561920.XSHG,疫苗龙头,2023-02-03,2023-02-20,,疫苗生物(931992),931992.CSI
740,562550.XSHG,绿电ETF,2023-02-13,2023-02-20,,绿色电力(931897),931897.CSI
741,562860.XSHG,疫苗ETF,2023-01-31,2023-02-06,,疫苗生物(931992),931992.CSI
742,510190.XSHG,上证50基,2023-02-23,2023-02-23,,上证50(000016),000016.XSHG
743,159005.XSHE,快钱ETF汇添富,2014-12-09,2014-12-15,,,
744,562920.XSHG,信息安全,2023-02-25,2023-03-01,,信息安全(399994),399994.XSHE
745,159651.XSHE,国开债ETF平安,2022-08-05,2022-08-15,,中债-0-3年国开行债券指数(CBA11901),
746,159671.XSHE,稀有金属ETF工银,2023-01-19,2023-02-06,,CS稀金属(930632),930632.CSI
747,560860.XSHG,工业有色,2023-01-20,2023-02-13,,工业有色(H11059),H11059.CSI
748,159657.XSHE,疫苗ETF鹏华,2023-01-05,2023-01-16,,疫苗生科(980015),
749,159689.XSHE,消费ETF南方,2023-02-22,2023-02-27,,800消费(000932),000932.XSHG
750,159672.XSHE,消费ETF博时,2023-02-17,2023-03-13,,800消费(000932),000932.XSHG
751,159676.XSHE,创业板增强ETF富国,2023-03-01,2023-03-13,,创业板指(399006),399006.XSHE
752,159999.XSHE,永赢中证500ETF,2020-05-25,2020-06-08,2023-03-14,中证500(000905),000905.XSHG
753,515390.XSHG,HS300,2019-10-17,2019-10-28,,沪深300(000300),000300.XSHG
754,515090.XSHG,可持续,2019-12-13,2019-12-16,,持续发展(931268),931268.CSI
755,511380.XSHG,转债ETF,2020-01-22,2020-02-10,,中证转债及可交换债(931078),931078.CSI
756,515890.XSHG,红利博时,2020-02-10,2020-02-24,,中证红利(000922),000922.CSI
757,159991.XSHE,创业板大盘ETF招商,2020-02-25,2020-03-02,,创业大盘(399293),399293.XSHE
758,159811.XSHE,5GETF博时,2020-03-09,2020-03-16,,5G50(931406),931406.CSI
759,518660.XSHG,工银黄金,2020-03-20,2020-03-23,,,
760,159809.XSHE,大湾区ETF基金,2020-03-24,2020-03-30,2021-10-15,沪深港通大湾区综合指数(HSBBAC),
761,515830.XSHG,工银中证800ETF,2020-03-24,2020-03-27,2022-04-01,中证800(000906),000906.XSHG
762,515770.XSHG,MSCIAETF,2020-04-10,2020-04-13,,MSCI中国A股人民币指数(本币)(718711L),
763,518860.XSHG,上海金E,2020-07-09,2020-07-13,,,
764,516900.XSHG,食品50,2021-03-08,2021-03-15,,食品饮料(000807),000807.CSI
765,159831.XSHE,金ETF嘉实,2021-12-24,2021-12-28,,,
766,511260.XSHG,十年国债,2017-07-12,2017-07-17,2025-03-25,10年国债(H11077),
767,510600.XSHG,沪50ETF,2018-06-20,2018-06-25,,上证50(000016),000016.XSHG
768,511270.XSHG,10年地债,2018-06-25,2018-06-28,,上证10年地债(950109),
769,512960.XSHG,央调ETF,2018-08-23,2018-08-27,,结构调整(000860),000860.CSI
770,512260.XSHG,500低波,2018-10-15,2018-10-18,,500SNLV(930782),930782.CSI
771,512270.XSHG,300低波,2018-12-03,2018-12-06,2021-08-10,300SNLV(930846),
772,159908.XSHE,创业板ETF博时,2018-12-10,2018-12-10,,创业板指(399006),399006.XSHE
773,512790.XSHG,民企成长,2019-04-26,2019-05-06,2020-06-16,民企成长(000939),
774,512190.XSHG,之江凤凰,2019-06-22,2019-06-26,,凤凰50(930758),930758.CSI
775,510530.XSHG,工银500,2019-06-22,2019-07-18,,中证500(000905),000905.XSHG
776,515900.XSHG,央创ETF,2019-08-08,2019-08-12,,央企创新(000861),000861.CSI
777,159976.XSHE,湾创ETF工银,2019-08-16,2019-08-19,,湾创100(980001),
778,515310.XSHG,添富300,2019-09-19,2019-09-27,,沪深300(000300),000300.XSHG
779,512860.XSHG,MSCI中国,2018-07-27,2018-08-01,2021-03-10,MSCI中国A股国际指数(704843),
780,562960.XSHG,绿色电力,2023-03-16,2023-03-20,,绿色电力(931897),931897.CSI
781,513530.XSHG,港股红利,2022-02-21,2022-02-24,,港股通高股息CNY(930915),
782,159832.XSHE,平安金ETF,2021-11-22,2021-11-25,2023-03-23,,
783,560180.XSHG,ESG300,2023-03-20,2023-03-23,,300ESG(931463),931463.CSI
784,159670.XSHE,消费50ETF国联安,2023-03-20,2023-03-24,,CS消费50(931139),931139.CSI
785,159966.XSHE,创业板价值ETF华夏,2019-04-26,2019-05-06,,创价值(399295),399295.XSHE
786,562330.XSHG,500价值,2023-03-13,2023-03-27,,500价值(H30352),H30352.CSI
787,513970.XSHG,恒生消费,2023-03-22,2023-03-27,,恒生消费(HSCGSI),
788,159685.XSHE,1000增强ETF天弘,2023-03-02,2023-03-06,,中证1000(000852),000852.XSHG
789,159686.XSHE,A100ETF易方达,2023-04-03,2023-04-07,,中证A100(000903),000903.XSHG
790,513390.XSHG,纳指基金,2023-03-31,2023-04-10,,纳斯达克100指数(NDX),
791,159673.XSHE,沪深300ETF鹏华,2023-04-11,2023-04-14,,沪深300(000300),000300.XSHG
792,159695.XSHE,通信ETF嘉实,2023-04-11,2023-04-17,,国证通信(399389),399389.XSHE
793,560580.XSHG,电力指基,2023-04-10,2023-04-18,,电力指数(H30199),H30199.CSI
794,561950.XSHG,500增强A,2023-03-10,2023-03-20,,中证500(000905),000905.XSHG
795,159659.XSHE,纳斯达克100ETF招商,2023-02-06,2023-02-09,,纳斯达克100指数(NDX),
796,560330.XSHG,300价值E,2023-04-13,2023-04-21,,300价值(000919),000919.CSI
797,159691.XSHE,港股红利ETF工银,2023-03-03,2023-03-13,,港股通高息精选(930839),930839.CSI
798,159815.XSHE,浙江100ETF,2020-04-22,2020-04-28,2023-04-24,浙江100(931163),931163.CSI
799,513950.XSHG,恒生红利,2023-03-27,2023-04-03,,港股通高股息低波动(HSHYLV),
800,159697.XSHE,石油ETF鹏华,2023-03-30,2023-04-03,,国证油气(399439),399439.XSHE
801,560950.XSHG,500增,2023-04-20,2023-04-27,,中证500(000905),000905.XSHG
802,562930.XSHG,软件30,2023-04-26,2023-05-04,,中证软件(930601),930601.CSI
803,159622.XSHE,创新药ETF东财,2023-03-17,2023-03-27,,SHS创新药(931409),931409.CSI
804,159692.XSHE,证券ETF东财,2023-04-04,2023-04-17,,证券公司30(931412),931412.CSI
805,159735.XSHE,港股消费ETF银华,2021-05-07,2021-05-12,,港股通消费(931454),931454.CSI
806,515520.XSHG,价值100,2019-08-13,2019-08-19,2023-05-09,MSCI中国A股质优价值100指数(718465),
807,560700.XSHG,央红利50,2023-05-09,2023-05-15,,央企股东回报(932039),932039.CSI
808,560070.XSHG,央企分红,2023-05-09,2023-05-15,,央企股东回报(932039),932039.CSI
809,513040.XSHG,HK互联网,2023-04-28,2023-05-15,,港股通互联网(931637),931637.CSI
810,159501.XSHE,纳指ETF嘉实,2023-05-15,2023-05-22,,纳斯达克100指数(NDX),
811,512580.XSHG,环保ETF,2016-12-15,2016-12-19,,中证环保(000827),000827.XSHG
812,561580.XSHG,央企红利,2023-04-22,2023-05-04,,央企红利(000825),000825.CSI
813,515160.XSHG,MSCI招商,2019-12-04,2019-12-09,,MSCI中国A股国际通(人民币)指数(本币)(716567L),
814,159507.XSHE,通信ETF广发,2023-05-24,2023-05-29,,国证通信(399389),399389.XSHE
815,560090.XSHG,证券指数,2023-02-07,2023-02-13,,证券公司(399975),399975.XSHE
816,561960.XSHG,央企回报,2023-05-09,2023-05-15,,央企股东回报(932039),932039.CSI
817,159833.XSHE,上海金基金ETF,2021-12-25,2021-12-29,2023-05-30,,
818,159629.XSHE,中证1000ETF富国,2022-07-15,2022-07-22,,中证1000(000852),000852.XSHG
819,159001.XSHE,货币ETF易方达,2013-03-20,2013-03-25,,,
820,159961.XSHE,深100ETF方正富邦,2018-10-11,2018-10-15,,深证100(399330),399330.XSHE
821,159996.XSHE,家电ETF国泰,2020-02-05,2020-02-10,,家用电器(930697),930697.CSI
822,159506.XSHE,港股通创新药医疗ETF富国,2023-05-31,2023-06-05,,港股通医疗保健(HSSCHI),
823,510170.XSHG,商品ETF,2010-10-27,2010-11-01,,上证商品(000066),000066.XSHG
824,588180.XSHG,科创50基,2021-06-08,2021-06-11,,科创50(000688),000688.XSHG
825,516810.XSHG,农业,2021-09-17,2021-09-24,,中证农业(000949),000949.CSI
826,560030.XSHG,800价值,2023-05-31,2023-06-06,,800价值(H30356),H30356.CSI
827,515780.XSHG,浦银MSCI,2020-03-16,2020-03-20,2025-02-26,MSCI中国A股人民币指数(本币)(718711L),
828,159819.XSHE,人工智能ETF易方达,2020-07-15,2020-07-20,,CS人工智(930713),930713.CSI
829,159503.XSHE,财富管理ETF,2023-06-01,2023-06-08,2024-07-19,财富管理(CN5074),
830,563050.XSHG,科技央企,2023-06-02,2023-06-12,,央企科技引领(932038),932038.CSI
831,560170.XSHG,央企科技,2023-06-02,2023-06-12,,央企科技引领(932038),932038.CSI
832,159508.XSHE,生物医药ETF华安,2023-06-06,2023-06-12,,生物医药(399441),399441.XSHE
833,562380.XSHG,科技引领,2023-06-02,2023-06-12,,央企科技引领(932038),932038.CSI
834,159907.XSHE,国证2000ETF广发,2011-04-27,2011-05-03,2023-06-12,中小300(399008),399008.XSHE
835,159907.XSHE,国证2000ETF广发,2023-05-24,2023-06-12,,国证2000(399303),399303.XSHE
836,159755.XSHE,电池ETF广发,2021-05-28,2021-06-01,,新能电池(980032),
837,159696.XSHE,纳指ETF易方达,2023-06-09,2023-06-13,,纳斯达克100指数(NDX),
838,513980.XSHG,科技港股,2021-05-26,2021-05-31,2023-06-13,港股通科技CNY(931573CNY00),
839,513980.XSHG,科技港股,2023-06-13,2023-06-13,,港股通科技(931573),931573.CSI
840,515930.XSHG,永赢300,2020-03-13,2020-03-23,2023-06-13,沪深300(000300),000300.XSHG
841,516390.XSHG,电动车,2021-05-12,2021-05-17,,新能源车(930997),930997.CSI
842,159929.XSHE,医药ETF汇添富,2013-07-11,2013-07-15,,800医卫(000933),000933.XSHG
843,562350.XSHG,电力,2022-06-14,2022-06-17,,电力指数(H30199),H30199.CSI
844,563010.XSHG,电信ETF,2023-06-13,2023-06-19,,中证电信(931235),931235.CSI
845,159718.XSHE,港股医药ETF平安,2021-09-23,2021-09-30,,港股通医药C(930965),930965.CSI
846,159881.XSHE,有色金属ETF国泰,2021-05-24,2021-06-07,,中证有色(930708),930708.CSI
847,159690.XSHE,有色矿业ETF招商,2023-06-01,2023-06-06,,有色矿业(931892),931892.CSI
848,159909.XSHE,TMT50ETF招商,2011-05-12,2011-05-16,,TMT50(399610),399610.XSHE
849,510120.XSHG,非周ETF,2011-03-18,2011-03-21,2023-06-30,非周期(000064),000064.XSHG
850,159512.XSHE,汽车ETF广发,2023-06-29,2023-07-03,,汽车指数(931008),931008.CSI
851,159698.XSHE,粮食ETF鹏华,2023-06-27,2023-07-03,,国证粮食(399365),399365.XSHE
852,159513.XSHE,纳斯达克100ETF大成,2023-06-27,2023-07-03,,纳斯达克100指数(NDX),
853,159984.XSHE,湾区100ETF,2019-09-04,2019-09-09,2023-07-05,湾创100(980001),
854,510110.XSHG,周期ETF,2010-08-16,2010-08-19,2023-07-06,上证周期(000063),000063.XSHG
855,159516.XSHE,半导体设备ETF国泰,2023-07-07,2023-07-10,,半导体材料设备(931743),931743.CSI
856,159509.XSHE,纳指科技ETF景顺,2023-06-13,2023-07-10,,纳斯达克科技市值加权指数(NDXTMC),
857,562300.XSHG,低碳ETF,2021-11-05,2021-11-10,,内地低碳(000977),000977.CSI
858,159510.XSHE,沪深300价值ETF华夏,2023-07-12,2023-07-17,,300价值稳健(931586),931586.CSI
859,561790.XSHG,现代能源,2023-07-04,2023-07-17,,央企现代能源(932037),932037.CSI
860,562850.XSHG,央企能源,2023-07-04,2023-07-17,,央企现代能源(932037),932037.CSI
861,159729.XSHE,互联网ETF汇添富,2021-06-10,2021-06-15,,SHS互联网(930625),930625.CSI
862,561260.XSHG,能源ETF,2023-07-04,2023-07-17,,央企现代能源(932037),932037.CSI
863,159511.XSHE,通信ETF南方,2023-07-05,2023-07-17,,800通信(000936),000936.CSI
864,159699.XSHE,恒生消费ETF广发,2023-07-24,2023-07-31,,恒生消费(HSCGSI),
865,560020.XSHG,红利添富,2023-07-27,2023-08-01,,中证红利(000922),000922.CSI
866,513850.XSHG,美国50,2023-07-28,2023-08-02,,MSCI美国50指数(750108),
867,513810.XSHG,港股国企,2023-07-31,2023-08-03,,内地国有(H11153),H11153.CSI
868,159965.XSHE,央视50ETF国联,2018-12-07,2018-12-12,,央视50(399550),399550.XSHE
869,512870.XSHG,杭州湾区,2018-10-30,2018-11-02,,杭州湾区(931033),931033.CSI
870,561280.XSHG,增强1000,2023-08-09,2023-08-14,,中证1000(000852),000852.XSHG
871,159519.XSHE,港股国企ETF国泰,2023-08-09,2023-08-14,,内地国有(H11153),H11153.CSI
872,560590.XSHG,1000鹏华,2023-08-01,2023-08-14,,中证1000(000852),000852.XSHG
873,159523.XSHE,沪深300成长ETF华夏,2023-08-09,2023-08-14,,300成长创新(931589),931589.CSI
874,159517.XSHE,中证800增强ETF银华,2023-08-01,2023-08-14,,中证800(000906),000906.XSHG
875,159515.XSHE,国企红利ETF鹏扬,2023-08-07,2023-08-14,,国企红利(000824),000824.CSI
876,588110.XSHG,科创成长,2023-08-09,2023-08-14,,科创成长(000690),000690.XSHG
877,588020.XSHG,科创50E,2023-08-09,2023-08-14,,科创成长(000690),000690.XSHG
878,159521.XSHE,国证2000ETF平安,2023-08-04,2023-08-16,,国证2000(399303),399303.XSHE
879,561060.XSHG,红利国企,2023-08-14,2023-08-17,,国企红利(000824),000824.CSI
880,516290.XSHG,光伏基金,2021-07-16,2021-07-22,,光伏产业(931151),931151.CSI
881,561980.XSHG,芯片设备,2023-08-03,2023-08-10,,中证半导(931865),931865.CSI
882,159693.XSHE,有色矿业ETF,2023-08-19,2023-08-25,2024-06-07,有色矿业(931892),931892.CSI
883,513190.XSHG,H股金融,2023-08-22,2023-08-28,,港股通内地金融(H11146),H11146.CSI
884,588220.XSHG,科创100F,2023-08-23,2023-08-28,,科创100(000698),000698.XSHG
885,588120.XSHG,科100ETF,2023-08-23,2023-08-28,,科创100(000698),000698.XSHG
886,560260.XSHG,医疗50,2023-08-22,2023-08-28,,中证医疗(399989),399989.XSHE
887,588190.XSHG,科创100,2023-08-23,2023-08-28,,科创100(000698),000698.XSHG
888,588030.XSHG,科创指基,2023-08-23,2023-08-28,,科创100(000698),000698.XSHG
889,159933.XSHE,金融地产ETF国投瑞银,2013-08-23,2013-08-28,,300金融(000914),000914.XSHG
890,560220.XSHG,2000基金,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
891,159540.XSHE,信创ETF易方达,2023-08-29,2023-09-01,,国证信创(CN5075),
892,159539.XSHE,信创ETF广发,2023-08-29,2023-09-01,,国证信创(CN5075),
893,562660.XSHG,ZZ2000,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
894,563300.XSHG,中证2000,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
895,159536.XSHE,中证2000ETF汇添富,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
896,159531.XSHE,中证2000ETF南方,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
897,159532.XSHE,中证2000ETF易方达,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
898,159535.XSHE,中证2000ETF嘉实,2023-08-29,2023-09-01,,中证2000(932000),932000.CSI
899,562030.XSHG,信创ETF基金,2023-09-01,2023-09-04,,中证信创(931247),931247.CSI
900,159538.XSHE,信创ETF富国,2023-08-30,2023-09-04,,国证信创(CN5075),
901,159522.XSHE,国证2000ETF景顺,2023-08-16,2023-09-04,2024-08-22,国证2000(399303),399303.XSHE
902,561370.XSHG,2000ETF,2023-08-30,2023-09-04,,中证2000(932000),932000.CSI
903,159537.XSHE,信创ETF国泰,2023-09-08,2023-09-11,,国证信创(CN5075),
904,159520.XSHE,消费龙头ETF工银,2023-09-07,2023-09-11,,消费龙头(931068),931068.CSI
905,512160.XSHG,MSCI基金,2018-03-14,2018-03-19,,MSCI中国A股国际通(人民币)指数(本币)(716567L),
906,563200.XSHG,2000指数,2023-09-06,2023-09-18,,中证2000(932000),932000.CSI
907,562590.XSHG,半导材料,2023-09-14,2023-09-20,,半导体材料设备(931743),931743.CSI
908,561200.XSHG,A100基金,2023-09-18,2023-09-22,,中证A100(000903),000903.XSHG
909,561780.XSHG,1000指增,2023-09-19,2023-09-22,,中证1000(000852),000852.XSHG
910,159546.XSHE,集成电路ETF国泰,2023-09-19,2023-09-22,,集成电路(932087),932087.CSI
911,510380.XSHG,国寿300,2017-10-10,2017-10-13,,沪深300(000300),000300.XSHG
912,159502.XSHE,标普生物科技ETF嘉实,2023-09-22,2023-09-28,,标普生物科技精选行业指数(SPSIBI),
913,159616.XSHE,农牧ETF建信,2022-05-31,2022-06-06,,农牧主题(931778),931778.CSI
914,561010.XSHG,软件开发,2023-09-26,2023-10-09,,软件开发(932094),932094.CSI
915,562600.XSHG,医疗器械,2023-09-27,2023-10-09,,医疗器械(H30217),H30217.CSI
916,560280.XSHG,工程机械,2023-09-25,2023-10-09,,工程机械主题(931752),931752.CSI
917,159541.XSHE,创业板综ETF万家,2023-09-26,2023-10-09,,创业板综(399102),399102.XSHE
918,561360.XSHG,石油ETF,2023-10-09,2023-10-12,,油气产业(H30198),H30198.CSI
919,159661.XSHE,A100ETF嘉实,2023-10-10,2023-10-13,,中证A100(000903),000903.XSHG
920,517520.XSHG,黄金股,2023-10-13,2023-10-16,,SSH黄金股票(931238),931238.CSI
921,159518.XSHE,标普油气ETF嘉实,2023-09-25,2023-10-16,,标普石油与天然气的勘探与生产精选行业指数(SPSIOP),
922,563020.XSHG,低波红利,2023-09-22,2023-10-16,,红利低波(H30269),H30269.CSI
923,159543.XSHE,国证2000ETF工银,2023-10-11,2023-10-16,,国证2000(399303),399303.XSHE
924,513870.XSHG,纳指指数,2023-10-10,2023-10-16,,纳斯达克100指数(NDX),
925,159789.XSHE,饮料ETF,2021-11-03,2021-11-08,2023-10-18,饮料指数(H30205),H30205.CSI
926,563330.XSHG,A股ETF,2023-10-14,2023-10-18,,中证A股(930903),930903.CSI
927,513020.XSHG,科技HK,2021-11-02,2021-11-05,2023-10-19,港股通科技CNY(931573CNY00),
928,513020.XSHG,科技HK,2023-10-19,2023-10-19,,港股通科技(931573),931573.CSI
929,159560.XSHE,芯片ETF景顺,2023-10-17,2023-10-23,,芯片产业(H30007),H30007.CSI
930,510190.XSHG,上证50基,2010-10-20,2010-10-25,2023-02-23,上证龙头(000065),000065.XSHG
931,588880.XSHG,科创指数,2023-10-26,2023-10-30,,科创100(000698),000698.XSHG
932,513750.XSHG,港股非银,2023-10-26,2023-10-30,,港股通非银CNY(931028),
933,588210.XSHG,科创100E,2023-10-26,2023-10-30,,科创100(000698),000698.XSHG
934,588800.XSHG,科创100C,2023-10-26,2023-10-30,,科创100(000698),000698.XSHG
935,159551.XSHE,机器人ETF国泰,2023-10-25,2023-10-30,,机器人(H30590),H30590.CSI
936,513500.XSHG,标普500,2013-10-25,2013-11-04,,标普500净总收益指数(SPTR500N),
937,513350.XSHG,油气ETF,2023-10-27,2023-11-01,,标普石油与天然气的勘探与生产精选行业指数(SPSIOP),
938,513730.XSHG,东南亚,2023-10-20,2023-11-06,,新交所泛东南亚科技指数(ASIATECP),
939,513630.XSHG,香港红利,2023-10-20,2023-11-06,,标普港股通低波红利指数(SPAHLVCP),
940,510980.XSHG,上证综合,2023-11-03,2023-11-08,,上证指数(000001),000001.XSHG
941,159505.XSHE,国证2000ETF博时,2023-10-31,2023-11-09,,国证2000(399303),399303.XSHE
942,159549.XSHE,红利低波ETF天弘,2023-11-03,2023-11-13,,红利低波100(930955),930955.CSI
943,560600.XSHG,医药创新,2021-12-28,2022-01-10,2023-11-13,CS医药创新(931484),931484.CSI
944,515570.XSHG,山证红利,2019-12-20,2019-12-23,2023-11-14,红利潜力(H30089),H30089.CSI
945,517500.XSHG,游戏AH,2021-11-30,2021-12-03,2023-11-14,SHS动漫游戏(931523),931523.CSI
946,560780.XSHG,半导设备,2023-11-13,2023-11-20,,半导体材料设备(931743),931743.CSI
947,560300.XSHG,电信50,2023-11-14,2023-11-20,,中证电信(931235),931235.CSI
948,159150.XSHE,深证50ETF易方达,2023-11-03,2023-11-20,,深证50(399850),399850.XSHE
949,159559.XSHE,机器人ETF景顺,2023-11-09,2023-11-20,,机器人产业(980022),
950,562060.XSHG,标普红利ETF,2023-11-13,2023-11-20,,标普中国A股红利机会指数(CSPSADRP),
951,159350.XSHE,深证50ETF富国,2023-11-03,2023-11-20,,深证50(399850),399850.XSHE
952,159562.XSHE,黄金股ETF华夏,2023-11-15,2023-11-21,,SSH黄金股票(931238),931238.CSI
953,159555.XSHE,中证2000增强ETF银华,2023-11-17,2023-11-22,,中证2000(932000),932000.CSI
954,512210.XSHG,景顺食品,2014-06-20,2014-06-23,2018-03-07,800食品(H30020),
955,159853.XSHE,科技100ETF,2021-06-23,2021-06-28,2023-11-25,科技100(931187),931187.CSI
956,588900.XSHG,科创100S,2023-11-24,2023-11-29,,科创100(000698),000698.XSHG
957,159572.XSHE,创业板200ETF易方达,2023-11-30,2023-12-04,,创业200(399019),399019.XSHE
958,159575.XSHE,创业板200ETF银华,2023-11-30,2023-12-04,,创业200(399019),399019.XSHE
959,513920.XSHG,央企40,2023-11-29,2023-12-04,,港股通中国央企红利(HSSCSOY),
960,159571.XSHE,创业板200ETF富国,2023-11-29,2023-12-04,,创业200(399019),399019.XSHE
961,159573.XSHE,创业板200ETF华夏,2023-11-30,2023-12-04,,创业200(399019),399019.XSHE
962,511100.XSHG,基准国债,2023-11-30,2023-12-04,,沪做市国债(950243),
963,159576.XSHE,深证100ETF广发,2023-12-04,2023-12-11,,深证100(399330),399330.XSHE
964,159570.XSHE,港股通创新药ETF汇添富,2023-12-06,2023-12-13,,港股通创新药(987018),
965,588700.XSHG,科创生物,2023-12-11,2023-12-18,,科创生物(000683),000683.XSHG
966,159556.XSHE,中证2000增强ETF平安,2023-12-06,2023-12-18,,中证2000(932000),932000.CSI
967,159530.XSHE,机器人ETF易方达,2023-12-15,2023-12-18,,机器人产业(980022),
968,159567.XSHE,港股创新药ETF银华,2023-12-08,2023-12-18,,港股通创新药(987018),
969,512990.XSHG,MSCIA股,2015-01-16,2015-01-19,2018-09-17,MSCI中国A股在岸指数(本币)(133333L),
970,513400.XSHG,道琼斯,2023-12-20,2023-12-25,,道琼斯工业平均指数(DJI),
971,563280.XSHG,A50增强,2023-12-21,2023-12-26,,MSCI中国A50互联互通(人民币)指数(本币)(746059L),
972,159983.XSHE,粤港澳大湾区ETF,2020-01-23,2020-02-04,2023-12-28,湾创100(980001),
973,562560.XSHG,信息技术,2023-12-26,2024-01-02,,全指信息(000993),000993.XSHG
974,562580.XSHG,可选消费,2023-12-28,2024-01-03,,全指可选(000989),000989.XSHG
975,159527.XSHE,云计算ETF广发,2023-12-29,2024-01-08,,云计算(930851),930851.CSI
976,159568.XSHE,港股互联网ETF博时,2023-12-29,2024-01-08,,港股通互联网(931637),931637.CSI
977,159529.XSHE,标普消费ETF景顺,2023-12-19,2024-01-08,,标普500消费精选指数(SP5CSSUP),
978,159547.XSHE,红利低波ETF华夏,2024-01-02,2024-01-08,,红利低波(H30269),H30269.CSI
979,159563.XSHE,创业板综ETF华夏,2024-01-11,2024-01-15,,创业板综(399102),399102.XSHE
980,159566.XSHE,储能电池ETF易方达,2024-01-03,2024-01-15,,新能源电池(980027),
981,513910.XSHG,红利央企,2024-01-17,2024-01-22,,港股通央企红利(931233),931233.CSI
982,159565.XSHE,汽车零部件ETF易方达,2024-01-20,2024-01-24,,汽车零部件(931230),931230.CSI
983,159710.XSHE,智能电车ETF,2021-06-23,2021-07-01,2024-01-25,智能电车(H11052),H11052.CSI
984,159577.XSHE,美国50ETF汇添富,2024-01-26,2024-01-30,,MSCI美国50指数(750108),
985,563350.XSHG,中证A50,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
986,159596.XSHE,A50ETF华宝,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
987,563080.XSHG,中证A50E,2024-02-08,2024-02-19,,中证A50(930050),930050.CSI
988,159595.XSHE,中证A50ETF大成,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
989,159592.XSHE,A50ETF银华,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
990,159593.XSHE,中证A50ETF平安,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
