id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
132,517110.XSHG,创新药HK,2021-08-25,2021-08-30,,SHS创新药(931409),931409.CSI
133,159717.XSHE,ESGETF鹏华,2021-08-24,2021-08-30,,ESG300(399378),399378.XSHE
134,516560.XSHG,养老ETF,2021-08-17,2021-08-25,,养老产业(399812),399812.XSHE
135,510770.XSHG,G60创新,2021-08-13,2021-08-23,,G60成指(950049),950049.CSI
136,159792.XSHE,港股通互联网ETF富国,2021-08-16,2021-08-23,,港股通互联网(931637),931637.CSI
137,159889.XSHE,智能汽车ETF国泰,2021-08-18,2021-08-23,,CS智汽车(930721),930721.CSI
138,516190.XSHG,文娱ETF,2021-08-18,2021-08-23,,文娱传媒(H30365),H30365.CSI
139,159715.XSHE,稀土ETF易方达,2021-08-13,2021-08-18,,稀土产业(930598),930598.CSI
140,561600.XSHG,消费电子,2021-08-10,2021-08-16,,消费电子(931494),931494.CSI
141,561350.XSHG,国泰500,2021-08-05,2021-08-10,,中证500(000905),000905.XSHG
142,516630.XSHG,云计算50,2021-08-06,2021-08-10,,云计算(930851),930851.CSI
143,560560.XSHG,碳中和ETF泰康,2021-08-04,2021-08-09,,内地低碳(000977),000977.CSI
144,516210.XSHG,银行股,2021-07-22,2021-08-02,,中证银行(399986),399986.XSHE
145,588390.XSHG,科创创业,2021-07-16,2021-08-02,,科创创业50(931643),931643.CSI
146,159875.XSHE,新能源ETF嘉实,2021-07-26,2021-08-02,,中证新能(399808),399808.XSHE
147,159877.XSHE,医疗ETF南方,2021-07-28,2021-08-02,,医疗保健(H30178),H30178.CSI
148,516640.XSHG,芯片龙头,2021-07-28,2021-08-02,,芯片产业(H30007),H30007.CSI
149,159763.XSHE,新材料ETF建信,2021-07-28,2021-08-02,,新材料(H30597),H30597.CSI
150,159732.XSHE,消费电子ETF华夏,2021-07-26,2021-07-29,,消费电子(980030),
151,561800.XSHG,稀金属,2021-07-20,2021-07-26,,CS稀金属(930632),930632.CSI
152,159767.XSHE,电池龙头ETF兴银,2021-07-21,2021-07-26,,新能电池(980032),
153,159790.XSHE,碳中和ETF华夏,2021-07-24,2021-07-27,,内地低碳(000977),000977.CSI
154,517030.XSHG,HGS300,2021-07-20,2021-07-23,,沪港深300(931395),931395.CSI
155,516790.XSHG,保健ETF,2021-07-21,2021-07-26,,医疗保健(H30178),H30178.CSI
156,159862.XSHE,食品饮料ETF银华,2021-07-19,2021-07-22,,细分食品(000815),000815.CSI
157,517800.XSHG,AI50,2021-07-16,2021-07-21,,SHS人工智能50(931487),931487.CSI
158,517010.XSHG,HGS500E,2021-07-15,2021-07-19,,沪港深500(H30455),H30455.CSI
159,159713.XSHE,稀土ETF富国,2021-07-15,2021-07-19,,稀土产业(930598),930598.CSI
160,159840.XSHE,锂电池ETF工银,2021-07-08,2021-07-19,,新能电池(980032),
161,560500.XSHG,500质量,2021-07-09,2021-07-19,,500质量成长(930939),930939.CSI
162,516710.XSHG,新材料50,2021-07-14,2021-07-19,,新材料(H30597),H30597.CSI
163,159864.XSHE,光伏ETF国泰,2021-07-15,2021-07-19,,光伏产业(931151),931151.CSI
164,560660.XSHG,云50ETF,2021-07-07,2021-07-15,,云计算50(931469),931469.CSI
165,513590.XSHG,香港消费,2021-07-09,2021-07-19,,港股通消费(931454),931454.CSI
166,561910.XSHG,电池ETF,2021-07-13,2021-07-16,,CS电池(931719),931719.CSI
167,159786.XSHE,VRETF银华,2021-07-14,2021-07-19,,中证VR(930821),930821.CSI
168,517380.XSHG,创新药ETF天弘,2021-07-06,2021-07-12,,沪深港创新药精选50(HSSSHID),
169,516920.XSHG,芯片基金,2021-07-02,2021-07-08,,芯片产业(H30007),H30007.CSI
170,516260.XSHG,物联网50,2021-07-02,2021-07-08,,CS物联网(930712),930712.CSI
171,588060.XSHG,上证科创,2021-06-25,2021-07-05,,科创50(000688),000688.XSHG
172,159757.XSHE,电池ETF景顺,2021-06-28,2021-07-05,,新能电池(980032),
173,562880.XSHG,电池基金,2021-07-01,2021-07-05,,CS电池(931719),931719.CSI
174,159752.XSHE,新能源ETF申万菱信,2021-06-24,2021-07-01,,新能源(000941),000941.CSI
175,159766.XSHE,旅游ETF富国,2021-06-24,2021-07-01,,中证旅游(930633),930633.CSI
176,513700.XSHG,香港医药,2021-06-11,2021-06-23,,港股通医药CCNY(930975),930975.CSI
177,517120.XSHG,创新药50,2021-06-17,2021-06-24,,SHS创新药(931409),931409.CSI
178,516100.XSHG,科技金融,2021-06-21,2021-06-25,,金融科技(930986),930986.CSI
179,159847.XSHE,医疗ETF易方达,2021-06-02,2021-06-21,,中证医疗(399989),399989.XSHE
180,516270.XSHG,新能源50,2021-06-15,2021-06-21,,新能源(000941),000941.CSI
181,159782.XSHE,双创50ETF银华,2021-06-17,2021-06-21,,科创创业50(931643),931643.CSI
182,588330.XSHG,双创龙头,2021-06-16,2021-06-21,,科创创业50(931643),931643.CSI
183,588400.XSHG,双创50,2021-06-16,2021-06-21,,科创创业50(931643),931643.CSI
184,588300.XSHG,双创ETF,2021-06-16,2021-06-21,,科创创业50(931643),931643.CSI
185,588360.XSHG,创创ETF,2021-06-16,2021-06-21,,科创创业50(931643),931643.CSI
186,159781.XSHE,科创创业ETF易方达,2021-06-17,2021-06-21,,科创创业50(931643),931643.CSI
187,159780.XSHE,科创创业50ETF南方,2021-06-17,2021-06-21,,科创创业50(931643),931643.CSI
188,159783.XSHE,科创创业50ETF华夏,2021-06-17,2021-06-21,,科创创业50(931643),931643.CSI
189,588380.XSHG,创50ETF,2021-06-17,2021-06-21,,科创创业50(931643),931643.CSI
190,516720.XSHG,ESGETF,2021-06-15,2021-06-18,,ESG120策略(931476),931476.CSI
191,516930.XSHG,生科ETF,2021-06-17,2021-06-21,,中证生科(930743),930743.CSI
192,516580.XSHG,新能源BS,2021-06-01,2021-06-15,,中证新能(399808),399808.XSHE
193,159846.XSHE,中证1000ETF基金,2021-06-08,2021-06-15,2021-12-28,中证1000(000852),000852.XSHG
194,561900.XSHG,沪深ESG,2021-06-09,2021-06-15,,300ESG(931463),931463.CSI
195,516970.XSHG,基建50,2021-06-09,2021-06-15,,基建工程(399995),399995.XSHE
196,159720.XSHE,智能车ETF泰康,2021-06-10,2021-06-15,,智能电车(H11052),H11052.CSI
197,561500.XSHG,漂亮50,2021-06-02,2021-06-07,,企业核心竞争力50(931526),931526.CSI
198,513860.XSHG,HKC科技,2021-06-02,2021-06-07,,港股通科技CNY(931573CNY00),
199,159899.XSHE,软件ETF招商,2021-05-28,2021-06-03,,软件指数(H30202),H30202.CSI
200,516570.XSHG,石化ETF,2021-05-21,2021-06-01,,石化产业(H11057),H11057.CSI
201,159872.XSHE,智能网联汽车ETF鹏华,2021-05-24,2021-06-01,,CS车联网(930725),930725.CSI
202,159716.XSHE,深证100ETF华宝,2021-05-26,2021-06-01,2025-09-11,深创100(399088),399088.XSHE
203,159721.XSHE,深证100ETF永赢,2021-05-26,2021-06-01,2025-05-09,深创100(399088),399088.XSHE
204,159859.XSHE,生物医药ETF天弘,2021-05-27,2021-06-01,,生物医药(399441),399441.XSHE
205,516830.XSHG,300ESG,2021-05-27,2021-06-01,,300ESG(931463),931463.CSI
206,159709.XSHE,物联网ETF工银,2021-05-10,2021-05-31,,物联网50(399285),399285.XSHE
207,159745.XSHE,建材ETF国泰,2021-05-24,2021-05-31,,建筑材料(931009),931009.CSI
208,516400.XSHG,ESG龙头,2021-05-26,2021-05-31,2021-12-15,ESG120策略(931476),931476.CSI
209,516650.XSHG,有色50,2021-05-19,2021-05-24,,细分有色(000811),000811.CSI
210,516380.XSHG,智能电车,2021-05-15,2021-05-21,,智能电车(H11052),H11052.CSI
211,516820.XSHG,医疗创新,2021-05-18,2021-05-24,,CS医药创新(931484),931484.CSI
212,159708.XSHE,红利ETF西部利得,2021-05-20,2021-05-24,,深证红利(399324),399324.XSHE
213,159725.XSHE,线上消费ETF工银,2021-05-10,2021-05-20,,线上消费(931480),931480.CSI
214,517360.XSHG,AH科技,2021-05-12,2021-05-17,,SHS科技100(931442),931442.CSI
215,510990.XSHG,ESG180,2021-05-13,2021-05-17,,180ESG(931088),931088.CSI
216,159897.XSHE,物联网ETF基金,2021-05-14,2021-05-17,2022-05-12,CS物联网(930712),930712.CSI
217,159830.XSHE,金ETF天弘,2021-05-07,2021-05-10,,,
218,159740.XSHE,恒生科技ETF大成,2021-05-08,2021-05-11,,恒生科技指数(HSTECH),
219,513360.XSHG,教育ETF,2021-04-23,2021-05-10,,中国教育(931456),931456.CSI
220,159898.XSHE,医疗器械ETF招商,2021-04-30,2021-05-07,,医疗器械(H30217),H30217.CSI
221,516480.XSHG,新材料基,2021-04-30,2021-05-10,2025-08-06,新材料(H30597),H30597.CSI
222,516320.XSHG,装备ETF,2021-05-06,2021-05-10,,装备产业(H11054),H11054.CSI
223,159703.XSHE,新材料ETF天弘,2021-05-07,2021-05-10,,新材料(H30597),H30597.CSI
224,516910.XSHG,物流ETF,2021-04-26,2021-05-06,,CS物流(930716),930716.CSI
225,159891.XSHE,医疗ETF建信,2021-04-28,2021-05-06,,医疗保健(H30178),H30178.CSI
226,516310.XSHG,银行指基,2021-04-27,2021-04-30,,中证银行(399986),399986.XSHE
227,517350.XSHG,龙头科技,2021-04-21,2021-04-27,,SHS科技龙头(931524),931524.CSI
228,159888.XSHE,智能汽车ETF华夏,2021-04-23,2021-04-26,,CS智汽车(930721),930721.CSI
229,516590.XSHG,电动汽车,2021-04-13,2021-04-19,,智能电车(H11052),H11052.CSI
230,516360.XSHG,新材料ETF,2021-04-12,2021-04-16,,新材料(H30597),H30597.CSI
231,516700.XSHG,数据产业,2021-04-12,2021-04-15,,中证数据(930902),930902.CSI
232,516950.XSHG,基建ETF,2021-04-09,2021-04-14,,中证基建(930608),930608.CSI
233,159887.XSHE,银行ETF富国,2021-04-02,2021-04-12,,800银行(H30022),H30022.CSI
234,159836.XSHE,创业板300ETF天弘,2021-03-30,2021-04-08,,创业300(399012),399012.XSHE
235,159883.XSHE,医疗器械ETF永赢,2021-03-30,2021-04-06,,医疗器械(H30217),H30217.CSI
236,516890.XSHG,新材ETF,2021-03-29,2021-04-06,,新材料(H30597),H30597.CSI
237,561180.XSHG,A100ETF,2022-08-12,2022-08-17,,中证A100(000903),000903.XSHG
238,159796.XSHE,电池ETF汇添富,2022-01-15,2022-01-18,,CS电池(931719),931719.CSI
239,516070.XSHG,碳中和50,2021-03-26,2021-03-30,,内地低碳(000977),000977.CSI
240,517170.XSHG,沪港深E,2021-03-23,2021-03-29,,沪港深500(H30455),H30455.CSI
241,516610.XSHG,医疗设备ETF大成,2021-03-24,2021-03-29,,医疗保健(H30178),H30178.CSI
242,516870.XSHG,汽车,2021-03-22,2021-03-25,2021-11-05,800汽车(H30015),H30015.CSI
243,159885.XSHE,碳中和ETF鹏华,2021-03-19,2021-03-24,,内地低碳(000977),000977.CSI
244,516960.XSHG,机械ETF,2021-03-16,2021-03-22,,细分机械(000812),000812.CSI
245,516110.XSHG,汽车ETF,2021-03-16,2021-03-22,,800汽车(H30015),H30015.CSI
246,159886.XSHE,机械ETF富国,2021-03-17,2021-03-22,,细分机械(000812),000812.CSI
247,159890.XSHE,云计算ETF招商,2021-03-16,2021-03-19,,云计算(930851),930851.CSI
248,516510.XSHG,云计算,2021-03-16,2021-03-19,,云计算(930851),930851.CSI
249,516330.XSHG,物联网,2021-03-16,2021-03-19,,CS物联网(930712),930712.CSI
250,159861.XSHE,碳中和50ETF国泰,2021-03-08,2021-03-15,,环保50(930614),930614.CSI
251,516550.XSHG,农业ETF,2021-03-03,2021-03-10,,大农业(399814),399814.XSHE
252,516980.XSHG,证券先锋,2021-03-04,2021-03-09,,证券先锋(931402),931402.CSI
253,562310.XSHG,300成长,2022-08-18,2022-08-24,,300成长(000918),000918.CSI
254,516300.XSHG,中证1000,2021-03-02,2021-03-05,,中证1000(000852),000852.XSHG
255,159858.XSHE,创新药ETF南方,2021-02-23,2021-03-04,,CS创新药(931152),931152.CSI
256,159845.XSHE,中证1000ETF华夏,2021-02-26,2021-03-04,,中证1000(000852),000852.XSHG
257,516150.XSHG,稀土基金,2021-02-24,2021-03-03,,稀土产业(930598),930598.CSI
258,516670.XSHG,畜牧养殖,2021-02-26,2021-03-03,,中证畜牧(930707),930707.CSI
259,516850.XSHG,新能源80,2021-02-23,2021-03-01,,中证新能(399808),399808.XSHE
260,159871.XSHE,有色ETF银华,2021-02-25,2021-03-01,,中证有色(930708),930708.CSI
261,159876.XSHE,有色ETF华宝,2021-02-26,2021-03-01,,中证有色(930708),930708.CSI
262,159880.XSHE,有色ETF鹏华,2021-02-25,2021-03-01,,国证有色(399395),399395.XSHE
263,159873.XSHE,医疗设备ETF天弘,2021-02-19,2021-02-25,,医疗保健(H30178),H30178.CSI
264,516090.XSHG,新能源E,2021-02-18,2021-02-24,,中证新能(399808),399808.XSHE
265,516760.XSHG,养殖ETF,2021-02-18,2021-02-24,,中证畜牧(930707),930707.CSI
266,159865.XSHE,养殖ETF国泰,2021-02-19,2021-02-23,,中证畜牧(930707),930707.CSI
267,159851.XSHE,金融科技ETF华宝,2021-02-04,2021-02-22,,金融科技(930986),930986.CSI
268,516020.XSHG,化工ETF,2021-02-10,2021-02-22,,细分化工(000813),000813.CSI
269,516220.XSHG,化工龙头,2021-02-10,2021-02-22,,细分化工(000813),000813.CSI
270,516200.XSHG,证券行业,2021-02-09,2021-02-22,,证券公司(399975),399975.XSHE
271,516780.XSHG,稀土ETF,2021-02-10,2021-02-22,,稀土产业(930598),930598.CSI
272,159835.XSHE,创新药ETF建信,2021-02-10,2021-02-22,,CS创新药(931152),931152.CSI
273,516500.XSHG,生物ETF,2021-02-10,2021-02-22,,中证生科(930743),930743.CSI
274,159842.XSHE,券商ETF银华,2021-02-18,2021-02-22,,证券公司(399975),399975.XSHE
275,516120.XSHG,化工50,2021-02-09,2021-02-19,,细分化工(000813),000813.CSI
276,516770.XSHG,游戏动漫,2021-02-09,2021-02-19,,动漫游戏(930901),930901.CSI
277,159870.XSHE,化工ETF鹏华,2021-02-09,2021-02-18,,细分化工(000813),000813.CSI
278,159869.XSHE,游戏ETF华夏,2021-02-10,2021-02-19,,动漫游戏(930901),930901.CSI
279,516010.XSHG,游戏ETF,2021-02-10,2021-02-19,,动漫游戏(930901),930901.CSI
280,517060.XSHG,沪港深ETF,2021-02-06,2021-02-18,2022-02-19,沪港深500(H30455),H30455.CSI
281,159867.XSHE,养殖ETF鹏华,2021-02-10,2021-02-18,,中证畜牧(930707),930707.CSI
282,159863.XSHE,光伏ETF鹏华,2021-02-03,2021-02-08,,光伏产业(931151),931151.CSI
283,516520.XSHG,智能驾驶,2021-01-23,2021-02-01,,CS智汽车(930721),930721.CSI
284,159855.XSHE,影视ETF银华,2021-01-26,2021-02-01,,中证影视(930781),930781.CSI
285,511580.XSHG,国债政金,2022-08-24,2022-08-29,2024-07-17,政金债3-5(930872),
286,159743.XSHE,湖北ETF博时,2021-09-16,2021-09-30,,湖北指数(931393),931393.CSI
287,516000.XSHG,数据ETF,2021-01-14,2021-01-28,,中证数据(930902),930902.CSI
288,159848.XSHE,证券ETF国联安,2021-01-21,2021-01-28,,证券公司(399975),399975.XSHE
289,516060.XSHG,新药ETF,2021-01-15,2021-01-25,,CS创新药(931152),931152.CSI
290,517300.XSHG,AH300ETF,2021-01-15,2021-01-25,,沪港深300(931395),931395.CSI
291,159857.XSHE,光伏ETF天弘,2021-01-18,2021-01-25,,光伏产业(931151),931151.CSI
292,159852.XSHE,软件ETF嘉实,2021-01-18,2021-01-25,,中证软件(930601),930601.CSI
293,517100.XSHG,AH500ETF,2021-01-20,2021-01-25,,沪港深500(H30455),H30455.CSI
294,515230.XSHG,软件ETF,2021-01-20,2021-01-25,,软件指数(H30202),H30202.CSI
295,516600.XSHG,消服ETF,2021-01-13,2021-01-21,,消费服务(000806),000806.CSI
296,159849.XSHE,生物科技ETF招商,2021-01-12,2021-01-20,,中证生科(930743),930743.CSI
297,516080.XSHG,创新医药,2021-01-14,2021-01-20,,CS创新药(931152),931152.CSI
298,517080.XSHG,HGS500,2021-01-15,2021-01-20,,沪港深500(H30455),H30455.CSI
299,517050.XSHG,互联网50,2021-01-14,2021-01-19,,SHS互联网(930625),930625.CSI
300,159856.XSHE,互联网龙头ETF工银,2021-01-15,2021-01-19,,SHS互联网(930625),930625.CSI
301,517200.XSHG,互联网,2021-01-16,2021-01-19,,SHS互联网(930625),930625.CSI
302,159645.XSHE,疫苗ETF富国,2022-08-29,2022-09-01,,疫苗生科(980015),
303,513330.XSHG,恒生互联,2021-01-04,2021-01-18,,恒生互联网科技业指数(HSIII),
304,159841.XSHE,证券ETF天弘,2021-01-11,2021-01-18,,证券公司(399975),399975.XSHE
305,159839.XSHE,生物医药ETF汇添富,2020-12-28,2021-01-18,,生物医药(399441),399441.XSHE
306,517000.XSHG,沪港深,2021-01-14,2021-01-18,,沪港深500(H30455),H30455.CSI
307,516160.XSHG,新能源,2021-01-08,2021-01-14,,中证新能(399808),399808.XSHE
308,516660.XSHG,新能汽车,2020-12-22,2021-01-11,,CS新能车(399976),399976.XSHE
309,516800.XSHG,智能制造ETF,2020-12-31,2021-01-11,,智能制造(930850),930850.CSI
310,159843.XSHE,食品饮料ETF招商,2020-12-31,2021-01-06,,国证食品(399396),399396.XSHE
311,516050.XSHG,科技龙头,2020-12-28,2021-01-04,,科技龙头(931087),931087.CSI
312,516880.XSHG,光伏50,2020-12-22,2020-12-29,,光伏产业(931151),931151.CSI
313,159837.XSHE,生物科技ETF易方达,2020-12-17,2020-12-28,,中证生科(930743),930743.CSI
314,515910.XSHG,质量ETF,2020-12-22,2020-12-25,,MSCI中国A股国际公司质量指数(本币)(707717L),
315,159627.XSHE,A100ETF华夏,2022-09-02,2022-09-08,,中证A100(000903),000903.XSHG
316,515170.XSHG,食品饮料,2020-12-08,2020-12-14,,细分食品(000815),000815.CSI
317,515920.XSHG,智能消费,2020-11-30,2020-12-14,,CS智消费(930648),930648.CSI
318,515710.XSHG,食品ETF,2020-12-05,2020-12-14,,细分食品(000815),000815.CSI
319,159630.XSHE,A100ETF汇添富,2022-09-07,2022-09-10,,中证A100(000903),000903.XSHG
320,515290.XSHG,银行ETF天弘,2020-11-24,2020-12-07,,中证银行(399986),399986.XSHE
321,159828.XSHE,医疗ETF国泰,2020-12-02,2020-12-07,,中证医疗(399989),399989.XSHE
322,515790.XSHG,光伏ETF,2020-11-19,2020-12-01,,光伏产业(931151),931151.CSI
323,515250.XSHG,智能汽车,2020-11-26,2020-12-01,,CS智汽车(930721),930721.CSI
324,515400.XSHG,大数据,2020-11-26,2020-12-01,,中证数据(930902),930902.CSI
325,159658.XSHE,数字经济ETF华安,2022-08-26,2022-09-13,,数字经济(931582),931582.CSI
326,159825.XSHE,农业ETF富国,2020-11-13,2020-11-23,,中证农业(000949),000949.CSI
327,159827.XSHE,农业ETF银华,2020-11-20,2020-11-23,,中证农业(000949),000949.CSI
328,515120.XSHG,创新药,2020-11-09,2020-11-16,,CS创新药(931152),931152.CSI
329,560680.XSHG,龙头消费,2022-09-08,2022-09-19,,800消费(000932),000932.XSHG
330,561330.XSHG,矿业ETF,2022-09-16,2022-09-21,,有色矿业(931892),931892.CSI
331,515320.XSHG,电子50,2020-10-23,2020-11-02,,电子50(931461),931461.CSI
332,588160.XSHG,科创新材,2022-09-20,2022-09-23,,科创材料(000689),000689.XSHG
333,588010.XSHG,科创材料,2022-09-20,2022-09-23,,科创材料(000689),000689.XSHG
334,588290.XSHG,芯片科创,2022-09-20,2022-09-23,,科创芯片(000685),000685.XSHG
335,159663.XSHE,机床ETF华夏,2022-09-20,2022-09-23,,中证机床(931866),931866.CSI
336,588200.XSHG,科创芯片,2022-09-20,2022-09-23,,科创芯片(000685),000685.XSHG
337,159667.XSHE,工业母机ETF国泰,2022-09-21,2022-09-26,,中证机床(931866),931866.CSI
338,516680.XSHG,有色金属,2021-01-20,2021-01-25,2022-09-30,细分有色(000811),000811.CSI
339,516180.XSHG,光伏产业,2021-01-29,2021-02-01,,光伏产业(931151),931151.CSI
340,588080.XSHG,科创板50,2020-09-15,2020-09-22,,科创50(000688),000688.XSHG
341,515530.XSHG,中证500ETF泰康,2020-08-19,2020-08-24,,中证500(000905),000905.XSHG
342,588350.XSHG,双创,2022-09-16,2022-10-11,,科创创业50(931643),931643.CSI
343,561710.XSHG,疫苗,2022-10-14,2022-10-17,2024-07-26,疫苗生物(931992),931992.CSI
344,159730.XSHE,家电ETF博时,2021-10-09,2021-10-12,,龙头家电(980028),
345,159824.XSHE,新能源车ETF博时,2020-11-16,2020-11-23,,CS新能车(399976),399976.XSHE
346,513310.XSHG,中韩芯片,2022-10-15,2022-10-24,,中韩半导体(931790),931790.CSI
347,159802.XSHE,800ETF,2020-03-19,2020-03-23,2020-09-16,中证800(000906),000906.XSHG
348,159649.XSHE,国开债ETF华安,2022-07-27,2022-08-01,,中债-1-5年国开行债券指数(全价)(CBA08303),
349,517850.XSHG,张江ETF,2022-01-27,2022-01-30,,SHS张江50(931596),931596.CSI
350,560980.XSHG,光伏龙头,2022-11-01,2022-11-07,,光伏龙头30(931798),931798.CSI
351,159680.XSHE,中证1000增强ETF招商,2022-11-03,2022-11-09,,中证1000(000852),000852.XSHG
352,159677.XSHE,中证1000增强ETF银华,2022-11-08,2022-11-14,,中证1000(000852),000852.XSHG
353,159675.XSHE,创业板增强ETF嘉实,2022-11-08,2022-11-14,,创业板指(399006),399006.XSHE
354,159662.XSHE,交运ETF南方,2022-11-08,2022-11-14,,国证交运(399433),399433.XSHE
355,561590.XSHG,1000增强,2022-11-08,2022-11-14,,中证1000(000852),000852.XSHG
356,561320.XSHG,交运ETF,2022-10-28,2022-11-14,,内地运输(000945),000945.CSI
357,561150.XSHG,500ESG,2022-04-21,2022-04-26,2022-11-16,500ESG(931648),931648.CSI
358,588370.XSHG,科创策略,2022-11-11,2022-11-21,,科创50(000688),000688.XSHG
359,159702.XSHE,AIETF,2021-03-26,2021-04-06,2022-11-22,CS人工智(930713),930713.CSI
360,159969.XSHE,深100ETF银华,2019-04-30,2019-05-06,2026-03-05,深证100(399330),399330.XSHE
361,515080.XSHG,中证红利,2019-10-16,2019-10-21,,中证红利(000922),000922.CSI
362,510570.XSHG,兴业500,2020-04-30,2020-05-06,,中证500(000905),000905.XSHG
363,159995.XSHE,芯片ETF华夏,2019-12-20,2019-12-24,,国证芯片(980017),
364,515550.XSHG,国联500,2019-08-30,2019-09-03,,中证500(000905),000905.XSHG
365,515200.XSHG,创新100,2019-08-28,2019-09-02,,创新100(931159),931159.CSI
366,512680.XSHG,军工基金,2016-07-21,2016-07-25,,中证军工(399967),399967.XSHE
367,159918.XSHE,中创400ETF嘉实,2012-02-15,2012-02-20,,中创400(399624),399624.XSHE
368,159940.XSHE,金融地产ETF广发,2015-02-14,2015-02-25,,金融地产(000992),000992.XSHG
369,159936.XSHE,可选消费ETF广发,2014-04-28,2014-05-05,,全指可选(000989),000989.XSHG
370,510330.XSHG,华夏300,2012-12-13,2012-12-17,,沪深300(000300),000300.XSHG
371,159945.XSHE,能源ETF广发,2015-06-05,2015-06-08,,全指能源(000986),000986.XSHG
372,518850.XSHG,黄金9999,2020-03-23,2020-03-27,,,
373,159814.XSHE,创业大盘ETF西部利得,2020-05-22,2020-05-25,,创业大盘(399293),399293.XSHE
374,159913.XSHE,深价值ETF交银,2011-08-24,2011-08-29,,深证价值(399348),399348.XSHE
375,515360.XSHG,方正300,2019-07-26,2019-08-01,,沪深300(000300),000300.XSHG
376,159912.XSHE,深300ETF汇添富,2011-08-11,2011-08-15,,深证300(399007),399007.XSHE
377,159939.XSHE,信息技术ETF广发,2014-12-12,2014-12-15,,全指信息(000993),000993.XSHG
378,159938.XSHE,医药ETF广发,2014-10-29,2014-11-03,,全指医药(000991),000991.XSHG
379,512090.XSHG,MSCI易基,2018-04-18,2018-04-23,,MSCI中国A股国际通(人民币)指数(本币)(716567L),
380,159903.XSHE,深成ETF南方,2009-11-05,2009-11-09,,深证成指(399001),399001.XSHE
381,159944.XSHE,材料ETF广发,2015-06-05,2015-06-08,,全指材料(000987),000987.XSHG
382,159905.XSHE,红利ETF工银,2010-10-13,2010-10-18,,深证红利(399324),399324.XSHE
383,159910.XSHE,基本面120ETF嘉实,2011-06-28,2011-07-01,,深证F120(399702),399702.XSHE
384,159916.XSHE,基本面ETF建信,2011-08-03,2011-08-08,,深证F60(399701),399701.XSHE
385,515600.XSHG,央企创新,2019-08-08,2019-08-12,,央企创新(000861),000861.CSI
386,159956.XSHE,创业板ETF建信,2018-01-05,2018-01-08,,创业板指(399006),399006.XSHE
387,159993.XSHE,证券ETF鹏华,2019-12-04,2019-12-09,,证券龙头(399437),399437.XSHE
388,159813.XSHE,半导体ETF鹏华,2020-03-18,2020-03-25,,国证芯片(980017),
389,510550.XSHG,方正500,2018-11-05,2018-11-08,,中证500(000905),000905.XSHG
390,159981.XSHE,能源化工ETF建信,2019-11-08,2019-11-11,,易盛能化A(000201.ESCI),
391,159928.XSHE,消费ETF汇添富,2013-07-11,2013-07-15,,800消费(000932),000932.XSHG
392,512820.XSHG,银行股基,2018-07-13,2018-07-17,,中证银行(399986),399986.XSHE
393,512330.XSHG,信息ETF,2015-06-05,2015-06-10,,500信息(H30257),H30257.CSI
394,510500.XSHG,500ETF,2013-01-07,2013-01-10,,中证500(000905),000905.XSHG
395,512300.XSHG,500医药,2014-09-29,2014-10-09,2020-12-24,500医药(H30255),H30255.CSI
396,515450.XSHG,红利50,2019-12-16,2019-12-23,,标普中国A股大盘红利低波50指数(SPCLLHCP),
397,159915.XSHE,创业板ETF易方达,2011-08-02,2011-08-15,,创业板指(399006),399006.XSHE
398,515800.XSHG,800ETF,2019-07-11,2019-07-15,,中证800(000906),000906.XSHG
399,512650.XSHG,长三角,2019-05-16,2019-05-20,,CS长三角(931141),931141.CSI
400,510160.XSHG,产业升级,2010-07-22,2010-07-26,,小康指数(000901),000901.XSHG
401,159931.XSHE,金融地产ETF汇添富,2013-07-11,2013-07-15,,800金地(000934),000934.XSHG
402,159930.XSHE,能源ETF汇添富,2013-07-11,2013-07-15,,800能源(000928),000928.XSHG
403,510810.XSHG,上海国企,2016-07-06,2016-07-11,,上海国企(950096),950096.CSI
404,588000.XSHG,科创50,2020-09-15,2020-09-22,,科创50(000688),000688.XSHG
405,159985.XSHE,豆粕ETF华夏,2019-09-03,2019-09-06,,豆粕期货价格(000014.DL),
406,515620.XSHG,ZZ800,2020-03-11,2020-03-16,2021-04-07,中证800(000906),000906.XSHG
407,159948.XSHE,创业板ETF南方,2016-04-14,2016-04-18,,创业板指(399006),399006.XSHE
408,515560.XSHG,证券E,2020-04-23,2020-04-28,,证券公司(399975),399975.XSHE
409,512910.XSHG,100ETF,2019-04-02,2019-04-08,,中证A100(000903),000903.XSHG
410,510510.XSHG,广发500,2013-03-13,2013-03-18,,中证500(000905),000905.XSHG
411,159952.XSHE,创业板ETF广发,2017-03-18,2017-03-22,,创业板指(399006),399006.XSHE
412,159971.XSHE,创业板ETF富国,2019-05-06,2019-05-09,,创业板指(399006),399006.XSHE
413,159963.XSHE,恒生中国,2018-11-27,2018-11-30,2021-05-18,恒生中国企业指数(HSCEI),
414,510360.XSHG,广发300,2015-07-07,2015-07-10,,沪深300(000300),000300.XSHG
415,515690.XSHG,股息ETF,2020-02-21,2020-02-24,2022-03-11,股息龙头(931373),
416,159982.XSHE,中证500ETF鹏华,2019-09-06,2019-09-09,,中证500(000905),000905.XSHG
417,159816.XSHE,0-4年地方债ETF鹏华,2020-04-27,2020-04-30,,0-4年地债(931161),
